ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,analyzed_at
PKBK,"Parke Bancorp, Inc.",70.4,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,80.0,88.3,65.0,50.0,100.0,97.2,True,up,,,0,30.5,False,0,{'profit_margin_pct': 48.8},"{'revenue_growth_yoy': np.float64(30.5), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(10.6), 'rs_6m': np.float64(23.9), 'rs_line_percentile': 97.2, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 12.1, 'operating_margin_pct': 68.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",27.52,325908256,Financial Services,Banks - Regional,1.0,1.0,False,29.5,-6.7,8.0,True,,,,,none,,,,94.8,244.5,,,2.62,22.8,0.72,3.41,True,-1.99,,26.7,27.0,2026-04-16,False,False,7.0,NEUTRAL,,,0.16,2026-03-20T07:49:23.333112
ATLO,Ames National Corporation,69.7,⭐⭐ GOOD,🟡 Good,60.0,80.0,88.3,60.0,50.0,100.0,100.0,True,up,,,0,20.8,True,1,{'profit_margin_pct': 29.3},"{'revenue_growth_yoy': np.float64(20.8), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(16.3), 'rs_6m': np.float64(33.0), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 9.9, 'operating_margin_pct': 46.2}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",27.01,240177456,Financial Services,Banks - Regional,2.9,6.0,False,28.35,-4.7,8.0,True,,,,,none,,,,64.2,137.7,,,3.56,37.4,0.96,4.86,True,-0.7,,44.1,27.0,2026-04-16,False,False,7.0,NEUTRAL,,,0.14,2026-03-20T07:44:17.362727
BFLY,"Butterfly Network, Inc.",69.1,⭐⭐ GOOD,🟡 Good,50.0,90.0,83.0,60.0,60.0,80.0,77.3,False,flat,,,0,48.5,True,1,{'profit_margin_pct': -79.0},"{'revenue_growth_yoy': np.float64(48.5), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(26.7), 'rs_6m': np.float64(109.9), 'rs_line_percentile': 77.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 80}","{'roe_pct': -42.2, 'debt_to_equity': 0.1, 'current_ratio': 3.83, 'operating_margin_pct': -36.1}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 40.1}",3.97,1010892480,Healthcare,Medical Devices,15.3,4.0,True,5.03,-21.1,8.0,True,5.56,6.0,5.25,4.0,none,40.1,2.36,-40.6,,,1.26,0.06,,,,,False,,-50.6,,42.0,2026-05-01,False,False,3.0,NEUTRAL,-8.57,-39.8,,2026-03-20T07:46:54.733890
LTC,"LTC Properties, Inc.",69.0,⭐⭐ GOOD,🟡 Good,60.0,90.0,68.7,65.0,50.0,60.0,54.5,False,up,,,0,71.9,True,1,{'profit_margin_pct': 45.8},"{'revenue_growth_yoy': np.float64(71.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(14.4), 'rs_6m': np.float64(10.3), 'rs_line_percentile': 54.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 11.2, 'debt_to_equity': 0.73, 'current_ratio': 17.97, 'operating_margin_pct': -8.9}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 5.7}",38.38,1861804672,Real Estate,REIT - Healthcare Facilities,8.3,6.4,True,40.8,-5.9,6.0,False,40.57,45.0,37.0,7.0,hold,5.7,116.73,204.1,75.6,97.0,7.17,2.75,5.94,90.5,2.28,6.44,False,,4.5,176.0,45.0,2026-05-04,False,False,6.0,NEUTRAL,5.73,30.7,0.05,2026-03-20T07:44:45.011941
PRPO,"Precipio, Inc.",68.8,⭐⭐ GOOD,🟡 Good,50.0,90.0,86.3,60.0,50.0,95.0,91.5,False,up,,,0,24.2,True,2,{'profit_margin_pct': -5.5},"{'revenue_growth_yoy': np.float64(24.2), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(14.0), 'rs_6m': np.float64(53.1), 'rs_line_percentile': 91.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': -9.8, 'debt_to_equity': 0.26, 'current_ratio': 1.27, 'operating_margin_pct': -0.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",26.93,47181548,Healthcare,Diagnostics & Research,0.2,0.2,False,29.53,-8.8,8.0,True,,,,,none,,18.46,-31.5,,,1.62,0.44,,,,,False,,-13.6,,,,False,False,6.0,NEUTRAL,-8.7,-258.5,,2026-03-20T07:44:50.151250
BDSX,"Biodesix, Inc.",68.6,⭐⭐ GOOD,🟡 Good,50.0,90.0,83.0,50.0,70.0,80.0,75.6,False,up,,,0,60.1,True,1,{'profit_margin_pct': -39.8},"{'revenue_growth_yoy': np.float64(60.1), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(117.6), 'rs_6m': np.float64(142.0), 'rs_line_percentile': 75.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': -383.1, 'current_ratio': 1.86, 'operating_margin_pct': -6.8}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 84.0}",16.3,160691232,Healthcare,Diagnostics & Research,3.6,1.4,False,20.21,-19.3,8.0,True,30.0,40.0,20.0,4.0,strong_buy,84.0,,,,,-7.36,-1.2,,,,,False,,-3.6,,54.0,2026-05-13,False,False,4.0,NEUTRAL,-12.71,-64.2,,2026-03-20T07:45:47.453616
MIRM,"Mirum Pharmaceuticals, Inc.",68.6,⭐⭐ GOOD,🟡 Good,50.0,90.0,83.0,50.0,70.0,80.0,77.2,False,up,,,0,33.5,True,1,{'profit_margin_pct': -4.5},"{'revenue_growth_yoy': np.float64(33.5), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(32.9), 'rs_6m': np.float64(20.2), 'rs_line_percentile': 77.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': -8.6, 'debt_to_equity': 1.02, 'current_ratio': 2.67, 'operating_margin_pct': -3.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 37.4}",90.72,5474191360,Healthcare,Biotechnology,12.6,10.3,True,109.28,-17.0,7.0,True,124.64,140.0,95.0,11.0,strong_buy,37.4,69.27,-23.6,,,1.8,1.63,,,,,False,,-0.5,,47.0,2026-05-06,False,False,6.0,NEUTRAL,-0.13,-2.0,,2026-03-20T07:50:44.739352
FPI,Farmland Partners Inc.,68.5,⭐⭐ GOOD,🟡 Good,60.0,100.0,53.9,65.0,50.0,35.0,49.7,False,up,,,0,102.1,True,2,{'profit_margin_pct': 60.9},"{'revenue_growth_yoy': np.float64(102.1), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(12.5), 'rs_6m': np.float64(4.9), 'rs_line_percentile': 49.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 5.7, 'debt_to_equity': 0.3, 'current_ratio': 0.62, 'operating_margin_pct': 59.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 10.9}",11.27,499113376,Real Estate,REIT - Specialty,7.2,3.1,False,13.225,-14.8,4.0,False,12.5,12.5,12.5,2.0,hold,10.9,,,6.1,-45.9,-9.41,-1.08,3.19,39.3,0.36,1.95,True,-7.58,4.3,-29.9,47.0,2026-05-06,False,False,6.0,NEUTRAL,5.82,54.7,,2026-03-20T07:53:53.940436
INDV,"Indivior Pharmaceuticals, Inc.",68.3,⭐⭐ GOOD,🟡 Good,55.0,90.0,74.0,50.0,70.0,80.0,79.7,False,down,,,0,34.6,True,1,{'profit_margin_pct': 16.9},"{'revenue_growth_yoy': np.float64(34.6), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-13.7), 'rs_6m': np.float64(33.0), 'rs_line_percentile': 79.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 80}","{'current_ratio': 0.71, 'operating_margin_pct': 37.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 53.6}",30.5,3814489856,Healthcare,Drug Manufacturers - Specialty & Generic,8.1,5.5,True,38.0,-19.7,7.0,True,46.86,54.0,39.0,7.0,strong_buy,53.6,75.19,146.5,49.2,61.3,5.81,1.77,,,,,True,-0.29,6.3,376.2,41.0,2026-04-30,False,False,4.0,NEUTRAL,7.15,167.1,0.02,2026-03-20T07:45:37.299447
ATEX,Anterix Inc.,68.3,⭐⭐ GOOD,🟡 Good,60.0,60.0,83.0,85.0,60.0,80.0,81.5,False,up,,,0,13.2,False,0,{'profit_margin_pct': 1370.9},"{'revenue_growth_yoy': np.float64(13.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(88.7), 'rs_6m': np.float64(86.1), 'rs_line_percentile': 81.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 42.7, 'debt_to_equity': 0.02, 'current_ratio': 1.39, 'operating_margin_pct': -618.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 38.4}",39.97,748753536,Communication Services,Telecom Services,14.3,2.8,True,40.67,-1.7,8.0,True,55.33,72.0,44.0,3.0,none,38.4,,,43.5,8.8,-4.86,-1.94,,,,,True,-0.39,-179.7,,95.0,2026-06-23,False,False,2.0,WEAK,-6.77,-123.6,,2026-03-20T07:50:29.534030
NGS,"Natural Gas Services Group, Inc",67.5,⭐⭐ GOOD,🟡 Good,55.0,60.0,91.0,75.0,65.0,100.0,100.0,True,up,,,0,6.7,True,1,{'profit_margin_pct': 11.6},"{'revenue_growth_yoy': np.float64(6.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(23.7), 'rs_6m': np.float64(45.1), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 7.5, 'debt_to_equity': 0.85, 'current_ratio': 2.33, 'operating_margin_pct': 20.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 16.5}",39.48,496959552,Energy,Oil & Gas Equipment & Services,2.0,2.1,False,40.0,-1.3,8.0,True,46.0,50.0,39.0,4.0,strong_buy,16.5,,,47.1,19.3,-13.89,-5.48,0.53,6.4,0.21,,False,,2.9,43.5,52.0,2026-05-11,False,False,8.0,STRONG,,7.2,0.4,2026-03-20T07:50:21.847593
NBBK,"NB Bancorp, Inc.",67.5,⭐⭐ GOOD,🟡 Good,60.0,90.0,57.6,60.0,65.0,60.0,68.6,False,up,,,0,33.7,True,1,{'profit_margin_pct': 24.1},"{'revenue_growth_yoy': np.float64(33.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-1.1), 'rs_6m': np.float64(9.2), 'rs_line_percentile': 68.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 6.2, 'operating_margin_pct': 48.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.5}",20.6,939458432,Financial Services,Banks - Regional,2.9,3.1,False,22.7,-9.3,6.0,False,24.0,24.0,24.0,2.0,buy,16.5,,,13.4,-35.0,,,1.36,10.4,0.28,,True,-8.21,,-26.2,33.0,2026-04-22,False,False,4.0,NEUTRAL,,,,2026-03-20T07:46:00.402801
NTLA,"Intellia Therapeutics, Inc.",66.6,⭐⭐ GOOD,🟡 Good,50.0,100.0,53.0,60.0,70.0,35.0,27.2,False,up,,,0,38.4,True,2,{},"{'revenue_growth_yoy': np.float64(38.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(51.0), 'rs_6m': np.float64(-18.6), 'rs_line_percentile': 27.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': -53.5, 'debt_to_equity': 0.14, 'current_ratio': 5.08, 'operating_margin_pct': -428.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 92.3}",13.15,1553456000,Healthcare,Biotechnology,42.0,10.8,True,28.25,-53.5,4.0,False,25.29,106.0,5.0,21.0,buy,92.3,,,,,-15.02,-1.97,,,,,False,,-94.5,,48.0,2026-05-07,False,False,2.0,WEAK,-36.84,-80.6,,2026-03-20T07:47:57.011539
RRBI,"Red River Bancshares, Inc.",66.0,⭐⭐ GOOD,🟡 Good,60.0,60.0,91.0,65.0,50.0,100.0,100.0,True,up,,,0,10.2,False,0,{'profit_margin_pct': 34.7},"{'revenue_growth_yoy': np.float64(10.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(21.9), 'rs_6m': np.float64(31.5), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 12.5, 'operating_margin_pct': 44.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 9.4}",88.94,584974912,Financial Services,Banks - Regional,2.6,2.6,False,93.9,-5.3,8.0,True,97.33,105.0,90.0,3.0,none,9.4,,,173.54,95.1,,,0.75,8.5,0.67,0.61,True,-1.89,,13.6,41.0,2026-04-30,False,False,6.0,NEUTRAL,,,0.44,2026-03-20T07:52:55.081211
ESOA,Energy Services of America Corp,65.8,⭐⭐ GOOD,🟡 Good,50.0,80.0,83.0,55.0,60.0,80.0,76.3,False,up,,,0,48.8,False,0,{'profit_margin_pct': 0.5},"{'revenue_growth_yoy': np.float64(48.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(60.2), 'rs_6m': np.float64(32.2), 'rs_line_percentile': 76.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 3.7, 'debt_to_equity': 1.06, 'current_ratio': 1.44, 'operating_margin_pct': 4.3}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 58.3}",13.27,247618736,Industrials,Engineering & Construction,5.1,1.9,False,15.84,-16.2,8.0,True,21.0,21.0,21.0,1.0,none,58.3,16.5,24.3,3.9,-70.6,2.93,0.39,0.9,92.3,0.12,,True,-0.34,1.9,110.0,47.0,2026-05-06,False,False,4.0,NEUTRAL,1.52,4.0,0.07,2026-03-20T07:49:04.630222
