ticker,vcp_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,ml_score,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,cerebro_signal,cerebro_score_adj,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage
G24.DE,0.0,Scout24 SE                    N,54.0,Communication Services,Internet Content & Information,60.0,50.0,30.0,70.0,70.0,69.95,5051472384.0,,,,,,,0.0,,,0.0,,,False,122.8,-43.0,1.0,False,"{'roe_pct': 16.5, 'debt_to_equity': 0.13, 'current_ratio': 0.38, 'operating_margin_pct': 31.7}",{'profit_margin_pct': 35.9},105.38,134.0,80.0,16.0,buy,50.6,175.94,151.5,99.9,42.8,5.81,4.15,2.15,39.6,1.54,,,19.7,31.6,12.0,2026-04-29,False,True,6.0,NEUTRAL,5.56,635.9,0.48,,,,,,50.0,0.0,0.0,15.0,16.2,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.9x ratio, 44% up volume)",HIGH_FLOAT,69.5,35.0,31.2,,,,,0.0,,0.0,,0.0,0.0,7.0,22.0,72.7,Medio,30.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,56.2,0.0,6.0,3.0,0.0,5.0,6.32,3.0,2.0,6.0,0,,WATCH,-3.0,0.0,🔵 DECENT,🟡 Good,,,,,,,,False,1,0.883,False,-43.24,11.16,-38.35,sideways,stage1
SPGI,0.0,S&P Global Inc.,56.6,Financial Services,Financial Data & Stock Exchanges,75.0,50.0,27.0,65.0,65.0,436.79,130512855040.0,15.0,16.9,False,down,4.0,False,0.0,3.7,False,0.0,1.2,1.6,False,579.05,-24.6,2.0,False,"{'roe_pct': 13.1, 'debt_to_equity': 0.38, 'current_ratio': 0.82, 'operating_margin_pct': 38.3}","{'eps_growth_yoy': np.float64(4.0), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 29.2}",534.05,585.0,480.0,21.0,strong_buy,22.3,698.89,60.0,440.4,0.8,3.74,16.48,0.89,26.2,0.81,True,-3.83,22.6,32.0,11.0,2026-04-28,False,True,7.0,NEUTRAL,4.42,942.7,0.62,,,,,,50.0,7.0,0.0,15.0,17.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,298.1,23.0,32.0,15.0,False,down,16.9,0.0,False,0.0,False,0.0,0.0,4.0,22.0,86.4,Top 25%,34.3,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,55.64,0.0,3.0,0.0,3.0,5.0,2.79,1.0,5.0,14.0,0,,WATCH,3.0,0.0,🔵 DECENT,🟡 Good,,,,,,,,False,1,0.878,False,-24.11,14.73,-15.24,sideways,stage1
HESAY,0.0,Hermes International SA,54.8,Consumer Cyclical,Luxury Goods,60.0,50.0,15.0,95.0,70.0,194.0,203318231040.0,15.0,0.1,False,down,,,0.0,,,0.0,,,False,294.72,-34.2,0.0,False,"{'roe_pct': 25.2, 'debt_to_equity': 0.12, 'current_ratio': 4.99, 'operating_margin_pct': 41.4}",{'profit_margin_pct': 28.3},291.0,308.0,265.0,3.0,strong_buy,50.0,56.72,-70.8,50.8,-73.8,1.99,3.85,1.08,31.3,0.59,,,,1.8,103.0,2026-07-29,False,False,8.0,STRONG,65.57,37.5,17.25,,,,,,50.0,0.0,0.0,15.0,16.4,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 38% up volume)",MEDIUM_FLOAT,34.3,35.0,31.4,15.0,False,down,0.1,0.0,,0.0,,0.0,0.0,,22.0,,Sin datos suficientes,0.1,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,54.67,0.0,0.0,0.0,0.0,1.0,6.25,3.0,10.0,31.0,0,,WATCH,3.0,0.0,🔵 DECENT,🟡 Average,,,,,,,,False,0,1.233,False,-34.02,5.87,-29.13,downtrend,stage1
TJX,0.0,"TJX Companies, Inc. (The)",81.3,Consumer Cyclical,Apparel Retail,100.0,90.0,57.6,75.0,60.0,157.48,174876344320.0,60.0,56.9,False,flat,71.1,True,1.0,35.3,True,1.0,1.1,2.8,False,165.82,-5.0,6.0,False,"{'roe_pct': 59.1, 'debt_to_equity': 1.32, 'current_ratio': 1.14, 'operating_margin_pct': 13.3}","{'eps_growth_yoy': np.float64(71.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 9.1}",171.78,193.0,100.0,18.0,strong_buy,9.1,138.23,-12.2,135.87,-13.7,2.23,3.52,1.22,33.9,1.31,True,-1.44,99.6,27.9,33.0,2026-05-20,False,False,7.0,NEUTRAL,4.06,36.2,1.0,,,,,,50.0,51.4,0.0,15.0,24.4,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,1104.0,3.0,39.4,60.0,False,flat,56.9,0.0,True,1.0,True,1.0,5.0,,22.0,,Sin datos suficientes,56.9,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,3/3,53.02,0.0,0.0,0.0,3.0,5.0,1.14,0.0,5.0,71.0,0,,WATCH,3.0,30.63,🔵 DECENT,🟡 Average,HOLD,55.0,Close to ATH (-5.0% from high) - wait for pullback,-5.0,NEUTRAL,STRONG_BUY,False,False,2,1.123,False,-5.03,32.58,3.02,sideways,stage2
ICE,0.0,Intercontinental Exchange Inc.,60.5,Financial Services,Financial Data & Stock Exchanges,85.0,40.0,36.0,75.0,65.0,163.75,92993052672.0,15.0,19.8,False,down,6.8,True,1.0,-2.7,True,1.0,1.5,2.1,False,189.35,-13.5,2.0,False,"{'roe_pct': 11.9, 'debt_to_equity': 0.7, 'current_ratio': 1.02, 'operating_margin_pct': 49.6}","{'eps_growth_yoy': np.float64(6.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 33.4}",198.8,240.0,174.0,15.0,strong_buy,21.4,204.86,25.1,134.08,-18.1,3.75,6.15,1.27,33.3,1.23,True,-1.5,6.4,23.4,13.0,2026-04-30,False,True,8.0,STRONG,4.57,118.3,0.8,,,,,,50.0,16.200000000000003,0.0,15.0,18.2,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MEGA_FLOAT,564.0,23.0,33.2,15.0,False,down,19.8,0.0,True,1.0,True,1.0,5.0,4.0,22.0,86.4,Top 25%,34.3,3.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,52.95,0.0,3.0,0.0,3.0,5.0,2.68,1.0,10.0,34.0,0,,WATCH,3.0,7.55,🔵 DECENT,🟡 Average,,,,,,,,False,1,0.948,False,-12.74,15.09,-1.44,sideways,stage4
TW,0.0,Tradeweb Markets Inc.,72.9,Financial Services,Capital Markets,100.0,60.0,45.9,85.0,60.0,121.96,26590451712.0,15.0,24.7,False,up,119.0,True,2.0,2.3,True,1.0,2.0,1.7,False,149.25,-18.3,4.0,False,"{'roe_pct': 13.6, 'debt_to_equity': 0.02, 'current_ratio': 4.84, 'operating_margin_pct': 42.4}","{'eps_growth_yoy': np.float64(119.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 39.6}",135.07,195.0,112.0,14.0,buy,10.8,,,113.4,-7.0,,,0.46,12.7,0.39,True,-0.39,606.3,90.2,12.0,2026-04-29,False,True,8.0,STRONG,4.74,57.1,0.21,,,,,,50.0,26.9,0.0,15.0,21.9,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (1.5x ratio, 59% up volume)",HIGH_FLOAT,115.5,20.0,36.9,15.0,False,up,24.7,2.0,True,2.0,True,1.0,8.0,,22.0,,Sin datos suficientes,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,51.56,0.0,0.0,0.0,3.0,5.0,1.35,0.0,10.0,48.0,0,,WATCH,3.0,7.290000000000001,🔵 DECENT,🟡 Average,,,,,,,,False,2,1.01,False,-17.95,25.8,7.18,uptrend,stage1
ADP,63.73809523809524,"Automatic Data Processing, Inc.",49.2,Technology,Software - Application,50.0,50.0,15.0,85.0,60.0,200.39,81047478272.0,15.0,2.8,False,down,-15.0,False,0.0,-3.5,True,2.0,3.9,3.5,False,329.93,-39.3,0.0,False,"{'roe_pct': 73.8, 'debt_to_equity': 0.7, 'current_ratio': 1.03, 'operating_margin_pct': 26.3}","{'eps_growth_yoy': np.float64(-15.0), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.0}",260.6,332.0,208.0,15.0,hold,30.0,179.94,-10.2,119.6,-40.3,4.27,8.59,3.39,60.7,2.0,True,-1.87,13.3,4.6,12.0,2026-04-29,False,True,8.0,STRONG,6.97,192.0,1.46,,,,,,50.0,9.299999999999995,25.5,15.0,14.8,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 40% up volume)",MEGA_FLOAT,401.7,38.0,55.3,15.0,False,down,2.8,0.0,False,0.0,True,2.0,2.0,15.0,22.0,36.4,Bajo 50%,11.1,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,50.43000000000001,0.0,3.0,5.0,3.0,1.0,3.75,3.0,10.0,4.0,0,,WATCH,3.0,14.289047619047622,🔵 DECENT,🟡 Average,,,,,,,,False,0,0.877,False,-37.74,6.5,-34.54,downtrend,stage1
ITRK.L,0.0,INTERTEK GROUP PLC ORD 1P,57.1,Industrials,Specialty Business Services,55.0,50.0,54.5,75.0,60.0,4806.0,7378282496.0,,,,,,,0.0,,,0.0,,,False,5150.0,-6.7,4.0,False,"{'roe_pct': 28.2, 'debt_to_equity': 1.46, 'current_ratio': 1.08, 'operating_margin_pct': 18.5}",{'profit_margin_pct': 10.0},5227.67,6200.0,4150.0,15.0,buy,8.8,34.73,-99.3,21.6,-99.6,4.91,2.36,3.47,74.0,2.58,,,,-5.7,105.0,2026-07-31,False,False,4.0,NEUTRAL,6.26,63.8,,,,,,,50.0,15.1,0.0,15.0,17.1,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,90,"Strong institutional buying (1.8x ratio, 64% up volume)",HIGH_FLOAT,150.9,20.0,32.1,,,,,0.0,,0.0,,0.0,0.0,13.0,22.0,45.5,Bajo 50%,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,49.34,0.0,3.0,5.0,0.0,0.0,1.1,0.0,0.0,38.0,0,,BEST,5.0,14.71,⚪ WEAK,🟡 Average,,,,,,,,False,1,1.617,False,-5.67,38.03,-5.38,sideways,stage1
GVDNY,0.0,Givaudan SA,54.7,Basic Materials,Specialty Chemicals,55.0,50.0,36.0,80.0,65.0,73.23,34082689024.0,15.0,3.5,False,down,,,0.0,,,0.0,,,False,103.39,-29.2,1.0,False,"{'roe_pct': 23.4, 'debt_to_equity': 0.97, 'current_ratio': 1.74, 'operating_margin_pct': 16.9}",{'profit_margin_pct': 14.3},89.24,104.57,73.91,2.0,buy,21.9,36.06,-50.8,29.6,-59.6,3.32,2.45,2.49,60.4,1.85,,,,-2.4,97.0,2026-07-23,False,False,7.0,NEUTRAL,32.37,34.8,,,,,,,50.0,6.399999999999999,0.0,15.0,16.4,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MICRO_FLOAT,9.2,20.0,31.4,15.0,False,down,3.5,0.0,,0.0,,0.0,0.0,9.0,22.0,63.6,Medio,25.7,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,49.080000000000005,0.0,3.0,3.0,0.0,0.0,2.74,1.0,5.0,40.0,0,,WATCH,3.0,0.0,⚪ WEAK,🟡 Average,,,,,,,,False,1,0.994,False,-27.22,11.39,-18.76,sideways,stage1
IT,0.0,"Gartner, Inc.",59.8,Technology,Information Technology Services,90.0,70.0,15.0,45.0,55.0,155.53,10957134848.0,15.0,1.8,False,down,14.8,True,1.0,14.2,True,1.0,12.7,5.0,True,451.73,-65.6,0.0,False,"{'roe_pct': 86.9, 'debt_to_equity': 10.47, 'current_ratio': 1.0, 'operating_margin_pct': 19.0}","{'eps_growth_yoy': np.float64(14.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.2}",183.69,255.0,140.0,13.0,hold,18.1,201.13,29.3,96.4,-38.0,8.42,13.67,,,,True,-18.17,8.7,-13.7,18.0,2026-05-05,False,True,6.0,NEUTRAL,8.69,255.4,,,,,,,50.0,7.899999999999999,0.0,15.0,17.9,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 55% up volume)",HIGH_FLOAT,68.0,20.0,32.9,15.0,False,down,1.8,0.0,True,1.0,True,1.0,5.0,21.0,22.0,9.1,Bottom 25%,2.9,-3.0,3.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,48.97,0.0,8.0,0.0,3.0,-3.0,2.26,1.0,2.0,3.0,0,,BEST,11.0,0.0,⚪ WEAK,🟡 Average,,,,,,,,False,0,0.782,False,-65.57,11.75,-40.4,downtrend,stage1
LSEG.L,0.0,LONDON STOCK EXCHANGE GROUP PLC,58.1,Financial Services,Financial Data & Stock Exchanges,55.0,50.0,60.5,70.0,65.0,9510.0,47101640704.0,,,,,,,0.0,,,0.0,,,False,11810.0,-19.5,3.0,False,"{'roe_pct': 6.4, 'debt_to_equity': 0.53, 'current_ratio': 1.0, 'operating_margin_pct': 24.9}",{'profit_margin_pct': 13.4},12253.53,13700.0,11000.0,17.0,strong_buy,28.8,175.97,-98.1,71.1,-99.3,4.36,4.15,1.58,57.4,1.24,,,,80.4,104.0,2026-07-30,False,False,7.0,NEUTRAL,3.97,305.7,0.22,,,,,,50.0,7.399999999999999,0.0,15.0,17.4,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,95,"Strong institutional buying (2.1x ratio, 65% up volume)",MEGA_FLOAT,446.4,23.0,32.4,,,,,0.0,,0.0,,0.0,0.0,4.0,22.0,86.4,Top 25%,34.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,False,2/3,48.49,0.0,3.0,3.0,0.0,5.0,3.6,3.0,5.0,35.0,0,,WATCH,3.0,5.81,⚪ WEAK,🟡 Average,,,,,,,,False,1,0.719,False,-18.8,43.46,6.27,sideways,stage1
NDAQ,0.0,"Nasdaq, Inc.",71.5,Financial Services,Financial Data & Stock Exchanges,100.0,60.0,44.0,75.0,65.0,88.87,50744369152.0,35.0,28.6,False,flat,31.1,True,1.0,1.6,True,1.0,1.6,2.4,False,101.79,-12.7,3.0,False,"{'roe_pct': 15.3, 'debt_to_equity': 0.78, 'current_ratio': 1.0, 'operating_margin_pct': 47.6}","{'eps_growth_yoy': np.float64(31.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 34.1}",106.07,120.0,82.0,15.0,buy,19.4,124.5,40.1,92.7,4.3,3.29,2.94,1.22,34.0,1.28,True,-1.21,7.1,47.6,6.0,2026-04-23,True,False,9.0,STRONG,4.2,205.3,0.43,,,,,,50.0,24.4,0.0,15.0,21.4,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MEGA_FLOAT,505.9,23.0,36.4,35.0,False,flat,28.6,0.0,True,1.0,True,1.0,5.0,4.0,22.0,86.4,Top 25%,34.3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,47.1,0.0,3.0,0.0,3.0,5.0,2.42,1.0,10.0,27.0,0,,WATCH,0.0,16.15,⚪ WEAK,🟡 Average,,,,,,,,False,1,0.912,False,-12.42,28.72,-6.31,sideways,stage4
OTIS,0.0,Otis Worldwide Corporation,68.0,Industrials,Specialty Industrial Machinery,100.0,70.0,36.0,45.0,65.0,80.69,31446171648.0,15.0,0.0,False,down,53.9,True,1.0,13.3,True,1.0,3.4,2.9,False,101.42,-20.4,1.0,False,"{'current_ratio': 0.85, 'operating_margin_pct': 15.6}","{'eps_growth_yoy': np.float64(53.9), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 9.6}",99.29,120.0,80.0,14.0,buy,23.0,93.14,15.4,47.25,-41.4,5.07,4.1,2.08,47.1,1.46,True,-2.57,5.2,9.4,5.0,2026-04-22,True,False,6.0,NEUTRAL,5.7,171.1,1.25,,,,,,50.0,12.4,0.0,15.0,20.4,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",MEGA_FLOAT,388.0,28.0,35.4,15.0,False,down,0.0,0.0,True,1.0,True,1.0,5.0,1.0,22.0,100.0,Top 10%,50.7,5.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,46.6,0.0,6.0,3.0,3.0,3.0,2.88,1.0,2.0,11.0,0,,,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,,False,0,0.755,False,-19.31,7.2,-17.05,downtrend,stage1
INTU,0.0,Intuit Inc.,57.0,Technology,Software - Application,75.0,50.0,15.0,80.0,70.0,387.11,107722678272.0,15.0,4.5,False,down,-75.4,True,2.0,-40.0,True,2.0,2.8,2.0,False,813.7,-52.4,0.0,False,"{'roe_pct': 23.5, 'debt_to_equity': 0.36, 'current_ratio': 1.32, 'operating_margin_pct': 18.4}","{'eps_growth_yoy': np.float64(-75.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.6}",599.51,916.0,425.0,32.0,buy,54.9,812.95,110.0,461.1,19.1,4.92,19.17,1.2,29.1,0.6,True,-3.05,23.6,48.5,34.0,2026-05-21,False,False,9.0,STRONG,4.58,97.0,0.3,,,,,,50.0,2.1000000000000014,0.0,15.0,17.1,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,270.3,28.0,32.1,15.0,False,down,4.5,0.0,True,2.0,True,2.0,8.0,15.0,22.0,36.4,Bajo 50%,11.1,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,45.8,0.0,3.0,0.0,3.0,5.0,6.86,3.0,10.0,42.0,0,,WATCH,3.0,0.0,⚪ WEAK,🟡 Average,,,,,,,,False,0,0.929,False,-52.1,13.15,-46.48,downtrend,stage1
CB,0.0,Chubb Limited,71.8,Financial Services,Insurance - Property & Casualty,100.0,60.0,55.1,65.0,60.0,328.42,128445464576.0,35.0,44.1,False,down,141.2,True,1.0,13.8,False,0.0,1.0,2.2,False,345.67,-5.0,5.0,False,"{'roe_pct': 14.3, 'debt_to_equity': 0.31, 'current_ratio': 0.38, 'operating_margin_pct': 24.2}","{'eps_growth_yoy': np.float64(141.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 17.3}",341.39,385.0,271.0,23.0,buy,3.9,1228.08,273.9,716.47,118.2,9.45,31.24,1.18,14.9,1.49,True,-2.88,18.1,19.5,4.0,2026-04-21,True,False,6.0,NEUTRAL,9.1,,0.4,,,,,,50.0,43.5,0.0,15.0,21.5,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,353.6,3.0,36.5,35.0,False,down,44.1,0.0,True,1.0,False,0.0,2.0,11.0,22.0,54.5,Medio,24.1,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,False,3/3,45.72,0.0,8.0,0.0,3.0,5.0,0.49,-3.0,2.0,,0,,BEST,5.0,26.68,⚪ WEAK,🟡 Average,HOLD,55.0,Close to ATH (-5.0% from high) - wait for pullback,-5.0,NEUTRAL,BUY,False,False,2,0.862,False,-4.71,24.72,12.27,sideways,stage3
CNI,0.0,Canadian National Railway Compa,68.1,Industrials,Railroads,85.0,70.0,50.3,60.0,60.0,108.96,66703687680.0,35.0,36.1,False,up,7.5,True,1.0,1.4,True,2.0,,1.1,False,113.09,-3.7,6.0,False,"{'roe_pct': 22.1, 'debt_to_equity': 1.0, 'current_ratio': 0.67, 'operating_margin_pct': 42.4}","{'eps_growth_yoy': np.float64(7.5), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.3}",114.89,132.19,99.14,13.0,buy,5.4,81.31,-25.4,62.7,-42.5,3.57,3.9,2.41,46.9,2.02,True,-3.17,7.9,8.0,12.0,2026-04-29,False,True,7.0,NEUTRAL,8.17,14.5,1.5,,,,,,50.0,52.4,0.0,15.0,20.4,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.6x ratio, 59% up volume)",MEGA_FLOAT,594.4,3.0,35.4,35.0,False,up,36.1,2.0,True,1.0,True,2.0,5.0,5.0,22.0,81.8,Top 25%,33.0,3.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,3/3,45.53999999999999,0.0,3.0,3.0,3.0,3.0,0.68,-3.0,5.0,51.0,0,,WATCH,3.0,29.31,⚪ WEAK,🟡 Average,AVOID,35.0,Near ATH (-3.7% from high) - poor entry point,-3.7,NEUTRAL,BUY,False,True,3,0.925,False,-3.05,20.83,6.8,uptrend,stage3
CTAS,64.96875,Cintas Corporation,66.7,Industrials,Specialty Business Services,90.0,50.0,36.0,90.0,65.0,177.52,71023460352.0,15.0,0.6,False,down,12.1,True,1.0,6.5,False,0.0,3.3,3.8,False,229.24,-22.6,1.0,False,"{'roe_pct': 41.3, 'debt_to_equity': 0.61, 'current_ratio': 1.98, 'operating_margin_pct': 23.2}","{'eps_growth_yoy': np.float64(12.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 17.6}",212.41,255.0,160.0,17.0,buy,19.7,73.41,-58.6,47.4,-73.3,2.12,3.77,1.01,36.7,0.91,True,-1.68,24.3,6.8,90.0,2026-07-16,False,False,8.0,STRONG,3.21,64.5,3.37,,,,,,50.0,35.0,26.0,15.0,20.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,342.1,23.0,61.0,15.0,False,down,0.6,0.0,True,1.0,False,0.0,2.0,13.0,22.0,45.5,Bajo 50%,16.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,45.38,0.0,0.0,0.0,3.0,3.0,2.46,1.0,10.0,74.0,0,,WATCH,0.0,31.654375,⚪ WEAK,🟡 Average,,,,,,,,False,0,0.718,False,-22.04,7.2,-10.94,downtrend,stage1
NDSN,0.0,Nordson Corporation,63.3,Industrials,Specialty Industrial Machinery,80.0,30.0,65.1,85.0,60.0,276.7,15435322368.0,60.0,59.8,False,down,18.7,False,0.0,-2.0,False,0.0,2.3,3.8,False,305.28,-9.4,6.0,False,"{'roe_pct': 17.5, 'debt_to_equity': 0.67, 'current_ratio': 2.72, 'operating_margin_pct': 25.0}","{'eps_growth_yoy': np.float64(18.7), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 18.4}",308.43,335.0,240.0,7.0,buy,11.5,391.11,41.3,277.5,0.3,3.33,9.22,1.18,34.6,1.07,True,-2.15,7.4,44.2,40.0,2026-05-27,False,False,7.0,NEUTRAL,4.03,65.0,0.51,,,,,,50.0,47.0,0.0,15.0,19.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MEDIUM_FLOAT,49.7,0.0,34.0,60.0,False,down,59.8,0.0,False,0.0,False,0.0,0.0,1.0,22.0,100.0,Top 10%,50.7,5.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,3/3,45.02,0.0,3.0,0.0,3.0,5.0,1.44,0.0,5.0,59.0,0,,WATCH,3.0,22.83,⚪ WEAK,🟡 Average,HOLD,55.0,Close to ATH (-9.4% from high) - wait for pullback,-9.4,NEUTRAL,BUY,False,False,2,0.935,False,-9.08,60.7,14.04,sideways,stage2
