ticker,vcp_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,ml_score,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,cerebro_signal,cerebro_score_adj,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage
SAP,0.0,SAP  SE,55.2,Technology,Software - Application,50.0,70.0,15.0,85.0,70.0,177.41,208617832448.0,15.0,4.3,False,down,-5.6,False,0.0,7.4,True,2.0,0.5,1.9,False,313.28,-43.4,0.0,False,"{'roe_pct': 16.1, 'debt_to_equity': 0.17, 'current_ratio': 1.16, 'operating_margin_pct': 29.2}","{'eps_growth_yoy': np.float64(-5.6), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 19.5}",275.67,340.0,210.0,12.0,buy,55.4,116.33,-34.4,72.0,-59.4,4.06,7.26,1.67,38.0,1.47,True,-0.93,21.8,5.0,6.0,2026-04-23,True,False,8.0,STRONG,5.24,146.7,3.61,,,,,,50.0,0.0,0.0,15.0,16.6,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",MEGA_FLOAT,1042.9,38.0,31.6,15.0,False,down,4.3,0.0,False,0.0,True,2.0,2.0,15.0,22.0,36.4,Bajo 50%,11.1,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,44.28,0.0,3.0,3.0,3.0,1.0,6.92,3.0,10.0,19.0,0,,WATCH,3.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,0,0.911,False,-43.37,10.43,-40.78,downtrend,stage1
CDNS,67.0,"Cadence Design Systems, Inc.",75.7,Technology,Software - Application,95.0,80.0,36.0,90.0,65.0,306.96,84749213696.0,15.0,23.6,False,up,41.9,False,0.0,15.9,True,2.0,2.6,3.2,False,376.45,-18.5,2.0,False,"{'roe_pct': 21.9, 'debt_to_equity': 0.49, 'current_ratio': 2.86, 'operating_margin_pct': 32.8}","{'eps_growth_yoy': np.float64(41.9), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.9}",371.68,410.0,275.0,27.0,strong_buy,21.1,129.75,-57.7,59.13,-80.7,1.78,5.47,,,,True,-1.29,14.1,14.6,10.0,2026-04-27,False,True,7.0,NEUTRAL,1.97,44.0,2.23,,,,,,50.0,35.5,26.8,15.0,22.7,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,271.3,28.0,64.5,15.0,False,up,23.6,2.0,False,0.0,True,2.0,2.0,15.0,22.0,36.4,Bajo 50%,11.1,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,44.28,0.0,0.0,0.0,3.0,3.0,2.64,1.0,5.0,90.0,0,,WATCH,0.0,33.57,⚪ WEAK,🔴 Weak,BUY,80.0,Good pullback (-18.5% from high) - valid VCP setup | High P/E (75.8) - valuation risk | Strong upside (+21.1%) - analyst support,-18.5,NEUTRAL,STRONG_BUY,True,False,1,1.015,False,-18.46,23.92,-11.37,sideways,stage4
IDXX,0.0,"IDEXX Laboratories, Inc.",59.6,Healthcare,Diagnostics & Research,75.0,50.0,27.0,85.0,65.0,569.95,45381718016.0,15.0,6.6,False,down,2.3,False,0.0,9.2,False,0.0,2.7,3.9,False,769.98,-26.0,3.0,False,"{'roe_pct': 66.2, 'debt_to_equity': 0.61, 'current_ratio': 1.23, 'operating_margin_pct': 29.8}","{'eps_growth_yoy': np.float64(2.3), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 24.6}",733.43,823.0,470.0,14.0,buy,28.7,268.8,-52.8,233.59,-59.0,1.74,9.96,,,,True,-2.68,35.1,12.5,18.0,2026-05-05,False,True,8.0,STRONG,2.95,120.0,1.94,,,,,,50.0,12.9,0.0,15.0,17.9,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,50,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",HIGH_FLOAT,78.8,20.0,32.9,15.0,False,down,6.6,0.0,False,0.0,False,0.0,0.0,14.0,22.0,40.9,Bajo 50%,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,44.24,0.0,0.0,0.0,3.0,3.0,3.59,3.0,10.0,60.0,0,,WATCH,0.0,5.96,⚪ WEAK,🔴 Weak,,,,,,,,False,1,0.972,False,-25.98,41.48,-16.91,downtrend,stage4
ATLKY,0.0,Atlas Copco AB,62.5,Industrials,Specialty Industrial Machinery,70.0,50.0,57.6,80.0,55.0,19.93,97179148288.0,60.0,58.6,False,down,-15.1,True,2.0,-7.0,True,2.0,,,False,22.05,-9.6,7.0,True,"{'roe_pct': 23.6, 'debt_to_equity': 0.32, 'current_ratio': 1.55}","{'eps_growth_yoy': np.float64(-15.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 15.7}",23.5,23.5,23.5,1.0,none,17.9,120.36,503.9,5.9,-70.4,27.9,8.18,2.8,55.5,1.54,False,,345.7,-7.5,,,False,False,6.0,NEUTRAL,,53.6,,,,,,,50.0,53.8,0.0,15.0,18.8,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,3939.2,3.0,33.8,60.0,False,down,58.6,0.0,True,2.0,True,2.0,8.0,1.0,22.0,100.0,Top 10%,50.7,5.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,False,3/3,44.0,0.0,8.0,3.0,0.0,0.0,2.24,1.0,2.0,,0,,BEST,5.0,25.75,⚪ WEAK,🔴 Weak,HOLD,60.0,Close to ATH (-9.6% from high) - wait for pullback | Strong upside (+17.9%) - analyst support,-9.6,NEUTRAL,NONE,False,True,3,1.286,False,-9.61,35.64,8.16,uptrend,stage2
7741.T,0.0,HOYA CORP,66.1,Healthcare,Medical Instruments & Supplies,60.0,50.0,80.5,90.0,60.0,28995.0,9765109366784.0,,,,,,,0.0,,,0.0,,,False,30400.0,-4.6,7.0,True,"{'roe_pct': 24.2, 'debt_to_equity': 0.04, 'current_ratio': 4.96, 'operating_margin_pct': 42.7}",{'profit_margin_pct': 27.4},29253.33,35000.0,23100.0,15.0,buy,0.9,11933.46,-58.8,18270.0,-37.0,0.97,281.4,0.8,39.5,0.72,,,,86.2,12.0,2026-04-30,False,True,6.0,NEUTRAL,2.72,28.7,0.49,,,,,,50.0,38.8,0.0,15.0,19.8,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",MEGA_FLOAT,338.1,8.0,34.8,,,,,0.0,,0.0,,0.0,0.0,10.0,22.0,59.1,Medio,25.1,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,False,2/3,43.94,0.0,0.0,0.0,0.0,5.0,0.11,-3.0,2.0,93.0,0,,,0.0,32.11,⚪ WEAK,🔴 Weak,AVOID,25.0,Near ATH (-4.6% from high) - poor entry point | Elevated P/E (47.6) - watch valuation,-4.6,NEUTRAL,BUY,True,True,3,0.906,False,-4.62,91.62,27.07,uptrend,stage3
MSI,0.0,"Motorola Solutions, Inc.",78.3,Technology,Communication Equipment,100.0,90.0,50.3,65.0,60.0,444.46,73870860288.0,35.0,37.0,False,up,50.9,True,1.0,33.7,True,1.0,1.7,2.2,False,492.22,-9.7,4.0,False,"{'roe_pct': 104.2, 'debt_to_equity': 4.02, 'current_ratio': 1.04, 'operating_margin_pct': 27.8}","{'eps_growth_yoy': np.float64(50.9), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 18.4}",505.45,540.0,470.0,11.0,buy,13.7,223.57,-49.7,127.6,-71.3,2.7,12.01,1.09,35.1,1.13,True,-1.56,8.8,8.6,13.0,2026-04-30,False,True,6.0,NEUTRAL,3.86,161.2,2.83,,,,,,50.0,28.5,0.0,15.0,23.5,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 55% up volume)",HIGH_FLOAT,164.9,20.0,38.5,35.0,False,up,37.0,2.0,True,1.0,True,1.0,5.0,,22.0,,Sin datos suficientes,37.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,43.42,0.0,0.0,0.0,3.0,3.0,1.71,0.0,2.0,46.0,0,,,0.0,16.83,⚪ WEAK,🔴 Weak,,,,,,,,False,1,0.727,False,-9.1,24.01,-4.22,sideways,stage2
ETN,0.0,"Eaton Corporation, PLC",76.8,Industrials,Specialty Industrial Machinery,100.0,70.0,60.3,75.0,60.0,392.73,152536334336.0,60.0,62.6,False,up,17.4,True,2.0,10.6,True,1.0,2.3,3.2,False,408.45,-3.8,6.0,False,"{'roe_pct': 21.5, 'debt_to_equity': 0.55, 'current_ratio': 1.32, 'operating_margin_pct': 20.0}","{'eps_growth_yoy': np.float64(17.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 14.9}",412.95,514.0,321.0,28.0,buy,5.1,187.92,-52.2,197.5,-49.7,1.7,6.7,1.12,39.8,1.59,True,-1.22,21.5,18.9,13.0,2026-04-30,False,True,7.0,NEUTRAL,3.19,64.1,1.34,,,,,,50.0,40.0,0.0,15.0,23.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 52% up volume)",MEGA_FLOAT,387.3,23.0,38.0,60.0,False,up,62.6,2.0,True,2.0,True,1.0,8.0,1.0,22.0,100.0,Top 10%,50.7,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,2/3,42.72,0.0,0.0,0.0,3.0,5.0,0.64,-3.0,5.0,75.0,0,,WATCH,0.0,30.18,⚪ WEAK,🔴 Weak,AVOID,25.0,Near ATH (-3.8% from high) - poor entry point | Elevated P/E (37.6) - watch valuation,-3.8,NEUTRAL,BUY,False,False,2,0.894,False,-3.7,55.85,-2.6,uptrend,stage3
ROP,0.0,"Roper Technologies, Inc.",62.8,Technology,Software - Application,100.0,50.0,24.0,60.0,65.0,361.88,37247410176.0,15.0,8.9,False,flat,29.4,True,1.0,9.3,False,0.0,3.7,2.5,False,584.03,-38.0,1.0,False,"{'roe_pct': 7.9, 'debt_to_equity': 0.48, 'current_ratio': 0.52, 'operating_margin_pct': 28.6}","{'eps_growth_yoy': np.float64(29.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 19.4}",461.25,550.0,365.0,16.0,buy,27.5,304.51,-15.9,141.9,-60.8,5.69,20.69,1.01,23.2,0.57,False,,7.0,-5.1,6.0,2026-04-23,True,False,6.0,NEUTRAL,4.86,1441.1,,,,,,,50.0,5.799999999999997,0.0,15.0,18.8,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 54% up volume)",HIGH_FLOAT,102.4,20.0,33.8,15.0,False,flat,8.9,0.0,True,1.0,False,0.0,2.0,15.0,22.0,36.4,Bajo 50%,11.1,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,42.72,0.0,6.0,0.0,0.0,0.0,3.44,3.0,2.0,9.0,0,,BEST,5.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,1,0.744,False,-37.56,15.89,-33.34,sideways,stage4
FDS,0.0,FactSet Research Systems Inc.,49.8,Financial Services,Financial Data & Stock Exchanges,55.0,50.0,15.0,85.0,50.0,231.85,8601463808.0,15.0,9.9,False,flat,-10.4,False,0.0,4.4,False,0.0,11.2,3.6,True,474.79,-51.2,1.0,False,"{'roe_pct': 28.1, 'debt_to_equity': 0.73, 'current_ratio': 1.43, 'operating_margin_pct': 29.8}","{'eps_growth_yoy': np.float64(-10.4), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 24.5}",252.44,380.0,200.0,16.0,hold,8.9,238.4,2.8,155.3,-33.0,6.86,16.2,1.9,28.3,0.96,True,-5.7,14.2,-1.8,69.0,2026-06-25,False,False,6.0,NEUTRAL,8.0,187.1,,,,,,,50.0,5.899999999999999,0.0,15.0,14.9,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",MEDIUM_FLOAT,36.3,20.0,29.9,15.0,False,flat,9.9,0.0,False,0.0,False,0.0,0.0,4.0,22.0,86.4,Top 25%,34.3,3.0,3.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,42.52,0.0,6.0,3.0,3.0,0.0,1.11,0.0,2.0,4.0,0,,WATCH,6.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,1,0.827,False,-50.46,25.97,-23.69,sideways,stage4
VRSN,0.0,"VeriSign, Inc.",57.8,Technology,Software - Infrastructure,75.0,50.0,46.7,50.0,60.0,273.85,25112045568.0,35.0,39.7,False,up,3.5,False,0.0,5.7,False,0.0,2.8,2.6,False,310.6,-11.8,4.0,False,"{'current_ratio': 0.49, 'operating_margin_pct': 67.0}","{'eps_growth_yoy': np.float64(3.5), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 49.8}",280.75,305.0,250.0,4.0,buy,2.5,191.73,-30.0,104.08,-62.0,3.28,9.04,1.18,26.2,,True,-3.51,14.9,8.3,6.0,2026-04-23,True,False,8.0,STRONG,4.35,512.5,2.27,,,,,,50.0,17.299999999999997,0.0,15.0,17.3,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 56% up volume)",HIGH_FLOAT,91.1,20.0,32.3,35.0,False,up,39.7,2.0,False,0.0,False,0.0,0.0,8.0,22.0,68.2,Medio,28.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,41.52,0.0,3.0,0.0,3.0,3.0,0.31,-3.0,10.0,22.0,1,Berkshire Hathaway (Buffett),WATCH,3.0,14.78,⚪ WEAK,🔴 Weak,,,,,,,,False,1,1.281,False,-10.97,31.6,-2.33,sideways,stage1
SYK,0.0,Stryker Corporation,75.7,Healthcare,Medical Devices,100.0,80.0,36.0,80.0,65.0,338.38,129594212352.0,15.0,0.0,False,down,29.8,True,1.0,22.2,True,1.0,1.2,1.9,False,404.87,-16.4,1.0,False,"{'roe_pct': 15.1, 'debt_to_equity': 0.73, 'current_ratio': 1.89, 'operating_margin_pct': 27.2}","{'eps_growth_yoy': np.float64(29.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 12.9}",419.11,469.0,316.0,27.0,buy,23.9,461.76,36.5,251.7,-25.6,3.22,10.89,1.04,40.5,0.99,False,,6.3,55.9,13.0,2026-04-30,False,True,5.0,NEUTRAL,3.61,47.3,0.36,,,,,,50.0,0.0,0.0,15.0,22.7,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 42% up volume)",MEGA_FLOAT,346.6,38.0,37.7,15.0,False,down,0.0,0.0,True,1.0,True,1.0,5.0,22.0,22.0,4.5,Bottom 25%,0.0,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,41.28,0.0,3.0,0.0,0.0,5.0,2.99,1.0,0.0,72.0,0,,,0.0,0.0700000000000002,⚪ WEAK,🔴 Weak,,,,,,,,False,0,0.789,False,-15.8,5.97,-14.09,downtrend,stage1
WM,0.0,"Waste Management, Inc.",60.7,Industrials,Waste Management,90.0,50.0,38.7,50.0,60.0,224.08,90379485184.0,15.0,21.1,False,down,16.5,True,1.0,4.9,False,0.0,1.5,2.7,False,248.13,-9.7,3.0,False,"{'roe_pct': 29.7, 'debt_to_equity': 2.39, 'current_ratio': 0.89, 'operating_margin_pct': 20.0}","{'eps_growth_yoy': np.float64(16.5), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.7}",254.8,285.0,210.0,25.0,buy,13.7,144.2,-35.6,158.12,-29.4,1.92,4.3,1.53,49.2,1.49,False,,4.8,23.6,11.0,2026-04-28,False,True,8.0,STRONG,3.8,21.3,1.02,,,,,,50.0,12.200000000000005,0.0,15.0,18.2,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,402.2,23.0,33.2,15.0,False,down,21.1,0.0,True,1.0,False,0.0,2.0,18.0,22.0,22.7,Bottom 25%,7.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,41.28,0.0,0.0,3.0,0.0,5.0,1.71,0.0,10.0,88.0,0,,WATCH,0.0,15.07,⚪ WEAK,🔴 Weak,,,,,,,,False,1,0.942,False,-9.33,16.35,-0.4,sideways,stage1
RACE,0.0,Ferrari N.V.,61.7,Consumer Cyclical,Auto Manufacturers,65.0,60.0,36.0,90.0,65.0,356.52,63328866304.0,15.0,7.0,False,up,-7.8,True,1.0,0.6,True,1.0,3.2,5.2,False,519.1,-31.3,1.0,False,"{'roe_pct': 42.9, 'debt_to_equity': 0.74, 'current_ratio': 2.3, 'operating_margin_pct': 28.6}","{'eps_growth_yoy': np.float64(-7.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 22.3}",450.09,541.94,408.72,14.0,strong_buy,26.2,69.98,-80.4,105.9,-70.3,1.33,4.76,1.2,33.3,0.63,True,-1.24,51.1,-0.2,18.0,2026-05-05,False,True,9.0,STRONG,3.25,38.6,,,,,,,50.0,10.5,0.0,15.0,18.5,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",HIGH_FLOAT,155.7,20.0,33.5,15.0,False,up,7.0,2.0,True,1.0,True,1.0,5.0,,22.0,,Sin datos suficientes,7.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,41.18,0.0,0.0,0.0,3.0,0.0,3.28,3.0,10.0,87.0,0,,WATCH,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,1,0.895,False,-31.32,14.08,-14.57,sideways,stage1
CP,0.0,Canadian Pacific Kansas City Li,69.6,Industrials,Railroads,95.0,70.0,46.7,55.0,60.0,80.14,71909916672.0,35.0,30.0,False,flat,18.4,True,1.0,3.4,True,2.0,1.0,3.4,False,89.42,-10.4,3.0,False,"{'roe_pct': 8.6, 'debt_to_equity': 0.5, 'current_ratio': 0.49, 'operating_margin_pct': 44.0}","{'eps_growth_yoy': np.float64(18.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.5}",91.04,101.72,74.16,12.0,buy,13.6,32.8,-59.1,32.8,-59.1,2.78,2.23,0.82,19.4,0.76,True,-5.48,7.3,-7.4,12.0,2026-04-29,False,True,7.0,NEUTRAL,6.6,11.8,,,,,,,50.0,18.9,0.0,15.0,20.9,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",MEGA_FLOAT,848.9,28.0,35.9,35.0,False,flat,30.0,0.0,True,1.0,True,2.0,5.0,5.0,22.0,81.8,Top 25%,33.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,40.04,0.0,0.0,0.0,3.0,0.0,1.7,0.0,5.0,54.0,0,,WATCH,3.0,15.96,⚪ WEAK,🔴 Weak,,,,,,,,False,1,0.896,False,-10.19,17.37,-1.44,sideways,stage1
MKC,0.0,"McCormick & Company, Incorporat",64.2,Consumer Defensive,Packaged Foods,100.0,60.0,15.0,65.0,65.0,53.27,14321276928.0,15.0,3.0,False,down,484.2,True,1.0,12.9,False,0.0,,0.0,False,78.16,-31.8,0.0,False,"{'roe_pct': 25.3, 'debt_to_equity': 0.65, 'current_ratio': 0.76, 'operating_margin_pct': 14.3}","{'eps_growth_yoy': np.float64(484.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 23.1}",62.69,77.0,52.0,13.0,buy,17.7,62.24,16.8,183.0,243.5,2.6,1.47,3.6,30.0,2.03,True,-0.2,5.7,369.8,76.0,2026-07-02,False,False,6.0,NEUTRAL,5.65,66.6,0.03,,,,,,50.0,0.0,0.0,15.0,19.3,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",MEGA_FLOAT,265.3,28.0,34.3,15.0,False,down,3.0,0.0,True,1.0,False,0.0,2.0,,22.0,,Sin datos suficientes,3.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,39.98,0.0,0.0,5.0,3.0,5.0,2.21,1.0,2.0,35.0,0,,WATCH,-3.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,0,0.821,False,-30.47,12.1,-23.94,downtrend,stage1
HEI,0.0,Heico Corporation,60.4,Industrials,Aerospace & Defense,80.0,50.0,27.0,80.0,65.0,284.66,39715307520.0,15.0,0.0,False,down,21.3,False,0.0,7.4,False,0.0,1.1,0.8,False,361.69,-21.3,1.0,False,"{'roe_pct': 16.6, 'debt_to_equity': 0.5, 'current_ratio': 3.06, 'operating_margin_pct': 22.2}","{'eps_growth_yoy': np.float64(21.3), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 15.4}",354.05,417.0,282.0,19.0,buy,24.4,273.25,-4.0,63.0,-77.9,1.74,12.53,0.08,4.8,0.1,False,,8.3,12.5,40.0,2026-05-27,False,False,8.0,STRONG,2.41,52.3,3.59,,,,,,50.0,3.1000000000000014,0.0,15.0,18.1,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",HIGH_FLOAT,122.4,25.0,33.1,15.0,False,down,0.0,0.0,False,0.0,False,0.0,0.0,,22.0,,Sin datos suficientes,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,39.06,0.0,0.0,0.0,0.0,3.0,3.05,3.0,10.0,84.0,0,,WATCH,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,0,0.912,False,-21.3,21.49,-13.39,downtrend,stage4
MTD,0.0,"Mettler-Toledo International, I",73.5,Healthcare,Diagnostics & Research,100.0,80.0,36.0,65.0,65.0,1290.84,26236645376.0,15.0,16.8,False,down,74.7,True,1.0,27.8,True,1.0,3.4,3.3,False,1525.17,-15.4,4.0,False,"{'current_ratio': 1.14, 'operating_margin_pct': 30.7}","{'eps_growth_yoy': np.float64(74.7), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 21.6}",1488.31,1700.0,1200.0,13.0,buy,15.3,884.64,-31.5,715.87,-44.5,2.62,33.93,,,,True,-3.05,16.3,11.9,20.0,2026-05-07,False,True,6.0,NEUTRAL,3.93,110.6,1.48,,,,,,50.0,17.0,0.0,15.0,22.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 48% up volume)",LOW_FLOAT,20.2,25.0,37.0,15.0,False,down,16.8,0.0,True,1.0,True,1.0,5.0,14.0,22.0,40.9,Bajo 50%,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,38.7,0.0,0.0,0.0,3.0,3.0,1.91,0.0,2.0,49.0,0,,,0.0,7.35,⚪ WEAK,🔴 Weak,,,,,,,,False,1,0.951,False,-15.36,34.11,-7.1,downtrend,stage4
