ticker,company_name,source,signal_name,direction,timeframe,triggered_date,days_ago,description,strength,generated_at
0001.HK,CK Hutchison Holdings Limited,value_global,Hammer,BULLISH,DAILY,2026-03-24,0,"Vela Hammer: mecha inferior larga, cuerpo pequeño — rechazo bajista, posible suelo",2,2026-03-24 08:35
0001.HK,CK Hutchison Holdings Limited,value_global,Doji en Subida,BEARISH,DAILY,2026-03-19,5,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-03-24 08:35
0001.HK,CK Hutchison Holdings Limited,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +12.6% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
0001.HK,CK Hutchison Holdings Limited,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +39.0% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
0001.HK,CK Hutchison Holdings Limited,value_global,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-09,15,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
0001.HK,CK Hutchison Holdings Limited,value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
0001.HK,CK Hutchison Holdings Limited,value_global,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
000270.KS,Kia Corporation,value_global,Morning Star,BULLISH,DAILY,2026-03-18,6,Patrón Morning Star (3 velas) — reversión alcista de alta fiabilidad,3,2026-03-24 08:35
000270.KS,Kia Corporation,value_global,Evening Star,BEARISH,DAILY,2026-03-20,4,Patrón Evening Star (3 velas) — reversión bajista de alta fiabilidad,3,2026-03-24 08:35
000270.KS,Kia Corporation,value_global,Extendido sobre MA200,BEARISH,DAILY,2026-03-24,0,"Precio +36.4% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
000270.KS,Kia Corporation,value_global,Rebote MA50,BULLISH,DAILY,2026-03-24,0,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-03-24 08:35
000270.KS,Kia Corporation,value_global,Precio sobre MA50,BULLISH,DAILY,2026-03-24,0,Precio +2.0% sobre MA50 — soporte dinámico activo,1,2026-03-24 08:35
000270.KS,Kia Corporation,value_global,Doji en Subida,BEARISH,DAILY,2026-03-23,1,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-03-24 08:35
000270.KS,Kia Corporation,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +39.3% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
000270.KS,Kia Corporation,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +81.3% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
000270.KS,Kia Corporation,value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
0005.HK,HSBC Holdings plc,value_global,Hammer,BULLISH,DAILY,2026-03-20,4,"Vela Hammer: mecha inferior larga, cuerpo pequeño — rechazo bajista, posible suelo",2,2026-03-24 08:35
0005.HK,HSBC Holdings plc,value_global,Hammer,BULLISH,DAILY,2026-03-24,0,"Vela Hammer: mecha inferior larga, cuerpo pequeño — rechazo bajista, posible suelo",2,2026-03-24 08:35
0005.HK,HSBC Holdings plc,value_global,Tendencia Bajista LH/LL,BEARISH,DAILY,2026-03-24,0,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
0005.HK,HSBC Holdings plc,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +14.9% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
0005.HK,HSBC Holdings plc,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +84.2% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
0005.HK,HSBC Holdings plc,value_global,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-09,15,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
0005.HK,HSBC Holdings plc,value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
0005.HK,HSBC Holdings plc,value_global,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
000660.KS,SK hynix Inc.,value_global,Bearish Engulfing,BEARISH,DAILY,2026-03-20,4,Vela bajista que envuelve la alcista anterior — fuerte reversión vendedora,3,2026-03-24 08:35
000660.KS,SK hynix Inc.,value_global,Precio sobre MA50,BULLISH,DAILY,2026-03-24,0,Precio +12.2% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
000660.KS,SK hynix Inc.,value_global,Extendido sobre MA200,BEARISH,DAILY,2026-03-24,0,"Precio +92.5% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
000660.KS,SK hynix Inc.,value_global,Hammer,BULLISH,DAILY,2026-03-24,0,"Vela Hammer: mecha inferior larga, cuerpo pequeño — rechazo bajista, posible suelo",2,2026-03-24 08:35
000660.KS,SK hynix Inc.,value_global,MACD Cruce Alcista,BULLISH,DAILY,2026-03-18,6,Línea MACD cruzó por encima de la señal — momentum alcista activado,1,2026-03-24 08:35
000660.KS,SK hynix Inc.,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +103.6% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
000660.KS,SK hynix Inc.,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +342.0% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
000660.KS,SK hynix Inc.,value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
005380.KS,Hyundai Motor Company,value_global,Bearish Engulfing,BEARISH,DAILY,2026-03-20,4,Vela bajista que envuelve la alcista anterior — fuerte reversión vendedora,3,2026-03-24 08:35
005380.KS,Hyundai Motor Company,value_global,Evening Star,BEARISH,DAILY,2026-03-20,4,Patrón Evening Star (3 velas) — reversión bajista de alta fiabilidad,3,2026-03-24 08:35
005380.KS,Hyundai Motor Company,value_global,Extendido sobre MA200,BEARISH,DAILY,2026-03-24,0,"Precio +64.5% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
005380.KS,Hyundai Motor Company,value_global,Shooting Star,BEARISH,DAILY,2026-03-19,5,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-03-24 08:35
005380.KS,Hyundai Motor Company,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +69.4% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
005380.KS,Hyundai Motor Company,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +135.0% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
005380.KS,Hyundai Motor Company,value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
005930.KS,"Samsung Electronics Co., Ltd.",value_global,Bearish Engulfing,BEARISH,DAILY,2026-03-20,4,Vela bajista que envuelve la alcista anterior — fuerte reversión vendedora,3,2026-03-24 08:35
005930.KS,"Samsung Electronics Co., Ltd.",value_global,Precio sobre MA50,BULLISH,DAILY,2026-03-24,0,Precio +9.7% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
005930.KS,"Samsung Electronics Co., Ltd.",value_global,Extendido sobre MA200,BEARISH,DAILY,2026-03-24,0,"Precio +80.5% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
005930.KS,"Samsung Electronics Co., Ltd.",value_global,Shooting Star,BEARISH,DAILY,2026-03-19,5,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-03-24 08:35
005930.KS,"Samsung Electronics Co., Ltd.",value_global,MACD Histograma Cayendo,BEARISH,DAILY,2026-03-24,0,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
005930.KS,"Samsung Electronics Co., Ltd.",value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +86.9% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
005930.KS,"Samsung Electronics Co., Ltd.",value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +161.5% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
005930.KS,"Samsung Electronics Co., Ltd.",value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,Divergencia RSI Alcista,BULLISH,DAILY,2026-03-24,0,Precio hace mínimos más bajos pero RSI hace mínimos más altos — presión bajista agotándose,3,2026-03-24 08:35
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,Evening Star,BEARISH,DAILY,2026-03-20,4,Patrón Evening Star (3 velas) — reversión bajista de alta fiabilidad,3,2026-03-24 08:35
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,Precio bajo MA50,BEARISH,DAILY,2026-03-24,0,Precio -9.3% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,Hammer,BULLISH,DAILY,2026-03-24,0,"Vela Hammer: mecha inferior larga, cuerpo pequeño — rechazo bajista, posible suelo",2,2026-03-24 08:35
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,Tendencia Bajista LH/LL,BEARISH,DAILY,2026-03-24,0,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +20.0% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +60.7% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-16,8,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
012330.KS,"Hyundai Mobis Co.,Ltd",value_global,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
028260.KS,Samsung C&T Corporation,value_global,Evening Star,BEARISH,DAILY,2026-03-23,1,Patrón Evening Star (3 velas) — reversión bajista de alta fiabilidad,3,2026-03-24 08:35
028260.KS,Samsung C&T Corporation,value_global,Extendido sobre MA200,BEARISH,DAILY,2026-03-24,0,"Precio +28.5% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
028260.KS,Samsung C&T Corporation,value_global,Shooting Star,BEARISH,DAILY,2026-03-19,5,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-03-24 08:35
028260.KS,Samsung C&T Corporation,value_global,Doji en Subida,BEARISH,DAILY,2026-03-20,4,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-03-24 08:35
028260.KS,Samsung C&T Corporation,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +34.5% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
028260.KS,Samsung C&T Corporation,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +100.3% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
028260.KS,Samsung C&T Corporation,value_global,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-09,15,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
028260.KS,Samsung C&T Corporation,value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
028260.KS,Samsung C&T Corporation,value_global,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
030200.KS,KT Corporation,value_global,Morning Star,BULLISH,DAILY,2026-03-20,4,Patrón Morning Star (3 velas) — reversión alcista de alta fiabilidad,3,2026-03-24 08:35
030200.KS,KT Corporation,value_global,Rebote MA50,BULLISH,DAILY,2026-03-24,0,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-03-24 08:35
030200.KS,KT Corporation,value_global,Shooting Star,BEARISH,DAILY,2026-03-18,6,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-03-24 08:35
030200.KS,KT Corporation,value_global,Hammer,BULLISH,DAILY,2026-03-24,0,"Vela Hammer: mecha inferior larga, cuerpo pequeño — rechazo bajista, posible suelo",2,2026-03-24 08:35
030200.KS,KT Corporation,value_global,Precio sobre MA50,BULLISH,DAILY,2026-03-24,0,Precio +1.8% sobre MA50 — soporte dinámico activo,1,2026-03-24 08:35
030200.KS,KT Corporation,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +12.1% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
030200.KS,KT Corporation,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +56.8% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
030200.KS,KT Corporation,value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
035420.KS,NAVER Corporation,value_global,Precio bajo MA50,BEARISH,DAILY,2026-03-24,0,Precio -12.5% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
035420.KS,NAVER Corporation,value_global,MACD Cruce Alcista,BULLISH,DAILY,2026-03-20,4,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-03-24 08:35
035420.KS,NAVER Corporation,value_global,RSI Zona Baja,BULLISH,DAILY,2026-03-24,0,RSI 38.2 — presión vendedora cediendo,1,2026-03-24 08:35
035420.KS,NAVER Corporation,value_global,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -8.3% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
035420.KS,NAVER Corporation,value_global,Toque Banda Inferior BB,BULLISH,WEEKLY,2026-03-23,1,Precio tocando banda inferior de Bollinger — zona de sobreventa estadística,2,2026-03-24 08:35
035420.KS,NAVER Corporation,value_global,RSI Zona Baja,BULLISH,WEEKLY,2026-03-23,1,RSI 39.7 — presión vendedora cediendo,1,2026-03-24 08:35
0388.HK,Hong Kong Exchanges and Clearing Limited,value_global,Toque Banda Inferior BB,BULLISH,DAILY,2026-03-24,0,Precio tocando banda inferior de Bollinger — zona de sobreventa estadística,2,2026-03-24 08:35
0388.HK,Hong Kong Exchanges and Clearing Limited,value_global,MACD Cruce Bajista,BEARISH,DAILY,2026-03-19,5,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-03-24 08:35
0388.HK,Hong Kong Exchanges and Clearing Limited,value_global,Doji en Caída,BULLISH,DAILY,2026-03-19,5,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
0388.HK,Hong Kong Exchanges and Clearing Limited,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +27.5% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
0388.HK,Hong Kong Exchanges and Clearing Limited,value_global,Rebote MA50,BULLISH,WEEKLY,2026-02-23,29,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-03-24 08:35
0388.HK,Hong Kong Exchanges and Clearing Limited,value_global,Squeeze Bollinger,BULLISH,WEEKLY,2026-03-23,1,Bandas de Bollinger comprimidas (percentil 14%) — compresión previa a movimiento explosivo,2,2026-03-24 08:35
055550.KS,"Shinhan Financial Group Co., Ltd.",value_global,Extendido sobre MA200,BEARISH,DAILY,2026-03-24,0,"Precio +21.3% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
055550.KS,"Shinhan Financial Group Co., Ltd.",value_global,Precio sobre MA50,BULLISH,DAILY,2026-03-24,0,Precio +0.4% sobre MA50 — soporte dinámico activo,1,2026-03-24 08:35
055550.KS,"Shinhan Financial Group Co., Ltd.",value_global,MACD Cruce Alcista,BULLISH,DAILY,2026-03-20,4,Línea MACD cruzó por encima de la señal — momentum alcista activado,1,2026-03-24 08:35
055550.KS,"Shinhan Financial Group Co., Ltd.",value_global,MACD Histograma Cayendo,BEARISH,DAILY,2026-03-24,0,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
055550.KS,"Shinhan Financial Group Co., Ltd.",value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +25.5% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
055550.KS,"Shinhan Financial Group Co., Ltd.",value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +92.4% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
055550.KS,"Shinhan Financial Group Co., Ltd.",value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
0700.HK,Tencent Holdings Limited,value_global,Divergencia RSI Alcista,BULLISH,DAILY,2026-03-24,0,Precio hace mínimos más bajos pero RSI hace mínimos más altos — presión bajista agotándose,3,2026-03-24 08:35
0700.HK,Tencent Holdings Limited,value_global,Precio bajo MA50,BEARISH,DAILY,2026-03-24,0,Precio -8.2% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
0700.HK,Tencent Holdings Limited,value_global,Shooting Star,BEARISH,DAILY,2026-03-20,4,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-03-24 08:35
0700.HK,Tencent Holdings Limited,value_global,MACD Cruce Bajista,BEARISH,DAILY,2026-03-23,1,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-03-24 08:35
0700.HK,Tencent Holdings Limited,value_global,MACD Histograma Cayendo,BEARISH,DAILY,2026-03-24,0,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
0700.HK,Tencent Holdings Limited,value_global,Doji en Caída,BULLISH,DAILY,2026-03-23,1,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
0700.HK,Tencent Holdings Limited,value_global,Divergencia RSI Alcista,BULLISH,WEEKLY,2026-03-23,1,Precio hace mínimos más bajos pero RSI hace mínimos más altos — presión bajista agotándose,3,2026-03-24 08:35
0700.HK,Tencent Holdings Limited,value_global,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -9.3% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
0700.HK,Tencent Holdings Limited,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +29.0% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
0700.HK,Tencent Holdings Limited,value_global,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
0700.HK,Tencent Holdings Limited,value_global,RSI Zona Baja,BULLISH,WEEKLY,2026-03-23,1,RSI 38.0 — presión vendedora cediendo,1,2026-03-24 08:35
0857.HK,PetroChina Company Limited,value_global,Precio sobre MA50,BULLISH,DAILY,2026-03-24,0,Precio +13.2% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
0857.HK,PetroChina Company Limited,value_global,Extendido sobre MA200,BEARISH,DAILY,2026-03-24,0,"Precio +33.3% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
0857.HK,PetroChina Company Limited,value_global,MACD Cruce Bajista,BEARISH,DAILY,2026-03-18,6,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
0857.HK,PetroChina Company Limited,value_global,Cerca de Máximo 52s,BULLISH,DAILY,2026-03-24,0,Precio a 1.7% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-03-24 08:35
0857.HK,PetroChina Company Limited,value_global,MACD Histograma Cayendo,BEARISH,DAILY,2026-03-24,0,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
0857.HK,PetroChina Company Limited,value_global,Doji en Subida,BEARISH,DAILY,2026-03-24,0,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-03-24 08:35
0857.HK,PetroChina Company Limited,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +38.3% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
0857.HK,PetroChina Company Limited,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +98.8% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
0857.HK,PetroChina Company Limited,value_global,RSI Sobrecomprado,BEARISH,WEEKLY,2026-03-23,1,"RSI 75.4 — zona de sobrecompra, riesgo de reversión",2,2026-03-24 08:35
0857.HK,PetroChina Company Limited,value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
0857.HK,PetroChina Company Limited,value_global,Cerca de Máximo 52s,BULLISH,WEEKLY,2026-03-23,1,Precio a 1.7% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-03-24 08:35
086790.KS,Hana Financial Group Inc.,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +20.7% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
086790.KS,Hana Financial Group Inc.,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +95.0% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
086790.KS,Hana Financial Group Inc.,value_global,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-23,1,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
086790.KS,Hana Financial Group Inc.,value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
086790.KS,Hana Financial Group Inc.,value_global,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
0883.HK,CNOOC Limited,value_global,Precio sobre MA50,BULLISH,DAILY,2026-03-24,0,Precio +16.6% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
0883.HK,CNOOC Limited,value_global,Extendido sobre MA200,BEARISH,DAILY,2026-03-24,0,"Precio +41.8% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
0883.HK,CNOOC Limited,value_global,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-03-24,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
0883.HK,CNOOC Limited,value_global,Cerca de Máximo 52s,BULLISH,DAILY,2026-03-24,0,Precio a 3.5% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-03-24 08:35
0883.HK,CNOOC Limited,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +45.3% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
0883.HK,CNOOC Limited,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +103.5% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
0883.HK,CNOOC Limited,value_global,RSI Sobrecomprado,BEARISH,WEEKLY,2026-03-23,1,"RSI 75.1 — zona de sobrecompra, riesgo de reversión",2,2026-03-24 08:35
0883.HK,CNOOC Limited,value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
0883.HK,CNOOC Limited,value_global,Cerca de Máximo 52s,BULLISH,WEEKLY,2026-03-23,1,Precio a 3.1% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-03-24 08:35
0939.HK,China Construction Bank Corporation,value_global,MACD Cruce Bajista,BEARISH,DAILY,2026-03-23,1,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
0939.HK,China Construction Bank Corporation,value_global,Cerca de Máximo 52s,BULLISH,DAILY,2026-03-24,0,Precio a 3.6% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-03-24 08:35
0939.HK,China Construction Bank Corporation,value_global,Precio sobre MA50,BULLISH,DAILY,2026-03-24,0,Precio +0.7% sobre MA50 — soporte dinámico activo,1,2026-03-24 08:35
0939.HK,China Construction Bank Corporation,value_global,MACD Histograma Cayendo,BEARISH,DAILY,2026-03-24,0,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
0939.HK,China Construction Bank Corporation,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +5.5% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
0939.HK,China Construction Bank Corporation,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +54.5% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
0939.HK,China Construction Bank Corporation,value_global,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-02,22,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
0939.HK,China Construction Bank Corporation,value_global,Squeeze Bollinger,BULLISH,WEEKLY,2026-03-23,1,Bandas de Bollinger comprimidas (percentil 22%) — compresión previa a movimiento explosivo,2,2026-03-24 08:35
0939.HK,China Construction Bank Corporation,value_global,Cerca de Máximo 52s,BULLISH,WEEKLY,2026-03-23,1,Precio a 3.5% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-03-24 08:35
0939.HK,China Construction Bank Corporation,value_global,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
0941.HK,China Mobile Limited,value_global,Toque Banda Inferior BB,BULLISH,DAILY,2026-03-24,0,Precio tocando banda inferior de Bollinger — zona de sobreventa estadística,2,2026-03-24 08:35
0941.HK,China Mobile Limited,value_global,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-24,0,Precio a 5.3% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
0941.HK,China Mobile Limited,value_global,MACD Cruce Bajista,BEARISH,DAILY,2026-03-24,0,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-03-24 08:35
