ticker,company_name,source,signal_name,direction,timeframe,triggered_date,days_ago,description,strength,generated_at
AGN.AS,AEGON,portfolio,Death Cross,BEARISH,DAILY,2026-03-23,1,MA50 cruzó por debajo de MA200 — señal bajista de largo plazo,3,2026-03-24 08:35
AGN.AS,AEGON,portfolio,Evening Star,BEARISH,DAILY,2026-03-19,5,Patrón Evening Star (3 velas) — reversión bajista de alta fiabilidad,3,2026-03-24 08:35
AGN.AS,AEGON,portfolio,MACD Cruce Alcista,BULLISH,DAILY,2026-03-18,6,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-03-24 08:35
AGN.AS,AEGON,portfolio,Tendencia Bajista LH/LL,BEARISH,DAILY,2026-03-24,0,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
AGN.AS,AEGON,portfolio,MACD Histograma Creciente,BULLISH,DAILY,2026-03-24,0,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-03-24 08:35
AGN.AS,AEGON,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +21.6% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
AGN.AS,AEGON,portfolio,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
AHT.L,ASHTEAD GROUP PLC ORD 10P,portfolio,Precio bajo MA200,BEARISH,DAILY,2026-03-02,22,Precio -98.9% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
AHT.L,ASHTEAD GROUP PLC ORD 10P,portfolio,RSI Sobrevendido,BULLISH,DAILY,2026-03-02,22,"RSI 9.2 — zona de sobreventa extrema, posible rebote",3,2026-03-24 08:35
AHT.L,ASHTEAD GROUP PLC ORD 10P,portfolio,Precio bajo MA50,BEARISH,DAILY,2026-03-02,22,Precio -98.9% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
AHT.L,ASHTEAD GROUP PLC ORD 10P,portfolio,Rebote MA50,BULLISH,DAILY,2026-02-25,27,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-03-24 08:35
AHT.L,ASHTEAD GROUP PLC ORD 10P,portfolio,Toque Banda Inferior BB,BULLISH,DAILY,2026-03-02,22,Precio tocando banda inferior de Bollinger — zona de sobreventa estadística,2,2026-03-24 08:35
AHT.L,ASHTEAD GROUP PLC ORD 10P,portfolio,Pullback Volumen Seco,BULLISH,DAILY,2026-03-02,22,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-03-24 08:35
AHT.L,ASHTEAD GROUP PLC ORD 10P,portfolio,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-02,22,Precio a 0.0% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
AHT.L,ASHTEAD GROUP PLC ORD 10P,portfolio,MACD Cruce Bajista,BEARISH,DAILY,2026-03-02,22,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-03-24 08:35
AHT.L,ASHTEAD GROUP PLC ORD 10P,portfolio,MACD Histograma Cayendo,BEARISH,DAILY,2026-03-02,22,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
AHT.L,ASHTEAD GROUP PLC ORD 10P,portfolio,Precio bajo MA200,BEARISH,WEEKLY,2026-03-02,22,Precio -98.9% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
AHT.L,ASHTEAD GROUP PLC ORD 10P,portfolio,RSI Sobrevendido,BULLISH,WEEKLY,2026-03-02,22,"RSI 18.1 — zona de sobreventa extrema, posible rebote",3,2026-03-24 08:35
AHT.L,ASHTEAD GROUP PLC ORD 10P,portfolio,Precio bajo MA50,BEARISH,WEEKLY,2026-03-02,22,Precio -98.9% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
AHT.L,ASHTEAD GROUP PLC ORD 10P,portfolio,Toque Banda Inferior BB,BULLISH,WEEKLY,2026-03-02,22,Precio tocando banda inferior de Bollinger — zona de sobreventa estadística,2,2026-03-24 08:35
AHT.L,ASHTEAD GROUP PLC ORD 10P,portfolio,Cerca de Mínimo 52s,BEARISH,WEEKLY,2026-03-02,22,Precio a 0.0% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
AHT.L,ASHTEAD GROUP PLC ORD 10P,portfolio,MACD Cruce Alcista,BULLISH,WEEKLY,2026-02-23,29,Línea MACD cruzó por encima de la señal — momentum alcista activado,1,2026-03-24 08:35
AHT.L,ASHTEAD GROUP PLC ORD 10P,portfolio,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-02,22,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
AI.PA,AIR LIQUIDE,portfolio,Bearish Engulfing,BEARISH,DAILY,2026-03-20,4,Vela bajista que envuelve la alcista anterior — fuerte reversión vendedora,3,2026-03-24 08:35
AI.PA,AIR LIQUIDE,portfolio,Rebote MA50,BULLISH,DAILY,2026-03-19,5,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-03-24 08:35
AI.PA,AIR LIQUIDE,portfolio,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-24,0,Precio a 7.2% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
AI.PA,AIR LIQUIDE,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-03-24,0,Precio +0.1% sobre MA50 — soporte dinámico activo,1,2026-03-24 08:35
AI.PA,AIR LIQUIDE,portfolio,Doji en Caída,BULLISH,DAILY,2026-03-19,5,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
AI.PA,AIR LIQUIDE,portfolio,Doji en Caída,BULLISH,DAILY,2026-03-23,1,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
AIG,"American International Group, I",value_us,Tendencia Bajista LH/LL,BEARISH,DAILY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
AIG,"American International Group, I",value_us,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-23,1,Precio a 5.1% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
AIG,"American International Group, I",value_us,Doji en Caída,BULLISH,DAILY,2026-03-23,1,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
AIG,"American International Group, I",value_us,MACD Cruce Alcista,BULLISH,WEEKLY,2026-02-23,29,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-03-24 08:35
AIG,"American International Group, I",value_us,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
AIR.PA,AIRBUS SE,value_eu,Death Cross,BEARISH,DAILY,2026-03-20,4,MA50 cruzó por debajo de MA200 — señal bajista de largo plazo,3,2026-03-24 08:35
AIR.PA,AIRBUS SE,value_eu,Bullish Engulfing,BULLISH,DAILY,2026-03-23,1,Vela alcista que envuelve la bajista anterior — fuerte reversión compradora,3,2026-03-24 08:35
AIR.PA,AIRBUS SE,value_eu,Precio bajo MA50,BEARISH,DAILY,2026-03-24,0,Precio -12.7% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
AIR.PA,AIRBUS SE,value_eu,Tendencia Bajista LH/LL,BEARISH,DAILY,2026-03-24,0,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
AIR.PA,AIRBUS SE,value_eu,RSI Zona Baja,BULLISH,DAILY,2026-03-24,0,RSI 33.0 — presión vendedora cediendo,1,2026-03-24 08:35
AIR.PA,AIRBUS SE,value_eu,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -11.0% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
AIR.PA,AIRBUS SE,value_eu,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
AIR.PA,AIRBUS SE,value_eu,RSI Zona Baja,BULLISH,WEEKLY,2026-03-23,1,RSI 33.5 — presión vendedora cediendo,1,2026-03-24 08:35
AKZA.AS,AKZO NOBEL,value_eu,Death Cross,BEARISH,DAILY,2026-03-16,8,MA50 cruzó por debajo de MA200 — señal bajista de largo plazo,3,2026-03-24 08:35
AKZA.AS,AKZO NOBEL,value_eu,Precio bajo MA200,BEARISH,DAILY,2026-03-24,0,Precio -16.3% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
AKZA.AS,AKZO NOBEL,value_eu,Precio bajo MA50,BEARISH,DAILY,2026-03-24,0,Precio -15.0% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
AKZA.AS,AKZO NOBEL,value_eu,RSI Sobrevendido,BULLISH,DAILY,2026-03-24,0,"RSI 27.5 — zona de sobreventa extrema, posible rebote",2,2026-03-24 08:35
AKZA.AS,AKZO NOBEL,value_eu,Tendencia Bajista LH/LL,BEARISH,DAILY,2026-03-24,0,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
AKZA.AS,AKZO NOBEL,value_eu,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-24,0,Precio a 2.3% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
AKZA.AS,AKZO NOBEL,value_eu,Doji en Caída,BULLISH,DAILY,2026-03-20,4,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
AKZA.AS,AKZO NOBEL,value_eu,Precio bajo MA200,BEARISH,WEEKLY,2026-03-23,1,Precio -19.5% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
AKZA.AS,AKZO NOBEL,value_eu,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -15.9% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
AKZA.AS,AKZO NOBEL,value_eu,RSI Sobrevendido,BULLISH,WEEKLY,2026-03-23,1,"RSI 30.0 — zona de sobreventa extrema, posible rebote",2,2026-03-24 08:35
AKZA.AS,AKZO NOBEL,value_eu,Toque Banda Inferior BB,BULLISH,WEEKLY,2026-03-23,1,Precio tocando banda inferior de Bollinger — zona de sobreventa estadística,2,2026-03-24 08:35
AKZA.AS,AKZO NOBEL,value_eu,Cerca de Mínimo 52s,BEARISH,WEEKLY,2026-03-23,1,Precio a 1.4% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
AKZA.AS,AKZO NOBEL,value_eu,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-02,22,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-03-24 08:35
ALG,"Alamo Group, Inc.",value_us,Precio bajo MA50,BEARISH,DAILY,2026-03-23,1,Precio -12.8% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
ALG,"Alamo Group, Inc.",value_us,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-23,1,Precio a 6.2% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
ALG,"Alamo Group, Inc.",value_us,RSI Zona Baja,BULLISH,DAILY,2026-03-23,1,RSI 37.6 — presión vendedora cediendo,1,2026-03-24 08:35
ALG,"Alamo Group, Inc.",value_us,Divergencia RSI Alcista,BULLISH,WEEKLY,2026-03-23,1,Precio hace mínimos más bajos pero RSI hace mínimos más altos — presión bajista agotándose,3,2026-03-24 08:35
ALG,"Alamo Group, Inc.",value_us,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -13.1% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
ALG,"Alamo Group, Inc.",value_us,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-16,8,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-03-24 08:35
ALG,"Alamo Group, Inc.",value_us,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
ALLY,Ally Financial Inc.,value_us,MACD Cruce Alcista,BULLISH,DAILY,2026-03-20,4,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-03-24 08:35
ALLY,Ally Financial Inc.,value_us,MACD Histograma Creciente,BULLISH,DAILY,2026-03-23,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-03-24 08:35
ALLY,Ally Financial Inc.,value_us,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +20.3% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
ALLY,Ally Financial Inc.,value_us,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
ALLY,Ally Financial Inc.,value_us,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +0.4% sobre MA50 — soporte dinámico activo,1,2026-03-24 08:35
ALV.DE,Allianz SE                    v,value_eu,MACD Cruce Bajista,BEARISH,DAILY,2026-03-20,4,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-03-24 08:35
ALV.DE,Allianz SE                    v,value_eu,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +37.7% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
AMH,American Homes 4 Rent,value_us,Precio bajo MA50,BEARISH,DAILY,2026-03-23,1,Precio -8.5% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
AMH,American Homes 4 Rent,value_us,RSI Sobrevendido,BULLISH,DAILY,2026-03-23,1,"RSI 28.6 — zona de sobreventa extrema, posible rebote",2,2026-03-24 08:35
AMH,American Homes 4 Rent,value_us,Toque Banda Inferior BB,BULLISH,DAILY,2026-03-23,1,Precio tocando banda inferior de Bollinger — zona de sobreventa estadística,2,2026-03-24 08:35
AMH,American Homes 4 Rent,value_us,Tendencia Bajista LH/LL,BEARISH,DAILY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
AMH,American Homes 4 Rent,value_us,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-23,1,Precio a 0.6% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
AMH,American Homes 4 Rent,value_us,Doji en Caída,BULLISH,DAILY,2026-03-17,7,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
AMH,American Homes 4 Rent,value_us,Doji en Caída,BULLISH,DAILY,2026-03-19,5,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
AMH,American Homes 4 Rent,value_us,Precio bajo MA200,BEARISH,WEEKLY,2026-03-23,1,Precio -15.6% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
AMH,American Homes 4 Rent,value_us,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -15.8% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
AMH,American Homes 4 Rent,value_us,Toque Banda Inferior BB,BULLISH,WEEKLY,2026-03-23,1,Precio tocando banda inferior de Bollinger — zona de sobreventa estadística,2,2026-03-24 08:35
AMH,American Homes 4 Rent,value_us,Cerca de Mínimo 52s,BEARISH,WEEKLY,2026-03-23,1,Precio a 3.9% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
AMH,American Homes 4 Rent,value_us,RSI Zona Baja,BULLISH,WEEKLY,2026-03-23,1,RSI 31.7 — presión vendedora cediendo,1,2026-03-24 08:35
AMRZ,Amrize Ltd,portfolio,Bearish Engulfing,BEARISH,DAILY,2026-03-20,4,Vela bajista que envuelve la alcista anterior — fuerte reversión vendedora,3,2026-03-24 08:35
AMRZ,Amrize Ltd,portfolio,Tendencia Bajista LH/LL,BEARISH,DAILY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
AMS.MC,"AMADEUS IT GROUP, S.A.",portfolio,Precio bajo MA200,BEARISH,DAILY,2026-03-24,0,Precio -20.8% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
AMS.MC,"AMADEUS IT GROUP, S.A.",portfolio,Bullish Engulfing,BULLISH,DAILY,2026-03-23,1,Vela alcista que envuelve la bajista anterior — fuerte reversión compradora,3,2026-03-24 08:35
AMS.MC,"AMADEUS IT GROUP, S.A.",portfolio,Morning Star,BULLISH,DAILY,2026-03-23,1,Patrón Morning Star (3 velas) — reversión alcista de alta fiabilidad,3,2026-03-24 08:35
AMS.MC,"AMADEUS IT GROUP, S.A.",portfolio,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-24,0,Precio a 7.6% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
AMS.MC,"AMADEUS IT GROUP, S.A.",portfolio,MACD Cruce Bajista,BEARISH,DAILY,2026-03-19,5,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-03-24 08:35
AMS.MC,"AMADEUS IT GROUP, S.A.",portfolio,Doji en Caída,BULLISH,DAILY,2026-03-24,0,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
AMS.MC,"AMADEUS IT GROUP, S.A.",portfolio,Precio bajo MA200,BEARISH,WEEKLY,2026-03-23,1,Precio -16.2% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
AMS.MC,"AMADEUS IT GROUP, S.A.",portfolio,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -21.9% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
AMS.MC,"AMADEUS IT GROUP, S.A.",portfolio,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
AMS.MC,"AMADEUS IT GROUP, S.A.",portfolio,RSI Zona Baja,BULLISH,WEEKLY,2026-03-23,1,RSI 34.2 — presión vendedora cediendo,1,2026-03-24 08:35
AMT,American Tower Corporation (REI,portfolio,Bearish Engulfing,BEARISH,DAILY,2026-03-20,4,Vela bajista que envuelve la alcista anterior — fuerte reversión vendedora,3,2026-03-24 08:35
AMT,American Tower Corporation (REI,portfolio,Toque Banda Inferior BB,BULLISH,DAILY,2026-03-23,1,Precio tocando banda inferior de Bollinger — zona de sobreventa estadística,2,2026-03-24 08:35
AMT,American Tower Corporation (REI,portfolio,Tendencia Bajista LH/LL,BEARISH,DAILY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
AMT,American Tower Corporation (REI,portfolio,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-23,1,Precio a 4.7% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
AMT,American Tower Corporation (REI,portfolio,RSI Zona Baja,BULLISH,DAILY,2026-03-23,1,RSI 40.0 — presión vendedora cediendo,1,2026-03-24 08:35
AMT,American Tower Corporation (REI,portfolio,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -8.9% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
AMT,American Tower Corporation (REI,portfolio,Squeeze Bollinger,BULLISH,WEEKLY,2026-03-23,1,Bandas de Bollinger comprimidas (percentil 34%) — compresión previa a movimiento explosivo,2,2026-03-24 08:35
ANET,"Arista Networks, Inc.",portfolio,Rebote MA50,BULLISH,DAILY,2026-03-19,5,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-03-24 08:35
ANET,"Arista Networks, Inc.",portfolio,Squeeze Bollinger,BULLISH,DAILY,2026-03-23,1,Bandas de Bollinger comprimidas (percentil 27%) — compresión previa a movimiento explosivo,2,2026-03-24 08:35
ANET,"Arista Networks, Inc.",portfolio,Precio sobre MA50,BULLISH,DAILY,2026-03-23,1,Precio +0.6% sobre MA50 — soporte dinámico activo,1,2026-03-24 08:35
ANET,"Arista Networks, Inc.",portfolio,MACD Cruce Bajista,BEARISH,DAILY,2026-03-20,4,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-03-24 08:35
ANET,"Arista Networks, Inc.",portfolio,MACD Histograma Creciente,BULLISH,DAILY,2026-03-23,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-03-24 08:35
ANET,"Arista Networks, Inc.",portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +9.9% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
ANET,"Arista Networks, Inc.",portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +79.9% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
ANET,"Arista Networks, Inc.",portfolio,Squeeze Bollinger,BULLISH,WEEKLY,2026-03-23,1,Bandas de Bollinger comprimidas (percentil 21%) — compresión previa a movimiento explosivo,2,2026-03-24 08:35
ANET,"Arista Networks, Inc.",portfolio,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
AON,Aon plc,portfolio,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-23,1,Precio a 5.2% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
APG,APi Group Corporation,portfolio,Tendencia Bajista LH/LL,BEARISH,DAILY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
APG,APi Group Corporation,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +14.3% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
APG,APi Group Corporation,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +78.2% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
APG,APi Group Corporation,portfolio,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-09,15,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
APG,APi Group Corporation,portfolio,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
APO,"Apollo Global Management, Inc. ",portfolio,Precio bajo MA200,BEARISH,DAILY,2026-03-23,1,Precio -16.9% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
APO,"Apollo Global Management, Inc. ",portfolio,Evening Star,BEARISH,DAILY,2026-03-23,1,Patrón Evening Star (3 velas) — reversión bajista de alta fiabilidad,3,2026-03-24 08:35
APO,"Apollo Global Management, Inc. ",portfolio,Precio bajo MA50,BEARISH,DAILY,2026-03-23,1,Precio -10.1% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
APO,"Apollo Global Management, Inc. ",portfolio,MACD Cruce Alcista,BULLISH,DAILY,2026-03-17,7,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-03-24 08:35
APO,"Apollo Global Management, Inc. ",portfolio,Doji en Subida,BEARISH,DAILY,2026-03-20,4,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-03-24 08:35
APO,"Apollo Global Management, Inc. ",portfolio,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -16.4% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
APO,"Apollo Global Management, Inc. ",portfolio,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
APO,"Apollo Global Management, Inc. ",portfolio,RSI Zona Baja,BULLISH,WEEKLY,2026-03-23,1,RSI 37.3 — presión vendedora cediendo,1,2026-03-24 08:35
APP,Applovin Corporation,portfolio,Death Cross,BEARISH,DAILY,2026-03-11,13,MA50 cruzó por debajo de MA200 — señal bajista de largo plazo,3,2026-03-24 08:35
APP,Applovin Corporation,portfolio,MACD Histograma Creciente,BULLISH,DAILY,2026-03-23,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-03-24 08:35
APP,Applovin Corporation,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +143.2% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
APP,Applovin Corporation,portfolio,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
AROW,Arrow Financial Corporation,portfolio,Bullish Engulfing,BULLISH,DAILY,2026-03-19,5,Vela alcista que envuelve la bajista anterior — fuerte reversión compradora,3,2026-03-24 08:35
AROW,Arrow Financial Corporation,portfolio,Tendencia Bajista LH/LL,BEARISH,DAILY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
AROW,Arrow Financial Corporation,portfolio,Doji en Caída,BULLISH,DAILY,2026-03-20,4,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
AROW,Arrow Financial Corporation,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +15.9% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
AROW,Arrow Financial Corporation,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +31.2% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
AROW,Arrow Financial Corporation,portfolio,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-09,15,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
AROW,Arrow Financial Corporation,portfolio,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
ASML.AS,ASML HOLDING,portfolio,Extendido sobre MA200,BEARISH,DAILY,2026-03-24,0,"Precio +33.8% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
ASML.AS,ASML HOLDING,portfolio,Hammer,BULLISH,DAILY,2026-03-19,5,"Vela Hammer: mecha inferior larga, cuerpo pequeño — rechazo bajista, posible suelo",2,2026-03-24 08:35
ASML.AS,ASML HOLDING,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +40.3% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
ASML.AS,ASML HOLDING,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +70.0% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
ASML.AS,ASML HOLDING,portfolio,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-16,8,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
ASML.AS,ASML HOLDING,portfolio,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
ASML.AS,ASML HOLDING,portfolio,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
ATEX,Anterix Inc.,portfolio,Bullish Engulfing,BULLISH,DAILY,2026-03-19,5,Vela alcista que envuelve la bajista anterior — fuerte reversión compradora,3,2026-03-24 08:35
ATEX,Anterix Inc.,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-03-23,1,Precio +21.6% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
