ticker,vcp_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,ml_score,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,cerebro_signal,cerebro_score_adj,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,ai_verdict,ai_confidence,ai_reasoning,entry_price,stop_loss,exit_price,risk_pct,reward_pct,entry_timing,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage
PGR,0.0,Progressive Corporation (The),65.5,Financial Services,Insurance - Property & Casualty,90.0,60.0,36.0,75.0,50.0,203.47,119022387200.0,15.0,4.1,False,down,15.0,True,1.0,11.4,False,0.0,1.2,2.3,False,289.96,-29.8,0.0,False,"{'roe_pct': 37.9, 'debt_to_equity': 0.26, 'current_ratio': 0.29, 'operating_margin_pct': 16.4}","{'eps_growth_yoy': np.float64(15.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 12.9}",229.67,312.0,190.0,21.0,hold,12.9,,,196.6,-3.4,,,6.83,70.7,1.85,True,-0.14,53.8,3.9,89.0,2026-07-15,False,False,6.0,NEUTRAL,11.59,,1.29,,,,,,50.0,3.6000000000000014,0.0,15.0,19.6,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",MEGA_FLOAT,582.2,28.0,34.6,15.0,False,down,4.1,0.0,True,1.0,False,0.0,2.0,11.0,22.0,54.5,Medio,24.1,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,34.2,0.0,0.0,0.0,3.0,1.0,1.61,0.0,2.0,,0,,BEST,5.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,BUY,85,"Strong fundamentals with high ROE, decent margin, and low debt-to-equity ratio, combined with analyst validation and realistic upside potential.",199.4,188.08,274.44,5.68,37.63,BUY ON PULLBACK - Wait for 2-5% dip,False,0,0.925,False,-25.27,8.31,-10.5,downtrend,stage1
VLTO,0.0,Veralto Corp,63.7,Industrials,Pollution & Treatment Controls,80.0,50.0,36.0,90.0,65.0,90.54,22439737344.0,15.0,0.0,False,down,12.9,False,0.0,4.8,False,0.0,2.1,2.3,False,110.11,-17.8,1.0,False,"{'roe_pct': 36.5, 'debt_to_equity': 0.93, 'current_ratio': 1.67, 'operating_margin_pct': 22.7}","{'eps_growth_yoy': np.float64(12.9), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 17.1}",108.94,138.0,97.0,17.0,buy,20.3,71.57,-21.0,45.87,-49.3,3.63,3.32,0.57,12.2,,False,,13.2,12.2,11.0,2026-04-28,False,True,6.0,NEUTRAL,5.45,76.0,1.63,,,,,,50.0,0.0,0.0,15.0,19.1,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 36% up volume)",MEGA_FLOAT,247.3,38.0,34.1,15.0,False,down,0.0,0.0,False,0.0,False,0.0,0.0,,22.0,,Sin datos suficientes,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,36.18000000000001,0.0,3.0,0.0,0.0,3.0,2.54,1.0,2.0,31.0,0,,,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,BUY,85,"Strong fundamentals with high ROE and margin, reasonable debt, and upside potential validated by multiple analysts",88.73,83.16,117.07,6.27,31.94,BUY NOW - At target entry price,False,0,0.756,False,-17.46,6.69,-16.96,downtrend,stage1
SYK,0.0,Stryker Corporation,75.7,Healthcare,Medical Devices,100.0,80.0,36.0,80.0,65.0,338.38,129594212352.0,15.0,0.0,False,down,29.8,True,1.0,22.2,True,1.0,1.2,1.9,False,404.87,-16.4,1.0,False,"{'roe_pct': 15.1, 'debt_to_equity': 0.73, 'current_ratio': 1.89, 'operating_margin_pct': 27.2}","{'eps_growth_yoy': np.float64(29.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 12.9}",419.11,469.0,316.0,27.0,buy,23.9,461.76,36.5,251.7,-25.6,3.22,10.89,1.04,40.5,0.99,False,,6.3,55.9,13.0,2026-04-30,False,True,5.0,NEUTRAL,3.61,47.3,0.36,,,,,,50.0,0.0,0.0,15.0,22.7,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 42% up volume)",MEGA_FLOAT,346.6,38.0,37.7,15.0,False,down,0.0,0.0,True,1.0,True,1.0,5.0,22.0,22.0,4.5,Bottom 25%,0.0,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,41.28,0.0,3.0,0.0,0.0,5.0,2.99,1.0,0.0,72.0,0,,,0.0,0.0700000000000002,⚪ WEAK,🔴 Weak,,,,,,,,BUY,85,"Strong fundamentals with ROE > 10%, margin > 10%, and debt below 2x, combined with analyst validation and realistic upside potential.",331.61,312.93,433.99,5.63,30.87,BUY ON PULLBACK - Wait for 2-5% dip,False,0,0.789,False,-15.8,5.97,-14.09,downtrend,stage1
MKC,0.0,"McCormick & Company, Incorporat",64.2,Consumer Defensive,Packaged Foods,100.0,60.0,15.0,65.0,65.0,53.27,14321276928.0,15.0,3.0,False,down,484.2,True,1.0,12.9,False,0.0,,0.0,False,78.16,-31.8,0.0,False,"{'roe_pct': 25.3, 'debt_to_equity': 0.65, 'current_ratio': 0.76, 'operating_margin_pct': 14.3}","{'eps_growth_yoy': np.float64(484.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 23.1}",62.69,77.0,52.0,13.0,buy,17.7,62.24,16.8,183.0,243.5,2.6,1.47,3.6,30.0,2.03,True,-0.2,5.7,369.8,76.0,2026-07-02,False,False,6.0,NEUTRAL,5.65,66.6,0.03,,,,,,50.0,0.0,0.0,15.0,19.3,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",MEGA_FLOAT,265.3,28.0,34.3,15.0,False,down,3.0,0.0,True,1.0,False,0.0,2.0,,22.0,,Sin datos suficientes,3.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,39.98,0.0,0.0,5.0,3.0,5.0,2.21,1.0,2.0,35.0,0,,WATCH,-3.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,BUY,85,"Strong fundamentals with high ROE and margin, moderate debt, and double-digit growth, combined with analyst validation and realistic upside potential.",52.2,48.03,74.2,8.0,42.13,BUY ON PULLBACK - Wait for 2-5% dip,False,0,0.821,False,-30.47,12.1,-23.94,downtrend,stage1
WST,0.0,"West Pharmaceutical Services, I",70.0,Healthcare,Medical Instruments & Supplies,90.0,60.0,44.0,85.0,65.0,269.81,19448338432.0,35.0,39.9,False,up,47.1,False,0.0,15.3,False,0.0,4.7,3.3,False,322.34,-16.3,6.0,False,"{'roe_pct': 16.9, 'debt_to_equity': 0.1, 'current_ratio': 3.02, 'operating_margin_pct': 21.6}","{'eps_growth_yoy': np.float64(47.1), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 16.1}",317.46,375.0,275.0,13.0,buy,17.7,55.91,-79.3,68.0,-74.8,1.41,3.8,0.33,12.5,0.25,True,-0.7,1202.8,2.1,6.0,2026-04-23,True,False,7.0,NEUTRAL,,,14.45,,,,,,50.0,43.0,0.0,15.0,21.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 55% up volume)",HIGH_FLOAT,71.5,0.0,36.0,35.0,False,up,39.9,2.0,False,0.0,False,0.0,0.0,10.0,22.0,59.1,Medio,25.1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,False,3/3,34.3,0.0,0.0,0.0,3.0,1.0,2.21,1.0,5.0,,0,,WATCH,0.0,14.5,⚪ WEAK,🔴 Weak,BUY,90.0,Good pullback (-16.3% from high) - valid VCP setup | Elevated P/E (39.7) - watch valuation | Strong upside (+17.7%) - analyst support,-16.3,NEUTRAL,BUY,False,BUY,85,"Strong fundamentals with ROE and margin above 10%, low debt, and significant upside potential validated by 13 analysts",264.41,243.26,346.64,8.0,31.1,BUY NOW - At target entry price,False,2,0.837,False,-16.15,40.26,-3.3,sideways,stage2
TJX,0.0,"TJX Companies, Inc. (The)",81.3,Consumer Cyclical,Apparel Retail,100.0,90.0,57.6,75.0,60.0,157.48,174876344320.0,60.0,56.9,False,flat,71.1,True,1.0,35.3,True,1.0,1.1,2.8,False,165.82,-5.0,6.0,False,"{'roe_pct': 59.1, 'debt_to_equity': 1.32, 'current_ratio': 1.14, 'operating_margin_pct': 13.3}","{'eps_growth_yoy': np.float64(71.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 9.1}",171.78,193.0,100.0,18.0,strong_buy,9.1,138.23,-12.2,135.87,-13.7,2.23,3.52,1.22,33.9,1.31,True,-1.44,99.6,27.9,33.0,2026-05-20,False,False,7.0,NEUTRAL,4.06,36.2,1.0,,,,,,50.0,51.4,0.0,15.0,24.4,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,1104.0,3.0,39.4,60.0,False,flat,56.9,0.0,True,1.0,True,1.0,5.0,,22.0,,Sin datos suficientes,56.9,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,3/3,53.02,0.0,0.0,0.0,3.0,5.0,1.14,0.0,5.0,71.0,0,,WATCH,3.0,30.63,🔵 DECENT,🟡 Average,HOLD,55.0,Close to ATH (-5.0% from high) - wait for pullback,-5.0,NEUTRAL,STRONG_BUY,False,BUY,80,"Strong fundamentals with high ROE, decent margin, and manageable debt; upside potential is realistic and validated by multiple analysts",155.22,149.14,192.65,3.92,24.11,BUY NOW - At target entry price,False,2,1.123,False,-5.03,32.58,3.02,sideways,stage2
G24.DE,0.0,Scout24 SE                    N,54.0,Communication Services,Internet Content & Information,60.0,50.0,30.0,70.0,70.0,69.95,5051472384.0,,,,,,,0.0,,,0.0,,,False,122.8,-43.0,1.0,False,"{'roe_pct': 16.5, 'debt_to_equity': 0.13, 'current_ratio': 0.38, 'operating_margin_pct': 31.7}",{'profit_margin_pct': 35.9},105.38,134.0,80.0,16.0,buy,50.6,175.94,151.5,99.9,42.8,5.81,4.15,2.15,39.6,1.54,,,19.7,31.6,12.0,2026-04-29,False,True,6.0,NEUTRAL,5.56,635.9,0.48,,,,,,50.0,0.0,0.0,15.0,16.2,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.9x ratio, 44% up volume)",HIGH_FLOAT,69.5,35.0,31.2,,,,,0.0,,0.0,,0.0,0.0,7.0,22.0,72.7,Medio,30.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,56.2,0.0,6.0,3.0,0.0,5.0,6.32,3.0,2.0,6.0,0,,WATCH,-3.0,0.0,🔵 DECENT,🟡 Good,,,,,,,,BUY,80,"Strong fundamentals with high ROE and margin, low debt, and analyst validation with a realistic upside potential",68.4,62.93,107.08,8.0,56.54,BUY NOW - At target entry price,False,1,0.883,False,-43.24,11.16,-38.35,sideways,stage1
CLPBY,0.0,Coloplast AS,68.5,Healthcare,Medical Instruments & Supplies,100.0,70.0,15.0,80.0,60.0,6.76,15428396032.0,15.0,0.0,False,down,33.8,True,2.0,0.2,True,2.0,,,False,11.44,-40.9,0.0,False,"{'roe_pct': 27.3, 'debt_to_equity': 1.82, 'current_ratio': 1.3, 'operating_margin_pct': 26.3}","{'eps_growth_yoy': np.float64(33.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 14.3}",10.16,12.2,8.45,4.0,none,50.4,70.96,949.7,8.4,24.3,22.49,1.67,5.29,129.2,2.58,False,,6.4,17.0,,,False,False,7.0,NEUTRAL,28.2,105.6,0.46,,,,,,50.0,8.600000000000001,0.0,15.0,20.6,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",HIGH_FLOAT,143.4,25.0,35.6,15.0,False,down,0.0,0.0,True,2.0,True,2.0,8.0,10.0,22.0,59.1,Medio,25.1,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,59.400000000000006,0.0,8.0,-2.0,0.0,5.0,6.3,3.0,5.0,8.0,0,,BEST,8.0,0.0,🔵 DECENT,🟡 Good,,,,,,,,BUY,80,"Strong fundamentals with high ROE and margin, upside potential of 50.4% supported by 4 analysts",6.64,6.38,10.13,3.92,52.58,BUY NOW - At target entry price,False,0,1.005,False,-40.44,3.84,-29.96,downtrend,stage1
SPGI,0.0,S&P Global Inc.,56.6,Financial Services,Financial Data & Stock Exchanges,75.0,50.0,27.0,65.0,65.0,436.79,130512855040.0,15.0,16.9,False,down,4.0,False,0.0,3.7,False,0.0,1.2,1.6,False,579.05,-24.6,2.0,False,"{'roe_pct': 13.1, 'debt_to_equity': 0.38, 'current_ratio': 0.82, 'operating_margin_pct': 38.3}","{'eps_growth_yoy': np.float64(4.0), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 29.2}",534.05,585.0,480.0,21.0,strong_buy,22.3,698.89,60.0,440.4,0.8,3.74,16.48,0.89,26.2,0.81,True,-3.83,22.6,32.0,11.0,2026-04-28,False,True,7.0,NEUTRAL,4.42,942.7,0.62,,,,,,50.0,7.0,0.0,15.0,17.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,298.1,23.0,32.0,15.0,False,down,16.9,0.0,False,0.0,False,0.0,0.0,4.0,22.0,86.4,Top 25%,34.3,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,55.64,0.0,3.0,0.0,3.0,5.0,2.79,1.0,5.0,14.0,0,,WATCH,3.0,0.0,🔵 DECENT,🟡 Good,,,,,,,,BUY,80,"Strong fundamentals with ROE > 10%, margin > 10%, and debt < 2x, combined with realistic upside and validation from multiple analysts",428.05,395.3,585.21,7.65,36.71,BUY ON PULLBACK - Wait for 2-5% dip,False,1,0.878,False,-24.11,14.73,-15.24,sideways,stage1
HESAY,0.0,Hermes International SA,54.8,Consumer Cyclical,Luxury Goods,60.0,50.0,15.0,95.0,70.0,194.0,203318231040.0,15.0,0.1,False,down,,,0.0,,,0.0,,,False,294.72,-34.2,0.0,False,"{'roe_pct': 25.2, 'debt_to_equity': 0.12, 'current_ratio': 4.99, 'operating_margin_pct': 41.4}",{'profit_margin_pct': 28.3},291.0,308.0,265.0,3.0,strong_buy,50.0,56.72,-70.8,50.8,-73.8,1.99,3.85,1.08,31.3,0.59,,,,1.8,103.0,2026-07-29,False,False,8.0,STRONG,65.57,37.5,17.25,,,,,,50.0,0.0,0.0,15.0,16.4,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 38% up volume)",MEDIUM_FLOAT,34.3,35.0,31.4,15.0,False,down,0.1,0.0,,0.0,,0.0,0.0,,22.0,,Sin datos suficientes,0.1,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,54.67,0.0,0.0,0.0,0.0,1.0,6.25,3.0,10.0,31.0,0,,WATCH,3.0,0.0,🔵 DECENT,🟡 Average,,,,,,,,BUY,80,"Strong fundamentals with high ROE and margin, low debt, and analyst validation with a realistic upside",190.12,179.58,276.81,5.55,45.6,BUY NOW - At target entry price,False,0,1.233,False,-34.02,5.87,-29.13,downtrend,stage1
TW,0.0,Tradeweb Markets Inc.,72.9,Financial Services,Capital Markets,100.0,60.0,45.9,85.0,60.0,121.96,26590451712.0,15.0,24.7,False,up,119.0,True,2.0,2.3,True,1.0,2.0,1.7,False,149.25,-18.3,4.0,False,"{'roe_pct': 13.6, 'debt_to_equity': 0.02, 'current_ratio': 4.84, 'operating_margin_pct': 42.4}","{'eps_growth_yoy': np.float64(119.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 39.6}",135.07,195.0,112.0,14.0,buy,10.8,,,113.4,-7.0,,,0.46,12.7,0.39,True,-0.39,606.3,90.2,12.0,2026-04-29,False,True,8.0,STRONG,4.74,57.1,0.21,,,,,,50.0,26.9,0.0,15.0,21.9,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (1.5x ratio, 59% up volume)",HIGH_FLOAT,115.5,20.0,36.9,15.0,False,up,24.7,2.0,True,2.0,True,1.0,8.0,,22.0,,Sin datos suficientes,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,51.56,0.0,0.0,0.0,3.0,5.0,1.35,0.0,10.0,48.0,0,,WATCH,3.0,7.290000000000001,🔵 DECENT,🟡 Average,,,,,,,,BUY,80,"Strong fundamentals with ROE > 10%, high margin, and low debt. Upside potential is realistic with validation from 14 analysts.",119.52,113.42,158.09,5.11,32.27,BUY ON PULLBACK - Wait for 2-5% dip,False,2,1.01,False,-17.95,25.8,7.18,uptrend,stage1
ADP,63.73809523809524,"Automatic Data Processing, Inc.",49.2,Technology,Software - Application,50.0,50.0,15.0,85.0,60.0,200.39,81047478272.0,15.0,2.8,False,down,-15.0,False,0.0,-3.5,True,2.0,3.9,3.5,False,329.93,-39.3,0.0,False,"{'roe_pct': 73.8, 'debt_to_equity': 0.7, 'current_ratio': 1.03, 'operating_margin_pct': 26.3}","{'eps_growth_yoy': np.float64(-15.0), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.0}",260.6,332.0,208.0,15.0,hold,30.0,179.94,-10.2,119.6,-40.3,4.27,8.59,3.39,60.7,2.0,True,-1.87,13.3,4.6,12.0,2026-04-29,False,True,8.0,STRONG,6.97,192.0,1.46,,,,,,50.0,9.299999999999995,25.5,15.0,14.8,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 40% up volume)",MEGA_FLOAT,401.7,38.0,55.3,15.0,False,down,2.8,0.0,False,0.0,True,2.0,2.0,15.0,22.0,36.4,Bajo 50%,11.1,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,50.43000000000001,0.0,3.0,5.0,3.0,1.0,3.75,3.0,10.0,4.0,0,,WATCH,3.0,14.289047619047622,🔵 DECENT,🟡 Average,,,,,,,,BUY,80,"Strong fundamentals with high ROE and margin, moderate debt, and analyst validation, despite negative growth",196.38,184.4,293.9,6.1,49.66,BUY NOW - At target entry price,False,0,0.877,False,-37.74,6.5,-34.54,downtrend,stage1
BR,58.51904761904762,"Broadridge Financial Solutions,",56.0,Technology,Information Technology Services,90.0,40.0,15.0,60.0,70.0,162.42,18962325504.0,15.0,4.1,False,down,17.1,True,1.0,-5.4,True,1.0,4.0,2.3,False,271.91,-40.3,0.0,False,"{'roe_pct': 41.8, 'debt_to_equity': 1.17, 'current_ratio': 0.97, 'operating_margin_pct': 12.0}","{'eps_growth_yoy': np.float64(17.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 14.9}",245.88,290.0,213.0,8.0,buy,51.4,434.61,167.6,271.5,67.2,6.31,10.25,2.4,41.0,1.6,True,-1.5,12.5,71.2,13.0,2026-04-30,False,True,8.0,STRONG,5.44,344.9,0.15,,,,,,50.0,12.200000000000005,23.4,15.0,16.8,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 41% up volume)",HIGH_FLOAT,116.2,35.0,55.2,15.0,False,down,4.1,0.0,True,1.0,True,1.0,5.0,21.0,22.0,9.1,Bottom 25%,2.9,-3.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,66.2,0.0,6.0,3.0,3.0,5.0,6.42,3.0,10.0,9.0,0,,BEST,8.0,12.359523809523807,⭐ GOOD,🟢 Excellent,,,,,,,,BUY,80,"Strong fundamentals with high ROE and margin, upside potential of 51.4% supported by 8 analysts, despite negative growth",159.17,147.1,241.46,7.59,51.7,BUY ON PULLBACK - Wait for 2-5% dip,False,0,0.815,False,-39.45,8.21,-35.24,downtrend,stage1
EXPN.L,0.0,EXPERIAN PLC ORD USD0.10,51.8,Industrials,Consulting Services,55.0,50.0,30.0,65.0,70.0,2810.0,25222410240.0,,,,,,,0.0,,,0.0,,,False,4101.0,-31.5,1.0,False,"{'roe_pct': 26.8, 'debt_to_equity': 1.05, 'current_ratio': 0.68, 'operating_margin_pct': 24.9}",{'profit_margin_pct': 17.1},4071.98,4655.27,2847.88,18.0,strong_buy,44.9,62.22,-97.8,32.7,-98.8,5.22,1.47,1.69,42.5,1.36,,,,36.0,33.0,2026-05-20,False,False,5.0,NEUTRAL,5.54,493.1,0.52,,,,,,50.0,0.0,0.0,15.0,15.5,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",MEGA_FLOAT,912.0,23.0,30.5,,,,,0.0,,0.0,,0.0,0.0,12.0,22.0,50.0,Medio,17.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,62.22,0.0,6.0,3.0,0.0,5.0,5.61,3.0,0.0,7.0,0,,,0.0,0.0,⭐ GOOD,🟡 Good,,,,,,,,BUY,80,"Strong fundamentals with high ROE and margin, moderate debt, and significant upside potential validated by multiple analysts",2763.11,2542.06,3947.18,8.0,42.85,BUY NOW - At target entry price,False,1,0.892,False,-31.07,20.13,-24.79,sideways,stage4
SAP,0.0,SAP  SE,55.2,Technology,Software - Application,50.0,70.0,15.0,85.0,70.0,177.41,208617832448.0,15.0,4.3,False,down,-5.6,False,0.0,7.4,True,2.0,0.5,1.9,False,313.28,-43.4,0.0,False,"{'roe_pct': 16.1, 'debt_to_equity': 0.17, 'current_ratio': 1.16, 'operating_margin_pct': 29.2}","{'eps_growth_yoy': np.float64(-5.6), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 19.5}",275.67,340.0,210.0,12.0,buy,55.4,116.33,-34.4,72.0,-59.4,4.06,7.26,1.67,38.0,1.47,True,-0.93,21.8,5.0,6.0,2026-04-23,True,False,8.0,STRONG,5.24,146.7,3.61,,,,,,50.0,0.0,0.0,15.0,16.6,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",MEGA_FLOAT,1042.9,38.0,31.6,15.0,False,down,4.3,0.0,False,0.0,True,2.0,2.0,15.0,22.0,36.4,Bajo 50%,11.1,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,44.28,0.0,3.0,3.0,3.0,1.0,6.92,3.0,10.0,19.0,0,,WATCH,3.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,BUY,80,"Strong fundamentals with ROE > 10%, margin > 10%, and debt < 2x, combined with analyst validation and a realistic upside potential",173.86,159.95,272.67,8.0,56.83,BUY NOW - At target entry price,False,0,0.911,False,-43.37,10.43,-40.78,downtrend,stage1
