ticker,vcp_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,ml_score,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,cerebro_signal,cerebro_score_adj,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,ai_verdict,ai_confidence,ai_reasoning,entry_price,stop_loss,exit_price,risk_pct,reward_pct,entry_timing,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage
ABT,0.0,Abbott Laboratories,65.5,Healthcare,Medical Devices,100.0,60.0,15.0,70.0,70.0,95.47,165896585216.0,15.0,0.0,False,down,34.0,True,1.0,10.6,False,0.0,1.5,1.9,False,139.06,-31.3,0.0,False,"{'debt_to_equity': 0.27, 'operating_margin_pct': 12.0}","{'eps_growth_yoy': np.float64(34.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.9}",127.24,158.0,108.0,25.0,buy,33.3,,,35.7,-62.6,,,2.64,67.2,1.77,True,-0.54,18.2,-19.7,,,False,False,6.0,NEUTRAL,,42.0,,,,,,,50.0,0.0,0.0,15.0,19.6,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 38% up volume)",MEGA_FLOAT,1727.1,38.0,34.6,15.0,False,down,0.0,0.0,True,1.0,False,0.0,2.0,22.0,22.0,4.5,Bottom 25%,0.0,-3.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,36.2,0.0,0.0,3.0,3.0,-3.0,4.16,3.0,2.0,,0,,,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,BUY,80,"Strong fundamentals with 13.9% margin, 0.27 debt/equity, and 10.6% growth, combined with a realistic 33.3% upside and validation from 25 analysts",95.47,92.04,132.52,3.59,38.81,BUY NOW - At target entry price,False,0,0.99,False,-29.94,1.65,-31.5,downtrend,stage1
CME,0.0,CME Group Inc.,71.3,Financial Services,Financial Data & Stock Exchanges,95.0,60.0,50.3,85.0,50.0,296.22,107471011840.0,35.0,41.8,False,flat,23.7,True,1.0,0.4,True,1.0,1.4,2.3,False,329.16,-10.0,5.0,False,"{'roe_pct': 14.8, 'debt_to_equity': 0.13, 'current_ratio': 1.03, 'operating_margin_pct': 63.8}","{'eps_growth_yoy': np.float64(23.7), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 62.6}",312.93,362.0,241.0,15.0,hold,5.6,97.87,-67.0,335.1,13.1,0.78,2.31,1.76,44.8,3.41,True,-0.24,31.7,14.0,5.0,2026-04-22,True,False,6.0,NEUTRAL,5.22,101.4,0.66,BULLISH,0.0,70.0,1.0,0.0,50.0,47.4,0.0,15.0,21.4,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,357.0,8.0,36.4,35.0,False,flat,41.8,0.0,True,1.0,True,1.0,5.0,4.0,22.0,86.4,Top 25%,34.3,3.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,False,2/3,36.27,0.0,0.0,3.0,3.0,3.0,0.7,-3.0,2.0,30.0,0,,WATCH,-3.0,20.63,⚪ WEAK,🔴 Weak,HOLD,50.0,Close to ATH (-10.0% from high) - wait for pullback,-10.0,NEUTRAL,HOLD,False,BUY,80,"Strong fundamentals with ROE > 10%, high margin, and low debt; upside potential is realistic with validation from multiple analysts",298.47,286.77,366.58,3.92,22.82,BUY NOW - At target entry price,False,2,1.012,False,-7.86,22.1,7.54,sideways,stage2
VEEV,0.0,Veeva Systems Inc.,62.8,Healthcare,Health Information Services,75.0,70.0,15.0,85.0,70.0,167.69,27565193216.0,15.0,5.9,False,down,7.0,False,0.0,10.1,True,1.0,3.4,2.4,False,310.5,-46.0,0.0,False,"{'roe_pct': 13.9, 'debt_to_equity': 0.01, 'current_ratio': 4.88, 'operating_margin_pct': 29.4}","{'eps_growth_yoy': np.float64(7.0), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.4}",266.97,350.0,176.0,29.0,buy,59.2,212.06,26.5,126.44,-24.6,3.8,6.42,,,,False,,191.2,23.2,40.0,2026-05-27,False,False,7.0,NEUTRAL,4.38,14.1,0.73,,,,,,50.0,0.7999999999999972,0.0,15.0,18.8,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 47% up volume)",HIGH_FLOAT,149.8,25.0,33.8,15.0,False,down,5.9,0.0,False,0.0,True,1.0,2.0,,22.0,,Sin datos suficientes,5.9,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,37.120000000000005,0.0,3.0,0.0,0.0,5.0,7.4,3.0,5.0,80.0,0,,WATCH,3.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,BUY,80,"Strong fundamentals with ROE > 10%, margin > 10%, and low debt, combined with significant upside potential and validation from multiple analysts.",164.34,151.19,264.06,8.0,60.69,BUY ON PULLBACK - Wait for 2-5% dip,False,0,1.093,False,-45.99,13.27,-47.74,downtrend,stage1
ZTS,0.0,Zoetis Inc.,52.5,Healthcare,Drug Manufacturers - Specialty & Generic,55.0,60.0,24.0,65.0,65.0,119.04,50250084352.0,15.0,0.0,False,down,-4.4,False,0.0,7.5,True,1.0,4.1,3.6,False,172.23,-30.9,0.0,False,"{'roe_pct': 66.0, 'debt_to_equity': 2.8, 'current_ratio': 3.03, 'operating_margin_pct': 34.7}","{'eps_growth_yoy': np.float64(-4.4), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.2}",150.29,190.0,127.0,17.0,buy,26.3,71.45,-40.0,60.2,-49.4,3.56,4.26,1.78,33.2,0.9,True,-6.44,16.1,4.3,20.0,2026-05-07,False,True,6.0,NEUTRAL,6.26,42.1,2.58,,,,,,50.0,0.0,0.0,15.0,15.8,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 50% up volume)",MEGA_FLOAT,421.3,23.0,30.8,15.0,False,down,0.0,0.0,False,0.0,True,1.0,2.0,,22.0,,Sin datos suficientes,0.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,37.7,0.0,3.0,3.0,3.0,1.0,3.29,3.0,2.0,45.0,0,,,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,BUY,80,"Strong fundamentals with high ROE and margin, reasonable debt, and upside potential validated by multiple analysts",116.66,111.02,165.42,4.83,41.8,BUY ON PULLBACK - Wait for 2-5% dip,False,0,0.822,False,-30.11,5.08,-21.68,downtrend,stage1
TT,0.0,Trane Technologies plc,58.3,Industrials,Building Products & Equipment,50.0,50.0,63.9,80.0,60.0,460.27,102059810816.0,60.0,55.3,False,flat,-0.1,False,0.0,9.7,False,0.0,1.8,2.6,False,479.37,-4.0,6.0,False,"{'roe_pct': 37.0, 'debt_to_equity': 0.63, 'current_ratio': 1.25, 'operating_margin_pct': 15.5}","{'eps_growth_yoy': np.float64(-0.1), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.7}",484.54,559.0,394.0,23.0,buy,5.3,128.7,-72.0,131.2,-71.5,1.9,8.75,0.91,28.6,1.21,True,-1.45,17.2,-0.3,13.0,2026-04-30,False,True,9.0,STRONG,3.7,102.0,,,,,,,50.0,19.5,0.0,15.0,17.5,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 52% up volume)",MEGA_FLOAT,220.8,23.0,32.5,60.0,False,flat,55.3,0.0,False,0.0,False,0.0,0.0,,22.0,,Sin datos suficientes,55.3,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,2/3,35.32,0.0,0.0,0.0,3.0,0.0,0.66,-3.0,10.0,52.0,0,,WATCH,0.0,28.33,⚪ WEAK,🔴 Weak,,,,,,,,BUY,80,"Strong fundamentals with high ROE, decent margin, and manageable debt, combined with analyst validation and realistic upside",464.87,427.68,560.22,8.0,20.51,BUY NOW - At target entry price,False,2,0.954,False,-3.75,45.7,3.13,uptrend,stage3
AME,0.0,"AMETEK, Inc.",76.8,Industrials,Specialty Industrial Machinery,100.0,60.0,65.1,85.0,60.0,230.24,52740026368.0,60.0,71.2,False,flat,13.3,True,2.0,15.4,False,0.0,1.6,2.1,False,242.05,-4.9,8.0,True,"{'roe_pct': 14.6, 'debt_to_equity': 0.24, 'current_ratio': 1.06, 'operating_margin_pct': 27.5}","{'eps_growth_yoy': np.float64(13.3), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 20.0}",250.0,273.0,208.0,18.0,buy,8.6,88.94,-61.4,64.0,-72.2,2.56,5.89,0.59,19.4,0.62,True,-0.82,23.1,3.6,13.0,2026-04-30,False,True,6.0,NEUTRAL,3.43,144.0,7.34,,,,,,50.0,55.0,0.0,15.0,23.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,227.6,8.0,38.0,60.0,False,flat,71.2,0.0,True,2.0,False,0.0,5.0,1.0,22.0,100.0,Top 10%,50.7,5.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,False,2/3,35.52,0.0,0.0,0.0,3.0,1.0,1.08,0.0,2.0,49.0,0,,WATCH,-3.0,37.68,⚪ WEAK,🔴 Weak,AVOID,25.0,Near ATH (-4.9% from high) - poor entry point | Elevated P/E (36.0) - watch valuation,-4.9,NEUTRAL,BUY,False,BUY,80,"Strong fundamentals with ROE > 10%, Margin > 10%, and Debt/Eq < 2x, combined with analyst validation and realistic upside",232.54,213.94,281.32,8.0,20.97,BUY NOW - At target entry price,True,3,0.999,False,-4.73,50.75,18.24,uptrend,stage3
TMO,0.0,Thermo Fisher Scientific Inc,74.8,Healthcare,Diagnostics & Research,100.0,70.0,44.0,80.0,65.0,516.0,191756632064.0,35.0,31.1,False,down,30.3,True,1.0,17.9,True,1.0,1.1,1.9,False,643.99,-19.9,5.0,False,"{'roe_pct': 13.0, 'debt_to_equity': 0.77, 'current_ratio': 1.89, 'operating_margin_pct': 21.2}","{'eps_growth_yoy': np.float64(30.3), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 15.0}",648.28,750.0,520.0,25.0,strong_buy,25.6,226.35,-56.1,177.5,-65.6,2.29,11.82,0.34,9.7,0.25,True,-1.56,6.2,9.3,6.0,2026-04-23,True,False,5.0,NEUTRAL,3.91,36.2,2.04,,,,,,50.0,22.4,0.0,15.0,22.4,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MEGA_FLOAT,370.5,23.0,37.4,35.0,False,down,31.1,0.0,True,1.0,True,1.0,5.0,14.0,22.0,40.9,Bajo 50%,13.7,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,False,2/3,35.92,0.0,0.0,0.0,3.0,3.0,3.2,3.0,0.0,78.0,0,,,0.0,11.98,⚪ WEAK,🔴 Weak,,,,,,,,BUY,80,"Strong fundamentals with ROE > 10%, Margin > 10%, and Debt/Eq < 2x, combined with realistic upside and validation from 25 analysts",505.68,465.23,675.24,8.0,33.53,BUY NOW - At target entry price,False,2,1.015,False,-19.8,34.22,-8.16,sideways,stage4
ORLY,0.0,"O'Reilly Automotive, Inc.",56.5,Consumer Cyclical,Auto Parts,80.0,50.0,36.0,45.0,60.0,92.71,77736132608.0,15.0,2.3,False,down,12.4,False,0.0,6.7,False,0.0,2.0,3.0,False,108.72,-14.7,3.0,False,"{'current_ratio': 0.77, 'operating_margin_pct': 18.8}","{'eps_growth_yoy': np.float64(12.4), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.3}",105.67,115.0,64.0,24.0,buy,14.0,28.45,-69.3,41.28,-55.5,1.33,1.23,,,,True,-2.7,14.8,13.9,12.0,2026-04-29,False,True,7.0,NEUTRAL,4.04,40.2,1.87,,,,,,50.0,9.0,0.0,15.0,17.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,830.8,23.0,32.0,15.0,False,down,2.3,0.0,False,0.0,False,0.0,0.0,19.0,22.0,18.2,Bottom 25%,6.9,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,35.599999999999994,0.0,0.0,0.0,3.0,3.0,1.75,0.0,5.0,70.0,0,,WATCH,0.0,14.65,⚪ WEAK,🔴 Weak,,,,,,,,BUY,80,"Upside is realistic at 14%, fundamentals are strong with a margin of 14.3% and growth of 6.7%, and analyst validation is present with 24 analysts. However, lack of ROE and debt/equity data introduces some uncertainty.",90.86,85.03,118.3,6.41,30.2,BUY ON PULLBACK - Wait for 2-5% dip,False,1,0.743,False,-14.73,6.85,-15.3,sideways,stage1
AI.PA,0.0,AIR LIQUIDE,58.8,Basic Materials,Specialty Chemicals,55.0,50.0,66.5,70.0,60.0,186.38,107556732928.0,,,,,,,0.0,,,0.0,,,False,188.88,-1.3,4.0,False,"{'roe_pct': 13.4, 'debt_to_equity': 0.51, 'current_ratio': 1.17, 'operating_margin_pct': 19.5}",{'profit_margin_pct': 13.1},197.15,216.0,168.0,20.0,buy,5.8,42.84,-77.0,60.8,-67.4,1.42,2.64,1.99,54.3,1.83,,,,5.3,103.0,2026-07-29,False,False,7.0,NEUTRAL,4.2,18.8,4.48,,,,,,50.0,14.6,0.0,15.0,17.6,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 50% up volume)",MEGA_FLOAT,575.8,23.0,32.6,,,,,0.0,,0.0,,0.0,0.0,9.0,22.0,63.6,Medio,25.7,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,False,2/3,34.52,0.0,0.0,3.0,0.0,3.0,0.72,-3.0,5.0,82.0,0,,WATCH,0.0,20.88,⚪ WEAK,🔴 Weak,,,,,,,,BUY,80,"Strong fundamentals with ROE and margin above 10%, debt below 2x, and upside potential validated by 20 analysts",188.71,173.61,225.11,8.0,19.29,BUY NOW - At target entry price,False,2,0.808,False,-1.08,20.65,2.03,uptrend,stage3
CHD,69.19444444444444,"Church & Dwight Company, Inc.",55.7,Consumer Defensive,Household & Personal Products,50.0,60.0,42.3,75.0,60.0,94.54,22394171392.0,15.0,19.4,False,down,-34.8,False,0.0,12.1,False,0.0,4.1,3.9,False,106.04,-10.8,3.0,False,"{'roe_pct': 17.6, 'debt_to_equity': 0.6, 'current_ratio': 1.07, 'operating_margin_pct': 18.6}","{'eps_growth_yoy': np.float64(-34.8), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 11.9}",101.63,115.0,74.0,19.0,buy,7.5,70.56,-25.4,30.2,-68.1,5.07,4.8,1.3,39.1,1.16,True,-2.68,11.1,-14.6,14.0,2026-05-01,False,True,7.0,NEUTRAL,4.32,114.1,,,,,,,50.0,24.4,27.7,15.0,16.7,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 42% up volume)",MEGA_FLOAT,236.0,38.0,59.4,15.0,False,down,19.4,0.0,False,0.0,False,0.0,0.0,16.0,22.0,31.8,Bajo 50%,9.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,35.18,0.0,6.0,0.0,3.0,-3.0,0.94,-3.0,5.0,43.0,0,,WATCH,3.0,49.16722222222222,⚪ WEAK,🔴 Weak,,,,,,,,BUY,80,"Strong fundamentals with ROE > 10%, margin > 10%, and debt < 2x, combined with analyst validation and realistic upside",93.18,89.52,118.51,3.92,27.19,BUY NOW - At target entry price,False,1,0.872,False,-10.84,17.01,4.08,sideways,stage1
JNJ,0.0,Johnson & Johnson,68.8,Healthcare,Drug Manufacturers - General,75.0,70.0,65.1,65.0,60.0,234.54,565217722368.0,60.0,64.4,False,flat,-53.5,True,2.0,12.2,True,1.0,1.0,2.9,False,251.71,-6.8,6.0,False,"{'debt_to_equity': 0.6, 'operating_margin_pct': 26.7}","{'eps_growth_yoy': np.float64(-53.5), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.8}",251.08,285.0,155.0,24.0,buy,7.1,,,110.2,-53.0,,,2.29,46.6,2.77,True,-1.05,34.6,-37.0,89.0,2026-07-15,False,False,4.0,NEUTRAL,5.64,136.0,,,,,,,50.0,43.6,0.0,15.0,20.6,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,2406.1,8.0,35.6,60.0,False,flat,64.4,0.0,True,2.0,True,1.0,8.0,,22.0,,Sin datos suficientes,64.4,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,2/3,34.52,0.0,0.0,3.0,3.0,-3.0,0.89,-3.0,0.0,15.0,0,,,0.0,23.38,⚪ WEAK,🔴 Weak,HOLD,55.0,Close to ATH (-6.8% from high) - wait for pullback,-6.8,NEUTRAL,BUY,False,BUY,80,"Strong fundamentals with 21.8% margin and 0.6 debt/equity ratio, upside potential of 7.1% and validation from 24 analysts",,,,,,,False,2,1.207,False,-6.82,64.98,18.04,sideways,stage2
AWK,75.625,"American Water Works Company, I",68.5,Utilities,Utilities - Regulated Water,85.0,90.0,36.0,55.0,50.0,130.7,25523109888.0,15.0,9.3,False,up,16.1,False,0.0,20.8,True,2.0,6.7,5.4,False,150.51,-13.2,1.0,False,"{'roe_pct': 10.5, 'debt_to_equity': 1.47, 'current_ratio': 0.46, 'operating_margin_pct': 32.2}","{'eps_growth_yoy': np.float64(16.1), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 21.6}",138.3,155.0,121.0,10.0,hold,5.8,,,56.9,-56.5,-9.17,-11.99,2.53,57.1,1.94,False,,3.3,,12.0,2026-04-29,False,True,8.0,STRONG,4.93,6.6,2.5,,,,,,50.0,48.8,30.2,15.0,20.6,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 56% up volume)",HIGH_FLOAT,194.8,20.0,65.8,15.0,False,up,9.3,2.0,False,0.0,True,2.0,2.0,,22.0,,Sin datos suficientes,9.3,0.0,1.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,33.900000000000006,8.0,-5.0,3.0,0.0,0.0,0.72,-3.0,10.0,72.0,0,,CAUTION,-5.0,46.1625,⚪ WEAK,🔴 Weak,HOLD,50.0,Close to ATH (-13.2% from high) - wait for pullback,-13.2,NEUTRAL,HOLD,False,BUY,80,"Strong fundamentals with ROE > 10%, margin > 10%, and debt/equity ratio < 2x, combined with analyst validation and realistic upside potential.",,,,,,,False,1,0.959,False,-10.98,8.5,-13.17,downtrend,stage1
LRLCY,0.0,L'Oreal Co.,53.2,Consumer Defensive,Household & Personal Products,55.0,50.0,36.0,80.0,50.0,82.19,219358150656.0,15.0,0.0,False,down,,,0.0,,,0.0,,,False,95.48,-13.9,1.0,False,"{'roe_pct': 18.0, 'debt_to_equity': 0.34, 'current_ratio': 1.45, 'operating_margin_pct': 19.2}",{'profit_margin_pct': 13.9},91.1,102.0,83.0,3.0,none,10.8,32.6,-60.3,27.0,-67.1,2.7,2.22,2.0,60.9,1.5,,,,0.2,103.0,2026-07-29,False,False,6.0,NEUTRAL,19.31,69.9,58.83,,,,,,50.0,1.0,0.0,15.0,16.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",MEGA_FLOAT,255.7,28.0,31.0,15.0,False,down,0.0,0.0,,0.0,,0.0,0.0,16.0,22.0,31.8,Bajo 50%,9.1,0.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,33.28,0.0,0.0,3.0,0.0,1.0,1.35,0.0,2.0,21.0,0,,WATCH,-3.0,6.82,⚪ WEAK,🔴 Weak,,,,,,,,BUY,80,"Strong fundamentals with ROE of 18%, margin of 13.9%, and debt/equity ratio of 0.34, combined with analyst validation and realistic upside potential",,,,,,,False,0,0.913,False,-13.92,8.27,-13.11,downtrend,stage1
MSCI,0.0,MSCI Inc.,55.2,Financial Services,Financial Data & Stock Exchanges,55.0,70.0,36.0,50.0,65.0,564.9,41505488896.0,15.0,22.2,False,down,-1.4,False,0.0,10.3,True,1.0,1.9,2.2,False,626.28,-9.8,4.0,False,"{'current_ratio': 0.9, 'operating_margin_pct': 55.9}","{'eps_growth_yoy': np.float64(-1.4), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 38.4}",668.81,719.0,535.0,16.0,buy,18.4,234.35,-58.5,157.0,-72.2,2.81,15.93,1.45,45.9,0.99,True,-5.99,8.1,-2.3,4.0,2026-04-21,True,False,8.0,STRONG,3.6,851.3,,,,,,,50.0,8.0,0.0,15.0,16.6,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,50,200 MA declining - structural weakness,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",HIGH_FLOAT,69.4,35.0,31.6,15.0,False,down,22.2,0.0,False,0.0,True,1.0,2.0,4.0,22.0,86.4,Top 25%,34.3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,32.68000000000001,0.0,0.0,0.0,3.0,0.0,2.3,1.0,10.0,35.0,0,,WATCH,0.0,14.52,⚪ WEAK,🔴 Weak,,,,,,,,BUY,80,"Upside is realistic at 18.4%, fundamentals are strong with a margin of 38.4% and growth of 10.3%, and analyst validation is present with 16 analysts",,,,,,,False,2,0.752,False,-9.45,13.18,-2.53,sideways,stage1
MCO,0.0,Moody's Corporation,50.5,Financial Services,Financial Data & Stock Exchanges,55.0,30.0,36.0,85.0,65.0,448.42,79820496896.0,15.0,17.7,False,down,-2.4,False,0.0,-1.8,False,0.0,2.1,2.2,False,546.88,-18.0,2.0,False,"{'roe_pct': 62.1, 'debt_to_equity': 1.77, 'current_ratio': 1.74, 'operating_margin_pct': 42.1}","{'eps_growth_yoy': np.float64(-2.4), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 31.9}",534.05,610.0,460.0,20.0,buy,19.1,490.36,9.4,410.4,-8.5,2.58,11.56,0.92,27.5,0.8,False,,12.1,57.6,5.0,2026-04-22,True,False,7.0,NEUTRAL,4.03,,0.42,,,,,,50.0,0.0,0.0,15.0,15.2,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 37% up volume)",HIGH_FLOAT,163.7,35.0,30.2,15.0,False,down,17.7,0.0,False,0.0,False,0.0,0.0,4.0,22.0,86.4,Top 25%,34.3,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,32.2,0.0,0.0,0.0,0.0,5.0,2.39,1.0,5.0,,1,Berkshire Hathaway (Buffett),WATCH,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,BUY,80,"Strong fundamentals with high ROE and margin, upside potential of 19.1% supported by 20 analysts, despite negative growth",,,,,,,False,1,0.838,False,-17.83,11.71,-11.99,sideways,stage1
