ticker,vcp_score,ml_score,momentum_score,trend_score,volume_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,insiders_score,institutional_score,num_whales,top_whales,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
APG,0.0,50.0,25.84,,,APi Group Corporation,63.4,Industrials,Engineering & Construction,50.0,70.0,73.1,65.0,65.0,41.07,17719902208.0,80.0,85.3,False,up,,,0.0,23.2,False,0.0,1.8,2.7,False,46.89,-12.4,7.0,True,"{'roe_pct': 9.5, 'debt_to_equity': 0.9, 'current_ratio': 1.5, 'operating_margin_pct': 9.7}",{'profit_margin_pct': 3.8},52.0,54.0,50.0,11.0,strong_buy,26.6,36.98,-10.0,,,3.92,1.61,,,,True,-0.42,3.9,,42.0,2026-04-30,False,False,9.0,STRONG,2.79,31.2,1.48,,,,,,90.0,0.0,0.0,,51.0,0.0,15.0,19.0,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MEGA_FLOAT,343.1,3.0,34.0,80.0,False,up,85.3,5.0,,0.0,False,0.0,0.0,3,42.0,95.2,Top 10%,65.7,5.0,0.0,3.0,7.0,0.0,0.0,5.0,5.0,False,3/3,54.36,0.0,0.0,3.0,0.0,3.0,0.0,3.32,3.0,10.0,47,0,,🔵 DECENT,🟡 Average,,,,,,,
FRST,0.0,50.0,25.57,,,Primis Financial Corp.,60.7,Financial Services,Banks - Regional,60.0,60.0,62.4,65.0,55.0,12.62,311655744.0,60.0,74.5,False,flat,,,0.0,5.7,True,1.0,0.8,1.6,False,14.55,-13.3,7.0,True,"{'roe_pct': 14.7, 'operating_margin_pct': 51.4}",{'profit_margin_pct': 29.1},16.0,16.0,16.0,1.0,none,26.8,,,24.9,97.3,,,3.17,16.1,3.43,False,,,,42.0,2026-04-30,False,False,5.0,NEUTRAL,,,0.14,,,,,,90.0,0.0,0.0,,55.2,0.0,15.0,18.2,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 47% up volume)",LOW_FLOAT,21.8,0.0,33.2,60.0,False,flat,74.5,0.0,,0.0,True,1.0,2.0,5,42.0,90.5,Top 10%,64.4,5.0,0.0,3.0,7.0,0.0,0.0,5.0,0.0,False,3/3,54.28,0.0,0.0,0.0,5.0,0.0,0.0,3.35,3.0,0.0,,0,,🔵 DECENT,🟡 Average,,,,,,,
LYFT,0.0,50.0,0.0,,,"Lyft, Inc.",49.2,Technology,Software - Application,60.0,50.0,15.0,65.0,60.0,13.46,5375297024.0,15.0,7.1,False,down,,,0.0,9.8,False,0.0,17.1,3.4,True,25.54,-47.3,2.0,False,"{'roe_pct': 140.8, 'debt_to_equity': 0.4, 'current_ratio': 0.65, 'operating_margin_pct': -11.2}",{'profit_margin_pct': 45.0},19.57,30.0,13.0,37.0,hold,45.4,126.77,841.8,204.3,1417.8,22.14,2.99,,,,True,-9.3,-1.6,1804.6,49.0,2026-05-07,False,False,4.0,NEUTRAL,-0.67,-5.6,0.0,,,,,,70.0,0.0,0.0,,0.0,0.0,15.0,14.8,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",MEGA_FLOAT,321.1,38.0,29.8,15.0,False,down,7.1,0.0,,0.0,False,0.0,0.0,42,42.0,2.4,Bottom 25%,4.6,-3.0,3.0,-5.0,-5.0,0.0,0.0,5.0,15.0,False,1/3,53.68000000000001,0.0,0.0,8.0,0.0,3.0,5.0,5.68,3.0,0.0,80,0,,🔵 DECENT,🟡 Average,,,,,,,
TCBI,0.0,50.0,13.399999999999999,,,"Texas Capital Bancshares, Inc.",59.0,Financial Services,Banks - Regional,60.0,60.0,57.6,60.0,55.0,91.08,4157217792.0,60.0,56.4,False,flat,,,0.0,16.8,False,0.0,6.9,4.2,False,108.92,-16.4,6.0,False,"{'roe_pct': 9.4, 'operating_margin_pct': 42.5}",{'profit_margin_pct': 27.5},105.43,115.0,88.0,14.0,hold,15.8,,,203.7,123.6,,,,,,True,-4.47,,19.6,28.0,2026-04-16,False,False,7.0,NEUTRAL,,,0.22,,,,,,100.0,0.0,0.0,,43.7,0.0,15.0,17.7,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEDIUM_FLOAT,43.3,0.0,32.7,60.0,False,flat,56.4,0.0,,0.0,False,0.0,0.0,5,42.0,90.5,Top 10%,64.4,5.0,1.0,0.0,5.0,0.0,0.0,5.0,5.0,False,3/3,53.599999999999994,0.0,0.0,0.0,0.0,3.0,5.0,1.98,0.0,5.0,,0,,🔵 DECENT,🟡 Average,,,,,,,
ATLO,0.0,50.0,30.93,,,Ames National Corporation,69.3,Financial Services,Banks - Regional,60.0,80.0,86.3,60.0,50.0,26.28,233686160.0,95.0,93.2,False,up,,,0.0,20.8,True,1.0,2.9,6.0,False,28.35,-7.3,8.0,True,"{'roe_pct': 9.9, 'operating_margin_pct': 46.2}",{'profit_margin_pct': 29.3},,,,,none,,,,64.2,144.3,,,3.65,37.4,4.86,True,-0.72,,44.1,28.0,2026-04-16,False,False,7.0,NEUTRAL,,,0.14,,,,,,100.0,0.0,0.0,,60.8,0.0,15.0,20.8,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MICRO_FLOAT,8.7,0.0,35.8,95.0,False,up,93.2,5.0,,0.0,True,1.0,2.0,5,42.0,90.5,Top 10%,64.4,5.0,0.0,3.0,10.0,0.0,0.0,5.0,5.0,False,3/3,53.312,0.0,0.0,0.0,5.0,3.0,5.0,,0.0,5.0,,0,,🔵 DECENT,🟡 Average,HOLD,50.0,Close to ATH (-7.3% from high) - wait for pullback,-7.3,NEUTRAL,NONE,False
BY,0.0,50.0,22.53,,,"Byline Bancorp, Inc.",60.3,Financial Services,Banks - Regional,60.0,60.0,60.3,65.0,55.0,30.01,1375035008.0,60.0,64.0,False,up,,,0.0,10.1,False,0.0,5.7,2.7,False,33.89,-11.4,6.0,False,"{'roe_pct': 11.0, 'operating_margin_pct': 44.1}",{'profit_margin_pct': 31.7},35.6,38.0,33.0,5.0,none,18.6,,,37.57,25.2,,,1.4,13.8,1.4,True,-1.02,,6.5,35.0,2026-04-23,False,False,4.0,NEUTRAL,,,0.72,,,,,,90.0,0.0,0.0,,54.1,0.0,15.0,18.1,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 54% up volume)",MEDIUM_FLOAT,32.6,0.0,33.1,60.0,False,up,64.0,2.0,,0.0,False,0.0,0.0,5,42.0,90.5,Top 10%,64.4,5.0,1.0,3.0,5.0,0.0,0.0,5.0,0.0,False,3/3,53.12,0.0,0.0,0.0,0.0,3.0,3.0,2.33,1.0,0.0,,0,,🔵 DECENT,🟡 Average,,,,,,,
PRIM,0.0,50.0,16.5,,,Primoris Services Corporation,60.0,Industrials,Engineering & Construction,50.0,60.0,65.1,70.0,65.0,138.28,7474933248.0,60.0,74.5,False,up,,,0.0,12.7,False,0.0,6.6,3.6,False,174.43,-20.7,7.0,True,"{'roe_pct': 17.8, 'debt_to_equity': 0.57, 'current_ratio': 1.26, 'operating_margin_pct': 4.2}",{'profit_margin_pct': 3.6},169.57,205.0,139.0,14.0,buy,22.6,79.38,-42.6,50.2,-63.7,3.9,5.4,0.23,6.4,0.69,False,,14.4,-2.0,46.0,2026-05-04,False,False,7.0,NEUTRAL,5.23,27.4,,,,,,,90.0,0.0,0.0,,48.0,0.0,15.0,18.0,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",HIGH_FLOAT,53.5,5.0,33.0,60.0,False,up,74.5,2.0,,0.0,False,0.0,0.0,3,42.0,95.2,Top 10%,65.7,5.0,1.0,0.0,7.0,0.0,0.0,5.0,0.0,False,2/3,53.0,0.0,0.0,3.0,0.0,0.0,0.0,2.82,1.0,5.0,35,0,,🔵 DECENT,🟡 Average,,,,,,,
TBBK,0.0,50.0,0.0,,,"The Bancorp, Inc.",49.2,Financial Services,Banks - Regional,60.0,40.0,15.0,75.0,70.0,52.35,2299087872.0,15.0,5.8,False,down,,,0.0,-1.6,True,1.0,11.1,4.9,True,81.65,-35.9,2.0,False,"{'roe_pct': 30.8, 'operating_margin_pct': 59.7}",{'profit_margin_pct': 43.4},72.0,76.0,66.0,3.0,buy,37.5,,,58.55,11.8,,,,,,True,-16.46,,8.3,35.0,2026-04-23,False,False,5.0,NEUTRAL,,,0.54,,,,,,60.0,0.0,0.0,,7.800000000000001,0.0,15.0,14.8,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 46% up volume)",MEDIUM_FLOAT,39.9,25.0,29.8,15.0,False,down,5.8,0.0,,0.0,True,1.0,2.0,5,42.0,90.5,Top 10%,64.4,5.0,3.0,-5.0,-5.0,0.0,0.0,3.0,0.0,False,1/3,52.68000000000001,0.0,0.0,0.0,0.0,3.0,3.0,4.69,3.0,0.0,,0,,🔵 DECENT,🟡 Average,,,,,,,
PEBO,0.0,50.0,19.66,,,Peoples Bancorp Inc.,61.6,Financial Services,Banks - Regional,60.0,70.0,60.3,60.0,50.0,31.14,1118464512.0,60.0,55.5,False,up,,,0.0,10.3,True,1.0,3.3,3.6,False,34.33,-9.3,5.0,False,"{'roe_pct': 9.2, 'operating_margin_pct': 38.0}",{'profit_margin_pct': 25.6},34.83,37.0,33.0,6.0,none,11.9,,,50.83,63.2,,,5.27,54.5,5.11,True,-0.07,,8.5,33.0,2026-04-21,False,False,5.0,NEUTRAL,,,0.52,,,,,,100.0,0.0,0.0,,48.5,0.0,15.0,18.5,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEDIUM_FLOAT,34.0,0.0,33.5,60.0,False,up,55.5,2.0,,0.0,True,1.0,2.0,5,42.0,90.5,Top 10%,64.4,5.0,0.0,3.0,3.0,0.0,0.0,5.0,5.0,False,3/3,52.64,0.0,0.0,0.0,5.0,3.0,3.0,1.49,0.0,0.0,,0,,🔵 DECENT,🟡 Average,,,,,,,
PKBK,0.0,50.0,26.68,,,"Parke Bancorp, Inc.",71.8,Financial Services,Banks - Regional,60.0,90.0,82.7,65.0,50.0,27.05,320466656.0,95.0,90.5,False,up,,,0.0,25.4,True,2.0,1.0,1.0,False,29.5,-8.3,7.0,True,"{'roe_pct': 12.1, 'operating_margin_pct': 68.9}",{'profit_margin_pct': 48.8},,,,,none,,,,94.8,250.5,,,2.66,22.8,3.41,True,-2.72,,26.7,28.0,2026-04-16,False,False,4.0,NEUTRAL,,,0.16,,,,,,90.0,0.0,0.0,,63.5,0.0,15.0,21.5,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",MICRO_FLOAT,9.3,0.0,36.5,95.0,False,up,90.5,5.0,,0.0,True,2.0,2.0,5,42.0,90.5,Top 10%,64.4,5.0,0.0,3.0,7.0,0.0,0.0,5.0,0.0,False,3/3,52.461999999999996,0.0,0.0,0.0,3.0,3.0,5.0,,0.0,0.0,,0,,🔵 DECENT,🟡 Average,HOLD,50.0,Close to ATH (-8.3% from high) - wait for pullback,-8.3,NEUTRAL,NONE,False
FPI,0.0,50.0,16.05,,,Farmland Partners Inc.,70.5,Real Estate,REIT - Specialty,60.0,100.0,63.9,65.0,50.0,11.57,512399424.0,60.0,56.0,False,up,,,0.0,102.1,True,2.0,7.2,3.1,False,13.225,-12.5,4.0,False,"{'roe_pct': 5.7, 'debt_to_equity': 0.3, 'current_ratio': 0.62, 'operating_margin_pct': 59.6}",{'profit_margin_pct': 60.9},12.5,12.5,12.5,2.0,hold,8.0,,,6.1,-47.3,-9.16,-1.08,3.11,39.3,1.95,True,-7.38,4.3,-29.9,48.0,2026-05-06,False,False,6.0,NEUTRAL,5.72,54.7,,,,,,,70.0,0.0,0.0,,24.200000000000003,0.0,15.0,21.2,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (2.0x ratio, 63% up volume)",MEDIUM_FLOAT,39.7,20.0,36.2,60.0,False,up,56.0,2.0,,0.0,True,2.0,2.0,19,42.0,57.1,Medio,42.2,0.0,1.0,3.0,0.0,0.0,0.0,5.0,5.0,False,2/3,52.2,0.0,0.0,-5.0,5.0,3.0,-3.0,1.0,0.0,2.0,18,0,,🔵 DECENT,🟡 Average,,,,,,,
CMTV,0.0,50.0,36.35,,,Community Bancorp.,63.5,Financial Services,Banks - Regional,60.0,50.0,91.0,65.0,50.0,40.0,224184512.0,100.0,100.0,True,up,,,0.0,9.2,False,0.0,0.1,0.7,False,40.1,-0.2,8.0,True,"{'roe_pct': 16.0, 'operating_margin_pct': 43.5}",{'profit_margin_pct': 35.8},,,,,none,,,,42.12,5.3,,,2.45,32.0,4.78,True,-0.31,,7.0,,,False,False,3.0,NEUTRAL,,,0.95,,,,,,100.0,0.0,0.0,,69.0,0.0,15.0,19.0,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,100,"Strong institutional buying (8.0x ratio, 85% up volume)",MICRO_FLOAT,4.7,0.0,34.0,100.0,True,up,100.0,10.0,,0.0,False,0.0,0.0,5,42.0,90.5,Top 10%,64.4,5.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,False,3/3,52.19,0.0,0.0,0.0,3.0,3.0,3.0,,0.0,0.0,,0,,🔵 DECENT,🟡 Average,AVOID,30.0,Near ATH (-0.2% from high) - poor entry point,-0.2,NEUTRAL,NONE,False
BFC,0.0,50.0,22.28,,,Bank First Corporation,57.8,Financial Services,Banks - Regional,60.0,50.0,60.3,65.0,55.0,131.93,1477837312.0,60.0,58.2,False,up,,,0.0,6.5,False,0.0,3.1,3.7,False,153.0,-13.8,6.0,False,"{'roe_pct': 11.1, 'operating_margin_pct': 53.9}",{'profit_margin_pct': 41.4},155.0,160.0,150.0,2.0,none,17.5,,,72.3,-45.2,,,1.4,24.9,1.31,True,-1.49,,3.4,28.0,2026-04-16,False,False,6.0,NEUTRAL,,,1.8,,,,,,90.0,0.0,0.0,,52.3,0.0,15.0,17.3,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,70,"Moderate accumulation (1.2x ratio, 54% up volume)",LOW_FLOAT,10.1,0.0,32.3,60.0,False,up,58.2,2.0,,0.0,False,0.0,0.0,5,42.0,90.5,Top 10%,64.4,5.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,3/3,52.12,0.0,0.0,0.0,0.0,3.0,1.0,2.19,1.0,2.0,,0,,🔵 DECENT,🟡 Average,,,,,,,
NGS,0.0,50.0,30.69,,,"Natural Gas Services Group, Inc",66.9,Energy,Oil & Gas Equipment & Services,55.0,60.0,88.3,75.0,65.0,37.33,469197696.0,100.0,98.0,True,up,,,0.0,6.7,True,1.0,2.0,2.1,False,40.0,-6.7,8.0,True,"{'roe_pct': 7.5, 'debt_to_equity': 0.85, 'current_ratio': 2.33, 'operating_margin_pct': 20.9}",{'profit_margin_pct': 11.6},46.0,50.0,39.0,4.0,strong_buy,23.2,,,44.1,18.1,-14.71,-5.49,0.56,6.8,,False,,2.9,43.5,53.0,2026-05-11,False,False,8.0,STRONG,,7.2,0.38,,,,,,90.0,0.0,0.0,,60.099999999999994,0.0,15.0,20.1,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 57% up volume)",LOW_FLOAT,11.5,0.0,35.1,100.0,True,up,98.0,10.0,,0.0,True,1.0,2.0,,42.0,,Sin datos suficientes,98.0,0.0,0.0,3.0,10.0,0.0,0.0,5.0,5.0,False,3/3,51.760000000000005,0.0,0.0,-5.0,0.0,0.0,5.0,2.9,1.0,10.0,,0,,🔵 DECENT,🟡 Average,HOLD,65.0,Close to ATH (-6.7% from high) - wait for pullback | Strong upside (+23.2%) - analyst support,-6.7,NEUTRAL,STRONG_BUY,False
EPD,0.0,50.0,36.14,,,Enterprise Products Partners L.,61.4,Energy,Oil & Gas Midstream,55.0,50.0,79.4,70.0,60.0,37.04,80071622656.0,80.0,81.6,False,up,,,0.0,-10.5,True,2.0,2.9,3.8,False,38.22,-3.1,8.0,True,"{'roe_pct': 19.5, 'debt_to_equity': 1.14, 'current_ratio': 1.04, 'operating_margin_pct': 14.1}",{'profit_margin_pct': 11.1},37.7,41.0,32.0,20.0,buy,1.8,0.15,-99.6,26.6,-28.2,0.03,0.01,5.87,81.2,7.23,True,-0.37,5.2,1.2,40.0,2026-04-28,False,False,6.0,NEUTRAL,6.36,14.1,6.97,,,,,,90.0,0.0,0.0,,60.4,0.0,15.0,18.4,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.8x ratio, 63% up volume)",MEGA_FLOAT,1448.3,3.0,33.4,80.0,False,up,81.6,5.0,,0.0,True,2.0,2.0,8,42.0,83.3,Top 25%,60.5,3.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,False,3/3,51.56,0.0,0.0,0.0,0.0,3.0,1.0,0.22,-3.0,2.0,37,0,,🔵 DECENT,🟡 Average,AVOID,35.0,Near ATH (-3.1% from high) - poor entry point,-3.1,NEUTRAL,BUY,False
SMBK,0.0,50.0,22.15,,,"SmartFinancial, Inc.",56.5,Financial Services,Banks - Regional,60.0,50.0,57.6,60.0,55.0,37.59,640131968.0,60.0,50.9,False,up,,,0.0,0.6,False,0.0,0.7,1.6,False,43.91,-14.4,6.0,False,"{'roe_pct': 9.6, 'operating_margin_pct': 38.8}",{'profit_margin_pct': 26.1},44.5,48.0,42.0,6.0,none,18.4,,,89.4,137.8,,,0.85,10.7,1.08,False,,,21.0,32.0,2026-04-20,False,False,7.0,NEUTRAL,,,0.22,,,,,,70.0,0.0,0.0,,47.0,0.0,15.0,17.0,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.5x ratio, 58% up volume)",LOW_FLOAT,15.1,0.0,32.0,60.0,False,up,50.9,2.0,,0.0,False,0.0,0.0,5,42.0,90.5,Top 10%,64.4,5.0,0.0,3.0,5.0,0.0,0.0,5.0,5.0,False,3/3,50.599999999999994,0.0,0.0,0.0,0.0,0.0,5.0,2.3,1.0,5.0,,0,,🔵 DECENT,🟡 Average,,,,,,,
BBT,0.0,50.0,23.66,,,Beacon Financial Corporation,71.6,Financial Services,Banks - Regional,55.0,100.0,73.1,60.0,65.0,28.53,2393920000.0,80.0,77.4,False,up,,,0.0,142.6,True,2.0,5.1,4.0,False,32.0,-10.8,6.0,False,"{'roe_pct': 4.9, 'operating_margin_pct': 58.3}",{'profit_margin_pct': 17.6},34.57,42.0,31.0,7.0,buy,21.2,,,30.9,8.3,,,4.51,124.9,4.53,False,,,500.8,35.0,2026-04-23,False,False,4.0,NEUTRAL,,,0.01,,,,,,90.0,0.0,0.0,,57.5,0.0,15.0,21.5,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 55% up volume)",HIGH_FLOAT,82.9,0.0,36.5,80.0,False,up,77.4,5.0,,0.0,True,2.0,2.0,5,42.0,90.5,Top 10%,64.4,5.0,1.0,3.0,5.0,0.0,0.0,5.0,5.0,False,3/3,49.64,0.0,0.0,0.0,-2.0,0.0,5.0,2.65,1.0,0.0,,0,,⚪ WEAK,🟡 Average,HOLD,65.0,Close to ATH (-10.8% from high) - wait for pullback | Strong upside (+21.2%) - analyst support,-10.8,NEUTRAL,BUY,False
NLCP,0.0,50.0,22.47,,,"NewLake Capital Partners, Inc.",59.7,Real Estate,REIT - Specialty,60.0,40.0,68.7,80.0,60.0,15.44,323459904.0,60.0,68.5,False,up,,,0.0,-6.6,True,1.0,,,False,16.75,-7.8,6.0,False,"{'roe_pct': 6.7, 'debt_to_equity': 0.02, 'current_ratio': 3.19, 'operating_margin_pct': 50.9}",{'profit_margin_pct': 51.5},15.5,16.0,15.0,2.0,buy,0.4,20.2,30.8,12.8,-17.1,8.73,1.37,11.14,134.4,,True,-0.08,32.9,-0.1,48.0,2026-05-06,False,False,7.0,NEUTRAL,8.96,,,,,,,,70.0,0.0,0.0,,44.9,0.0,15.0,17.9,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",LOW_FLOAT,16.1,0.0,32.9,60.0,False,up,68.5,2.0,,0.0,True,1.0,2.0,19,42.0,57.1,Medio,42.2,0.0,0.0,3.0,5.0,0.0,0.0,5.0,5.0,False,3/3,48.879999999999995,0.0,0.0,8.0,-5.0,3.0,0.0,0.05,-3.0,5.0,,0,,⚪ WEAK,🟡 Average,,,,,,,
THRY,0.0,50.0,0.0,,,"Thryv Holdings, Inc.",43.5,Technology,Software - Application,50.0,50.0,15.0,40.0,70.0,2.56,113062456.0,15.0,3.4,False,down,,,0.0,5.7,False,0.0,11.6,2.1,True,15.74,-83.7,1.0,False,"{'roe_pct': 0.1, 'debt_to_equity': 1.2, 'current_ratio': 1.0, 'operating_margin_pct': 1.9}",{'profit_margin_pct': 0.0},4.75,6.0,4.0,4.0,buy,85.5,22.6,782.8,0.1,-96.1,60.01,1.54,,,,True,-4.42,1.5,,42.0,2026-04-30,False,False,6.0,NEUTRAL,14.24,101.8,0.01,,,,,,70.0,0.0,0.0,,0.0,0.0,15.0,13.0,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 58% up volume)",MEDIUM_FLOAT,32.9,20.0,28.0,15.0,False,down,3.4,0.0,,0.0,False,0.0,0.0,42,42.0,2.4,Bottom 25%,4.6,-3.0,3.0,-5.0,-5.0,0.0,0.0,5.0,5.0,False,2/3,48.4,0.0,0.0,8.0,0.0,3.0,0.0,10.69,3.0,2.0,3,0,,⚪ WEAK,🟡 Average,,,,,,,
CSBB,0.0,50.0,36.54,,,"CSB Bancorp, Inc.",65.4,Financial Services,Banks - Regional,60.0,60.0,88.3,65.0,50.0,57.98,152442528.0,100.0,100.0,True,up,,,0.0,12.9,False,0.0,,,False,58.992,-1.7,8.0,True,"{'roe_pct': 11.1, 'operating_margin_pct': 25.3}",{'profit_margin_pct': 30.2},,,,,none,,,,50.7,-12.6,,,2.88,32.3,3.51,True,-0.72,,-9.2,,,False,False,6.0,NEUTRAL,,,,,,,,,70.0,0.0,0.0,,69.6,0.0,15.0,19.6,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.7x ratio, 50% up volume)",MICRO_FLOAT,2.4,0.0,34.6,100.0,True,up,100.0,10.0,,0.0,False,0.0,0.0,5,42.0,90.5,Top 10%,64.4,5.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,False,3/3,47.736,0.0,0.0,0.0,3.0,3.0,0.0,,0.0,2.0,,0,,⚪ WEAK,🟡 Average,AVOID,30.0,Near ATH (-1.7% from high) - poor entry point,-1.7,NEUTRAL,NONE,False
FMBM,0.0,50.0,36.54,,,F & M Bank Corp.,65.4,Financial Services,Banks - Regional,60.0,60.0,88.3,65.0,50.0,30.97,110162144.0,100.0,95.2,True,up,,,0.0,11.7,False,0.0,,,False,32.25,-4.0,8.0,True,"{'roe_pct': 11.8, 'operating_margin_pct': 26.0}",{'profit_margin_pct': 22.5},,,,,none,,,,79.27,156.0,,,3.36,34.9,4.58,False,,,13.3,,,False,False,5.0,NEUTRAL,,,0.39,,,,,,100.0,0.0,0.0,,49.6,0.0,15.0,19.6,2026-03-19 07:56:33,2026-03-19,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_DISTRIBUTION,10,"Strong selling pressure (0.5x ratio, 26% up volume)",MICRO_FLOAT,2.7,20.0,34.6,100.0,True,up,95.2,10.0,,0.0,False,0.0,0.0,5,42.0,90.5,Top 10%,64.4,5.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,False,2/3,47.736,0.0,0.0,0.0,5.0,0.0,3.0,,0.0,0.0,,0,,⚪ WEAK,🟡 Average,,,,,,,
