ticker,company_name,sentiment,flow_score,quality,current_price,total_premium,put_call_ratio,unusual_calls,unusual_puts,detected_date,expiration_date,days_to_expiration,total_unusual,call_premium,put_premium,sentiment_emoji,top_calls,top_puts
ALLY,Ally Financial,NEUTRAL,90,🔥🔥🔥 WHALE ACTIVITY,38.09,1777384.0,0.54,3,3,2026-03-20,2026-03-20,-1,6,1156619.0,620765.0,🟡,"[{'type': 'CALL', 'strike': 25.0, 'volume': 320, 'oi': 0, 'vol_oi_ratio': 320, 'last_price': 17.5, 'premium': 560000.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 20.0, 'volume': 170, 'oi': 0, 'vol_oi_ratio': 170, 'last_price': 22.4, 'premium': 380799.99999999994, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 37.0, 'volume': 2017, 'oi': 0, 'vol_oi_ratio': 2017, 'last_price': 1.07, 'premium': 215819.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 47.0, 'volume': 350, 'oi': 0, 'vol_oi_ratio': 350, 'last_price': 10.5, 'premium': 367500.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 43.0, 'volume': 368, 'oi': 0, 'vol_oi_ratio': 368, 'last_price': 6.4, 'premium': 235520.00000000003, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 38.0, 'volume': 507, 'oi': 0, 'vol_oi_ratio': 507, 'last_price': 0.35, 'premium': 17745.0, 'itm': False, 'implied_volatility': 0.015634843750000002}]"
CSGP,CSGP,BEARISH,90,🔥🔥🔥 WHALE ACTIVITY,42.82,3282158.0,999.0,0,5,2026-03-20,2026-03-20,-1,5,0.0,3282158.0,🔴,[],"[{'type': 'PUT', 'strike': 55.0, 'volume': 986.0, 'oi': 0, 'vol_oi_ratio': 986.0, 'last_price': 11.58, 'premium': 1141788.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 60.0, 'volume': 500.0, 'oi': 0, 'vol_oi_ratio': 500.0, 'last_price': 16.5, 'premium': 825000.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 65.0, 'volume': 370.0, 'oi': 0, 'vol_oi_ratio': 370.0, 'last_price': 22.1, 'premium': 817700.0000000001, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
HUM,HUM,BEARISH,90,🔥🔥🔥 WHALE ACTIVITY,166.45,55886117.0,2485.15,2,7,2026-03-20,2026-03-20,-1,9,22479.0,55863638.0,🔴,"[{'type': 'CALL', 'strike': 172.5, 'volume': 238.0, 'oi': 0, 'vol_oi_ratio': 238.0, 'last_price': 0.5, 'premium': 11900.0, 'itm': False, 'implied_volatility': 0.12500875}, {'type': 'CALL', 'strike': 175.0, 'volume': 149.0, 'oi': 0, 'vol_oi_ratio': 149.0, 'last_price': 0.71, 'premium': 10579.0, 'itm': False, 'implied_volatility': 0.2500075}]","[{'type': 'PUT', 'strike': 290.0, 'volume': 2190.0, 'oi': 0, 'vol_oi_ratio': 2190.0, 'last_price': 120.8, 'premium': 26455200.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 200.0, 'volume': 3756.0, 'oi': 0, 'vol_oi_ratio': 3756.0, 'last_price': 31.0, 'premium': 11643600.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 240.0, 'volume': 860.0, 'oi': 0, 'vol_oi_ratio': 860.0, 'last_price': 71.0, 'premium': 6106000.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
ABT,Abbott Laboratories,BEARISH,90,🔥🔥🔥 WHALE ACTIVITY,107.19,66488402.0,999.0,0,6,2026-03-20,2026-03-20,-1,6,0.0,66488402.0,🔴,[],"[{'type': 'PUT', 'strike': 125.0, 'volume': 12797.0, 'oi': 0, 'vol_oi_ratio': 12797.0, 'last_price': 17.13, 'premium': 21921261.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 120.0, 'volume': 11862.0, 'oi': 0, 'vol_oi_ratio': 11862.0, 'last_price': 13.0, 'premium': 15420600.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 130.0, 'volume': 6340.0, 'oi': 0, 'vol_oi_ratio': 6340.0, 'last_price': 24.05, 'premium': 15247700.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
PODD,Insulet,BEARISH,70,🔥🔥 STRONG FLOW,228.63,839510.0,999.0,0,1,2026-03-20,2026-03-20,-1,1,0.0,839510.0,🔴,[],"[{'type': 'PUT', 'strike': 290.0, 'volume': 179.0, 'oi': 0, 'vol_oi_ratio': 179.0, 'last_price': 46.9, 'premium': 839510.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
EXE,EXE,BULLISH,70,🔥🔥 STRONG FLOW,107.95,511706.0,0.11,3,1,2026-03-20,2026-03-20,-1,4,461318.0,50388.0,🟢,"[{'type': 'CALL', 'strike': 75.0, 'volume': 110.0, 'oi': 0, 'vol_oi_ratio': 110.0, 'last_price': 30.62, 'premium': 336820.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 100.0, 'volume': 109.0, 'oi': 0, 'vol_oi_ratio': 109.0, 'last_price': 9.1, 'premium': 99190.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 110.0, 'volume': 333.0, 'oi': 0, 'vol_oi_ratio': 333.0, 'last_price': 0.76, 'premium': 25308.0, 'itm': False, 'implied_volatility': 0.12500875}]","[{'type': 'PUT', 'strike': 95.0, 'volume': 16796.0, 'oi': 0, 'vol_oi_ratio': 16796.0, 'last_price': 0.03, 'premium': 50388.0, 'itm': False, 'implied_volatility': 0.500005}]"
FIS,"Fidelity National Information Services,",BEARISH,70,🔥🔥 STRONG FLOW,49.26,817550.0,999.0,0,3,2026-03-20,2026-03-20,-1,3,0.0,817550.0,🔴,[],"[{'type': 'PUT', 'strike': 70.0, 'volume': 160.0, 'oi': 0, 'vol_oi_ratio': 160.0, 'last_price': 21.02, 'premium': 336320.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 62.5, 'volume': 270.0, 'oi': 0, 'vol_oi_ratio': 270.0, 'last_price': 11.21, 'premium': 302670.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 60.0, 'volume': 192.0, 'oi': 0, 'vol_oi_ratio': 192.0, 'last_price': 9.3, 'premium': 178560.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
GPN,Global Payments,BULLISH,60,🔥 NOTABLE FLOW,68.18,327000.0,0.0,1,0,2026-03-20,2026-03-20,-1,1,327000.0,0.0,🟢,"[{'type': 'CALL', 'strike': 60.0, 'volume': 300.0, 'oi': 0, 'vol_oi_ratio': 300.0, 'last_price': 10.9, 'premium': 327000.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]",[]
ENPH,"Enphase Energy,",BULLISH,60,🔥 NOTABLE FLOW,44.64,261034.0,0.08,2,1,2026-03-20,2026-03-20,-1,3,241564.0,19470.0,🟢,"[{'type': 'CALL', 'strike': 40.0, 'volume': 266.0, 'oi': 0, 'vol_oi_ratio': 266.0, 'last_price': 4.6, 'premium': 122359.99999999999, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 45.0, 'volume': 1753.0, 'oi': 0, 'vol_oi_ratio': 1753.0, 'last_price': 0.68, 'premium': 119204.00000000001, 'itm': False, 'implied_volatility': 0.062509375}]","[{'type': 'PUT', 'strike': 45.0, 'volume': 177.0, 'oi': 0, 'vol_oi_ratio': 177.0, 'last_price': 1.1, 'premium': 19470.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
CDNS,CDNS,BEARISH,50,🔥 NOTABLE FLOW,287.4,53076.0,2.77,1,1,2026-03-20,2026-03-20,-1,2,14076.0,39000.0,🔴,"[{'type': 'CALL', 'strike': 370.0, 'volume': 138.0, 'oi': 0, 'vol_oi_ratio': 138.0, 'last_price': 1.02, 'premium': 14076.0, 'itm': False, 'implied_volatility': 0.500005}]","[{'type': 'PUT', 'strike': 245.0, 'volume': 3900.0, 'oi': 0, 'vol_oi_ratio': 3900.0, 'last_price': 0.1, 'premium': 39000.0, 'itm': False, 'implied_volatility': 0.500005}]"
ROP,"Roper Technologies,",BULLISH,50,🔥 NOTABLE FLOW,353.26,20100.0,0.0,1,0,2026-03-20,2026-03-20,-1,1,20100.0,0.0,🟢,"[{'type': 'CALL', 'strike': 380.0, 'volume': 134.0, 'oi': 0, 'vol_oi_ratio': 134.0, 'last_price': 1.5, 'premium': 20100.0, 'itm': False, 'implied_volatility': 0.2500075}]",[]
LAW,"CS Disco,",BEARISH,50,🔥 NOTABLE FLOW,4.27,11000.0,999.0,0,1,2026-03-20,2026-03-20,-1,1,0.0,11000.0,🔴,[],"[{'type': 'PUT', 'strike': 5.0, 'volume': 100, 'oi': 0, 'vol_oi_ratio': 100, 'last_price': 1.1, 'premium': 11000.000000000002, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
