ticker,company_name,sentiment,flow_score,quality,current_price,total_premium,put_call_ratio,unusual_calls,unusual_puts,detected_date,expiration_date,days_to_expiration,total_unusual,call_premium,put_premium,sentiment_emoji,top_calls,top_puts
INTC,Intel,BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,46.18,13066716.0,0.13,33,14,2026-03-20,2026-03-20,-1,47,11585289.0,1481427.0,🟢,"[{'type': 'CALL', 'strike': 44.5, 'volume': 6204, 'oi': 0, 'vol_oi_ratio': 6204, 'last_price': 1.82, 'premium': 1129128.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 44.0, 'volume': 4155, 'oi': 0, 'vol_oi_ratio': 4155, 'last_price': 2.33, 'premium': 968115.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 20.0, 'volume': 341, 'oi': 0, 'vol_oi_ratio': 341, 'last_price': 26.21, 'premium': 893761.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 45.5, 'volume': 10861, 'oi': 0, 'vol_oi_ratio': 10861, 'last_price': 0.35, 'premium': 380135.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'PUT', 'strike': 45.0, 'volume': 11198, 'oi': 0, 'vol_oi_ratio': 11198, 'last_price': 0.21, 'premium': 235158.0, 'itm': False, 'implied_volatility': 0.12500875}, {'type': 'PUT', 'strike': 46.0, 'volume': 3541, 'oi': 0, 'vol_oi_ratio': 3541, 'last_price': 0.55, 'premium': 194755.00000000003, 'itm': False, 'implied_volatility': 0.0312596875}]"
URI,"United Rentals,",BEARISH,100,🔥🔥🔥 WHALE ACTIVITY,719.95,149461246.0,7847.21,1,17,2026-03-20,2026-03-20,-1,18,19044.0,149442202.0,🔴,"[{'type': 'CALL', 'strike': 945.0, 'volume': 414.0, 'oi': 0, 'vol_oi_ratio': 414.0, 'last_price': 0.46, 'premium': 19044.0, 'itm': False, 'implied_volatility': 0.500005}]","[{'type': 'PUT', 'strike': 840.0, 'volume': 2180.0, 'oi': 0.0, 'vol_oi_ratio': 2180.0, 'last_price': 113.0, 'premium': 24634000.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 890.0, 'volume': 900.0, 'oi': 0.0, 'vol_oi_ratio': 900.0, 'last_price': 161.0, 'premium': 14490000.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 800.0, 'volume': 1813.0, 'oi': 0.0, 'vol_oi_ratio': 1813.0, 'last_price': 73.0, 'premium': 13234900.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
CVS,CVS Health,BEARISH,100,🔥🔥🔥 WHALE ACTIVITY,71.86,13366693.0,4.83,2,9,2026-03-20,2026-03-20,-1,11,2293175.0,11073518.0,🔴,"[{'type': 'CALL', 'strike': 52.5, 'volume': 475, 'oi': 0, 'vol_oi_ratio': 475, 'last_price': 29.45, 'premium': 1398875.0, 'itm': True, 'implied_volatility': 10.373050391845705}, {'type': 'CALL', 'strike': 55.0, 'volume': 330, 'oi': 0, 'vol_oi_ratio': 330, 'last_price': 27.1, 'premium': 894300.0, 'itm': True, 'implied_volatility': 9.550785280761719}]","[{'type': 'PUT', 'strike': 80.0, 'volume': 4013.0, 'oi': 0, 'vol_oi_ratio': 4013.0, 'last_price': 8.33, 'premium': 3342829.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 82.5, 'volume': 2209.0, 'oi': 0, 'vol_oi_ratio': 2209.0, 'last_price': 12.5, 'premium': 2761250.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 85.0, 'volume': 1510.0, 'oi': 0, 'vol_oi_ratio': 1510.0, 'last_price': 15.15, 'premium': 2287650.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
BA,The Boeing,BEARISH,100,🔥🔥🔥 WHALE ACTIVITY,201.18,282912919.0,95.14,7,22,2026-03-20,2026-03-20,-1,29,2942656.0,279970263.0,🔴,"[{'type': 'CALL', 'strike': 200.0, 'volume': 5722, 'oi': 0, 'vol_oi_ratio': 5722, 'last_price': 2.6, 'premium': 1487720.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 202.5, 'volume': 3657, 'oi': 0, 'vol_oi_ratio': 3657, 'last_price': 1.19, 'premium': 435183.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'CALL', 'strike': 195.0, 'volume': 538, 'oi': 0, 'vol_oi_ratio': 538, 'last_price': 6.4, 'premium': 344320.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 240.0, 'volume': 17340.0, 'oi': 0, 'vol_oi_ratio': 17340.0, 'last_price': 34.71, 'premium': 60187140.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 230.0, 'volume': 17059.0, 'oi': 0, 'vol_oi_ratio': 17059.0, 'last_price': 32.45, 'premium': 55356455.00000001, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 245.0, 'volume': 11199.0, 'oi': 0, 'vol_oi_ratio': 11199.0, 'last_price': 40.35, 'premium': 45187965.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
CRM,"Salesforce,",BEARISH,100,🔥🔥🔥 WHALE ACTIVITY,194.99,186280082.0,186.13,7,15,2026-03-20,2026-03-20,-1,22,995443.0,185284639.0,🔴,"[{'type': 'CALL', 'strike': 167.5, 'volume': 128.0, 'oi': 0, 'vol_oi_ratio': 128.0, 'last_price': 25.45, 'premium': 325760.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 195.0, 'volume': 1548.0, 'oi': 0, 'vol_oi_ratio': 1548.0, 'last_price': 2.0, 'premium': 309600.0, 'itm': False, 'implied_volatility': 0.000986552734375}, {'type': 'CALL', 'strike': 185.0, 'volume': 105.0, 'oi': 0, 'vol_oi_ratio': 105.0, 'last_price': 10.04, 'premium': 105419.99999999999, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 230.0, 'volume': 19854.0, 'oi': 0, 'vol_oi_ratio': 19854.0, 'last_price': 36.2, 'premium': 71871480.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 220.0, 'volume': 15164.0, 'oi': 0, 'vol_oi_ratio': 15164.0, 'last_price': 24.7, 'premium': 37455080.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 240.0, 'volume': 7419.0, 'oi': 0, 'vol_oi_ratio': 7419.0, 'last_price': 43.0, 'premium': 31901700.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
HYMC,Hycroft Mining Holding,BEARISH,100,🔥🔥🔥 WHALE ACTIVITY,31.76,11938631.0,119.45,3,12,2026-03-20,2026-03-20,-1,15,99118.0,11839513.0,🔴,"[{'type': 'CALL', 'strike': 32.0, 'volume': 628, 'oi': 0, 'vol_oi_ratio': 628, 'last_price': 0.86, 'premium': 54008.00000000001, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 30.0, 'volume': 136, 'oi': 0, 'vol_oi_ratio': 136, 'last_price': 2.1, 'premium': 28560.000000000004, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 33.0, 'volume': 331, 'oi': 0, 'vol_oi_ratio': 331, 'last_price': 0.5, 'premium': 16550.0, 'itm': False, 'implied_volatility': 0.2500075}]","[{'type': 'PUT', 'strike': 40.0, 'volume': 4620.0, 'oi': 0, 'vol_oi_ratio': 4620.0, 'last_price': 8.52, 'premium': 3936240.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 50.0, 'volume': 1283.0, 'oi': 0, 'vol_oi_ratio': 1283.0, 'last_price': 19.41, 'premium': 2490303.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 45.0, 'volume': 1775.0, 'oi': 0, 'vol_oi_ratio': 1775.0, 'last_price': 13.85, 'premium': 2458375.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
USAR,"USA Rare Earth,",BEARISH,100,🔥🔥🔥 WHALE ACTIVITY,17.81,7884244.0,219.77,2,16,2026-03-20,2026-03-20,-1,18,35712.0,7848532.0,🔴,"[{'type': 'CALL', 'strike': 18.0, 'volume': 524, 'oi': 0, 'vol_oi_ratio': 524, 'last_price': 0.36, 'premium': 18864.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 17.0, 'volume': 162, 'oi': 0, 'vol_oi_ratio': 162, 'last_price': 1.04, 'premium': 16848.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 35.0, 'volume': 1340, 'oi': 0, 'vol_oi_ratio': 1340, 'last_price': 16.81, 'premium': 2252540.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 41.0, 'volume': 540, 'oi': 0, 'vol_oi_ratio': 540, 'last_price': 23.79, 'premium': 1284660.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 38.0, 'volume': 530, 'oi': 0, 'vol_oi_ratio': 530, 'last_price': 19.8, 'premium': 1049400.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
MSTR,Strategy,BEARISH,100,🔥🔥🔥 WHALE ACTIVITY,138.24,1084471802.0,91.6,24,44,2026-03-20,2026-03-20,-1,68,11711677.0,1072760125.0,🔴,"[{'type': 'CALL', 'strike': 135.0, 'volume': 4202.0, 'oi': 0, 'vol_oi_ratio': 4202.0, 'last_price': 4.15, 'premium': 1743830.0000000002, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 140.0, 'volume': 10936.0, 'oi': 0, 'vol_oi_ratio': 10936.0, 'last_price': 1.5, 'premium': 1640400.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 136.0, 'volume': 4237.0, 'oi': 0, 'vol_oi_ratio': 4237.0, 'last_price': 3.65, 'premium': 1546505.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 400.0, 'volume': 15377.0, 'oi': 0, 'vol_oi_ratio': 15377.0, 'last_price': 259.7, 'premium': 399340690.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 390.0, 'volume': 9997.0, 'oi': 0, 'vol_oi_ratio': 9997.0, 'last_price': 254.75, 'premium': 254673575.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 350.0, 'volume': 5175.0, 'oi': 0, 'vol_oi_ratio': 5175.0, 'last_price': 214.95, 'premium': 111236625.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
KKR,KKR &,BEARISH,90,🔥🔥🔥 WHALE ACTIVITY,90.6,33520770.0,999.0,0,8,2026-03-20,2026-03-20,-1,8,0.0,33520770.0,🔴,[],"[{'type': 'PUT', 'strike': 120.0, 'volume': 5150.0, 'oi': 0, 'vol_oi_ratio': 5150.0, 'last_price': 29.19, 'premium': 15032850.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 110.0, 'volume': 2870.0, 'oi': 0, 'vol_oi_ratio': 2870.0, 'last_price': 20.8, 'premium': 5969600.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 125.0, 'volume': 1670.0, 'oi': 0, 'vol_oi_ratio': 1670.0, 'last_price': 35.7, 'premium': 5961900.000000001, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
PRU,"Prudential Financial,",BEARISH,90,🔥🔥🔥 WHALE ACTIVITY,92.51,16393390.0,999.0,0,6,2026-03-20,2026-03-20,-1,6,0.0,16393390.0,🔴,[],"[{'type': 'PUT', 'strike': 115.0, 'volume': 2630.0, 'oi': 0, 'vol_oi_ratio': 2630.0, 'last_price': 22.53, 'premium': 5925390.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 110.0, 'volume': 2970.0, 'oi': 0, 'vol_oi_ratio': 2970.0, 'last_price': 18.6, 'premium': 5524200.000000001, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 100.0, 'volume': 4015.0, 'oi': 0, 'vol_oi_ratio': 4015.0, 'last_price': 7.5, 'premium': 3011250.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
