Ticker,Insider,Title,Date,Type,Price,Qty,Owned,Value,Source,ScrapedAt,Chart_Daily,Chart_Weekly
2026-03-24 08:47:10,KLC,"Kindercare Learning Companies, Inc.",Dir,P - Purchase,2.22,25000,46905,55%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/KLC_d.png,reports/graphs/KLC_w.png
2026-03-24 08:47:10,FMBM,F&M Bank Corp,"EVP, Chief Lending Officer",P - Purchase,30.59,1651,9833,50%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/FMBM_d.png,reports/graphs/FMBM_w.png
2026-03-24 08:47:10,IBIO,"Ibio, Inc.",CFO,P - Purchase,2.02,24835,35974,50%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/IBIO_d.png,reports/graphs/IBIO_w.png
2026-03-24 08:47:10,KLTR,Kaltura Inc,CEO,P - Purchase,1.13,44100,14971723,49%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/KLTR_d.png,reports/graphs/KLTR_w.png
2026-03-24 08:47:10,KLTR,Kaltura Inc,CEO,P - Purchase,1.14,43550,15015273,49%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/KLTR_d.png,reports/graphs/KLTR_w.png
2026-03-24 08:47:10,SRBK,"Sr Bancorp, Inc.","SVP, CFO",P - Purchase,16.4,3000,31078,49%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/SRBK_d.png,reports/graphs/SRBK_w.png
2026-03-24 08:47:10,FMBM,F&M Bank Corp,"EVP, Chief Experience Officer",P - Purchase,30.59,1524,10190,46%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/FMBM_d.png,reports/graphs/FMBM_w.png
2026-03-24 08:47:10,WD,"Walker & Dunlop, Inc.",Dir,P - Purchase,45.78,1000,84325,45%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/WD_d.png,reports/graphs/WD_w.png
2026-03-24 08:47:10,FMBM,F&M Bank Corp,"EVP, Chief HR",P - Purchase,30.59,1321,8107,40%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/FMBM_d.png,reports/graphs/FMBM_w.png
2026-03-24 08:47:10,EML,Eastern Co,"Dir, 10%",P - Purchase,20.11,2000,688853,40%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/EML_d.png,reports/graphs/EML_w.png
2026-03-24 08:47:10,MNR,Mach Natural Resources LP,See Remarks,P - Purchase,13.96,2000,15587,27%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/MNR_d.png,reports/graphs/MNR_w.png
2026-03-24 08:47:10,BBSI,Barrett Business Services Inc,Dir,P - Purchase,27.9,1000,18943,27%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/BBSI_d.png,reports/graphs/BBSI_w.png
2026-03-24 08:47:10,ACOG,Alpha Cognition Inc.,10%,P - Purchase,5.73,4575,2529918,26%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/ACOG_d.png,reports/graphs/ACOG_w.png
2026-03-24 08:47:10,WULF,Terawulf Inc.,Dir,P - Purchase,15.04,1665,280052,25%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/WULF_d.png,reports/graphs/WULF_w.png
2026-03-24 08:47:10,IBIO,"Ibio, Inc.",See Remarks,P - Purchase,2.02,12336,30652,24%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/IBIO_d.png,reports/graphs/IBIO_w.png
2026-03-24 08:47:10,TGEN,Tecogen Inc.,"GC, Secretary",P - Purchase,2.38,10000,22612,23%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/TGEN_d.png,reports/graphs/TGEN_w.png
2026-03-24 08:47:10,NUTX,Nutex Health Inc.,Pres,P - Purchase,94.07,252,7765,23%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/NUTX_d.png,reports/graphs/NUTX_w.png
2026-03-24 08:47:10,TGEN,Tecogen Inc.,CAO,P - Purchase,2.23,10000,52962,22%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/TGEN_d.png,reports/graphs/TGEN_w.png
2026-03-24 08:47:10,CLIR,Clearsign Technologies Corp,Dir,P - Purchase,4.28,4000,4000,17%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/CLIR_d.png,reports/graphs/CLIR_w.png
2026-03-24 08:47:10,EKSO,"Ekso Bionics Holdings, Inc.",COO,P - Purchase,11.85,1308,30070,15%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/EKSO_d.png,reports/graphs/EKSO_w.png
2026-03-24 08:47:10,CULP,Culp Inc,COO,P - Purchase,3.08,5000,20000,15%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/CULP_d.png,reports/graphs/CULP_w.png
2026-03-24 08:47:10,NUTX,Nutex Health Inc.,Dir,P - Purchase,93.56,150,150,14%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/NUTX_d.png,reports/graphs/NUTX_w.png
2026-03-24 08:47:10,THRY,"Thryv Holdings, Inc.",Dir,P - Purchase,2.6,5000,16035,13%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/THRY_d.png,reports/graphs/THRY_w.png
2026-03-24 08:47:10,OPK,"Opko Health, Inc.",Dir,P - Purchase,1.14,10000,403515,11%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/OPK_d.png,reports/graphs/OPK_w.png
2026-03-24 08:47:10,CBKM,Consumers Bancorp Inc /Oh/,Dir,P - Purchase,25.9,420,27383,10%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/CBKM_d.png,reports/graphs/CBKM_w.png
2026-03-24 08:47:10,FMBM,F&M Bank Corp,Dir,P - Purchase,20.42,485,3733,9%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/FMBM_d.png,reports/graphs/FMBM_w.png
2026-03-24 08:47:10,QRHC,Quest Resource Holding Corp,Dir,P - Purchase,0.9,11000,48500,9%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/QRHC_d.png,reports/graphs/QRHC_w.png
2026-03-24 08:47:10,BUSE,First Busey Corp /Nv/,Dir,P - Purchase,24.0,400,502081,9%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/BUSE_d.png,reports/graphs/BUSE_w.png
2026-03-24 08:47:10,CULP,Culp Inc,"Pres, CEO",P - Purchase,3.13,2941,422328,9%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/CULP_d.png,reports/graphs/CULP_w.png
2026-03-24 08:47:10,FMBM,F&M Bank Corp,Dir,P - Purchase,30.59,292,149734,8%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/FMBM_d.png,reports/graphs/FMBM_w.png
2026-03-24 08:47:10,FMBM,F&M Bank Corp,Dir,P - Purchase,30.59,269,469,8%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/FMBM_d.png,reports/graphs/FMBM_w.png
2026-03-24 08:47:10,CMT,Core Molding Technologies Inc,COO,P - Purchase,20.05,400,168899,8%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/CMT_d.png,reports/graphs/CMT_w.png
2026-03-24 08:47:10,QRHC,Quest Resource Holding Corp,"Dir, 10%",P - Purchase,0.87,8500,2962598,7%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/QRHC_d.png,reports/graphs/QRHC_w.png
2026-03-24 08:47:10,TGEN,Tecogen Inc.,CEO,P - Purchase,2.3,3000,67193,6%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/TGEN_d.png,reports/graphs/TGEN_w.png
2026-03-24 08:47:10,OBT,"Orange County Bancorp, Inc. /De/","Pres, CEO",P - Purchase,31.25,200,145849,6%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/OBT_d.png,reports/graphs/OBT_w.png
2026-03-24 08:47:10,FMBM,F&M Bank Corp,Dir,P - Purchase,30.59,202,3240,6%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/FMBM_d.png,reports/graphs/FMBM_w.png
2026-03-24 08:47:10,GAIA,"Gaia, Inc",Dir,P - Purchase,3.01,2000,306457,6%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/GAIA_d.png,reports/graphs/GAIA_w.png
2026-03-24 08:47:10,THRY,"Thryv Holdings, Inc.",Dir,P - Purchase,2.66,2000,40370,5%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/THRY_d.png,reports/graphs/THRY_w.png
2026-03-24 08:47:10,HKHC,Horizon Kinetics Holding Corp,Dir,P - Purchase,33.96,150,400,5%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/HKHC_d.png,reports/graphs/HKHC_w.png
2026-03-24 08:47:10,DLPN,"Dolphin Entertainment, Inc.",CEO,P - Purchase,1.59,3100,569831,4%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/DLPN_d.png,reports/graphs/DLPN_w.png
2026-03-24 08:47:10,LGHL,Lion Group Holding Ltd,10%,P - Purchase,1.1,4122,14141,4%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/LGHL_d.png,reports/graphs/LGHL_w.png
2026-03-24 08:47:10,AASP,Agassi Sports Entertainment Corp.,CFO,P - Purchase,4.15,1000,2000,4%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/AASP_d.png,reports/graphs/AASP_w.png
2026-03-24 08:47:10,EMYB,"Embassy Bancorp, Inc.","COB, Pres, CEO",P - Purchase,19.62,200,547024,3%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/EMYB_d.png,reports/graphs/EMYB_w.png
2026-03-24 08:47:10,BUKS,Butler National Corp,"Dir, 10%",P - Purchase,3.88,1000,8860000,3%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/BUKS_d.png,reports/graphs/BUKS_w.png
2026-03-24 08:47:10,LAC,Lithium Americas Corp.,Dir,P - Purchase,3.78,1000,7201,3%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/LAC_d.png,reports/graphs/LAC_w.png
2026-03-24 08:47:10,CBKM,Consumers Bancorp Inc /Oh/,"SVP, Retail Operations, Sales",P - Purchase,25.84,120,13541,3%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/CBKM_d.png,reports/graphs/CBKM_w.png
2026-03-24 08:47:10,HKHC,Horizon Kinetics Holding Corp,"CEO, CIO, 10%",P - Purchase,34.06,89,9303677,3%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/HKHC_d.png,reports/graphs/HKHC_w.png
2026-03-24 08:47:10,FMBM,F&M Bank Corp,Dir,P - Purchase,30.59,91,20941,2%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/FMBM_d.png,reports/graphs/FMBM_w.png
2026-03-24 08:47:10,ACIC,American Coastal Insurance Corp,Dir,P - Purchase,11.05,200,308816,2%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/ACIC_d.png,reports/graphs/ACIC_w.png
2026-03-24 08:47:10,TPL,Texas Pacific Land Corp,10%,P - Purchase,533.81,1,3467930,534%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/TPL_d.png,reports/graphs/TPL_w.png
2026-03-24 08:47:10,PMO,Putnam Municipal Opportunities Trust,10%,P - Purchase,10.57,50,0,529%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/PMO_d.png,reports/graphs/PMO_w.png
2026-03-24 08:47:10,TPL,Texas Pacific Land Corp,10%,P - Purchase,527.28,1,3467929,527%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/TPL_d.png,reports/graphs/TPL_w.png
2026-03-24 08:47:10,MNTR,"Mentor Capital, Inc.","CEO, 10%",P - Purchase,0.08,2300,3196296,181%,OpenInsider.com,2026-03-24 08:47:10,reports/graphs/MNTR_d.png,reports/graphs/MNTR_w.png
