ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,analyzed_at
CNI,Canadian National Railway Compa,69.7,⭐⭐ GOOD,🟡 Good,85.0,70.0,58.7,60.0,60.0,35.0,48.4,False,up,7.5,True,1,1.4,True,2,"{'eps_growth_yoy': 7.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.3}","{'revenue_growth_yoy': 1.4, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 13.8, 'rs_6m': 14.2, 'rs_line_percentile': 48.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 22.1, 'debt_to_equity': 1.0, 'current_ratio': 0.67, 'operating_margin_pct': 42.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 3.2}",110.09,67395452928,Industrials,Railroads,,1.1,False,113.09,-2.7,6.0,False,113.6,130.7,98.02,13.0,buy,3.2,81.31,-26.1,62.24,-43.5,3.53,3.9,2.39,46.9,2.63,2.02,True,-3.14,7.9,8.0,15.0,2026-04-29,False,True,7.0,NEUTRAL,8.1,14.5,1.53,2026-04-13T14:17:45.130132
CLPBY,Coloplast AS,69.5,⭐⭐ GOOD,🟡 Good,100.0,70.0,15.0,80.0,70.0,15.0,1.3,False,down,33.8,True,2,0.2,True,2,"{'eps_growth_yoy': 33.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 14.3}","{'revenue_growth_yoy': 0.2, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -22.3, 'rs_6m': -26.2, 'rs_line_percentile': 1.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 27.3, 'debt_to_equity': 1.82, 'current_ratio': 1.3, 'operating_margin_pct': 26.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 52.2}",6.68,15245810688,Healthcare,Medical Instruments & Supplies,,,False,11.44,-41.6,0.0,False,10.16,12.2,8.45,4.0,buy,52.2,70.96,962.3,8.4,25.7,22.76,1.67,5.35,129.2,0.36,2.58,False,,6.4,23.7,,,False,False,7.0,NEUTRAL,28.22,105.6,0.46,2026-04-13T14:17:21.840483
ECL,Ecolab Inc.,69.1,⭐⭐ GOOD,🟡 Good,90.0,60.0,46.7,75.0,65.0,35.0,37.7,False,flat,40.1,False,0,13.6,False,0,"{'eps_growth_yoy': 40.1, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 12.9}","{'revenue_growth_yoy': 13.6, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 2.7, 'rs_6m': -1.0, 'rs_line_percentile': 37.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 35}","{'roe_pct': 22.5, 'debt_to_equity': 0.92, 'current_ratio': 1.08, 'operating_margin_pct': 19.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.8}",273.29,77183598592,Basic Materials,Specialty Chemicals,1.2,1.7,False,309.27,-11.6,5.0,False,319.29,352.0,270.0,21.0,buy,16.8,171.55,-37.2,146.85,-46.3,2.13,5.82,1.01,36.8,2.76,1.05,True,-1.02,9.3,20.2,14.0,2026-04-28,False,True,6.0,NEUTRAL,3.34,52.2,1.4,2026-04-13T14:17:27.483264
MKC,"McCormick & Company, Incorporat",68.5,⭐⭐ GOOD,🟡 Good,100.0,60.0,36.0,65.0,65.0,15.0,7.4,False,down,484.2,True,1,12.9,False,0,"{'eps_growth_yoy': 484.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 23.1}","{'revenue_growth_yoy': 12.9, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -18.9, 'rs_6m': -19.4, 'rs_line_percentile': 7.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 25.3, 'debt_to_equity': 0.65, 'current_ratio': 0.76, 'operating_margin_pct': 14.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.7}",53.71,14439568384,Consumer Defensive,Packaged Foods,,0.0,False,78.16,-31.3,0.0,False,62.69,77.0,52.0,13.0,buy,16.7,62.24,15.9,183.0,240.7,2.58,1.47,3.57,30.0,1.92,2.03,True,-0.2,5.7,369.8,79.0,2026-07-02,False,False,6.0,NEUTRAL,5.61,66.6,0.03,2026-04-13T14:22:36.213740
AON,Aon plc,68.2,⭐⭐ GOOD,🟡 Good,100.0,50.0,36.0,80.0,65.0,15.0,4.3,False,down,75.4,True,2,-9.1,True,2,"{'eps_growth_yoy': 75.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.5}","{'revenue_growth_yoy': -9.1, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -9.1, 'rs_6m': -15.1, 'rs_line_percentile': 4.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 46.9, 'debt_to_equity': 1.68, 'current_ratio': 1.11, 'operating_margin_pct': 31.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 25.8}",312.57,67182317568,Financial Services,Insurance Brokers,1.2,1.8,False,387.69,-19.4,1.0,False,393.11,443.0,326.0,19.0,buy,25.8,605.65,93.8,511.2,63.5,4.55,14.28,0.95,17.1,2.98,0.75,True,-1.49,6.8,96.8,17.0,2026-05-01,False,True,8.0,STRONG,6.91,141.9,0.11,2026-04-13T14:16:33.123017
PAYX,"Paychex, Inc.",68.2,⭐⭐ GOOD,🟡 Good,100.0,80.0,15.0,65.0,55.0,15.0,0.0,False,down,88.5,True,1,26.7,True,1,"{'eps_growth_yoy': 88.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 26.6}","{'revenue_growth_yoy': 26.7, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -22.2, 'rs_6m': -32.1, 'rs_line_percentile': 0.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'debt_to_equity': 1.25, 'current_ratio': 1.15, 'operating_margin_pct': 44.4}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 18.0}",85.57,30658951168,Technology,Software - Application,6.5,5.4,False,161.24,-46.9,0.0,False,100.93,125.0,90.0,15.0,hold,18.0,,,45.3,-47.1,,,5.05,95.4,4.32,2.76,True,-1.18,9.0,3.6,72.0,2026-06-25,False,False,5.0,NEUTRAL,6.73,90.0,1.59,2026-04-13T14:15:52.622676
DHR,Danaher Corporation,67.7,⭐⭐ GOOD,🟡 Good,80.0,70.0,36.0,80.0,70.0,15.0,3.5,False,down,24.0,False,0,19.1,True,1,"{'eps_growth_yoy': 24.0, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.7}","{'revenue_growth_yoy': 19.1, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -18.4, 'rs_6m': -8.8, 'rs_line_percentile': 3.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 7.1, 'debt_to_equity': 0.37, 'current_ratio': 1.87, 'operating_margin_pct': 22.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 37.8}",189.61,134186885120,Healthcare,Diagnostics & Research,1.1,1.7,False,242.8,-21.9,2.0,False,261.36,310.0,220.0,22.0,strong_buy,37.8,140.41,-25.9,62.75,-66.9,3.39,6.44,0.84,25.4,1.6,0.42,,,17.0,12.5,7.0,2026-04-21,True,False,5.0,NEUTRAL,3.02,39.2,1.67,2026-04-13T14:19:19.808472
COST,Costco Wholesale Corporation,67.3,⭐⭐ GOOD,🟡 Good,75.0,70.0,50.3,75.0,60.0,35.0,34.5,False,up,6.9,True,1,10.1,True,1,"{'eps_growth_yoy': 6.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 3.0}","{'revenue_growth_yoy': 10.1, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 9.9, 'rs_6m': 4.4, 'rs_line_percentile': 34.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 29.7, 'debt_to_equity': 0.6, 'current_ratio': 1.06, 'operating_margin_pct': 3.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 7.0}",998.47,443190280192,Consumer Defensive,Discount Stores,1.4,3.4,False,1067.08,-6.4,4.0,False,1067.94,1315.0,650.0,32.0,buy,7.0,639.52,-36.0,578.1,-42.1,1.51,15.08,0.52,27.0,5.2,0.6,True,-0.21,77.5,45.5,45.0,2026-05-28,False,False,7.0,NEUTRAL,2.49,30.6,0.98,2026-04-13T14:14:12.739063
OTIS,Otis Worldwide Corporation,67.0,⭐⭐ GOOD,🟡 Good,100.0,70.0,36.0,45.0,55.0,15.0,0.0,False,down,53.9,True,1,13.3,True,1,"{'eps_growth_yoy': 53.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 9.6}","{'revenue_growth_yoy': 13.3, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -9.2, 'rs_6m': -11.9, 'rs_line_percentile': 0.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'current_ratio': 0.85, 'operating_margin_pct': 15.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 25.2}",79.95,31157780480,Industrials,Specialty Industrial Machinery,3.4,2.9,False,101.42,-21.2,1.0,False,100.08,120.0,80.0,13.0,hold,25.2,93.14,16.5,47.25,-40.9,5.12,4.1,2.1,47.1,1.68,1.46,True,-2.6,5.2,5.4,8.0,2026-04-22,False,True,6.0,NEUTRAL,5.75,171.1,1.24,2026-04-13T14:19:25.457191
MA,Mastercard Incorporated,67.0,⭐⭐ GOOD,🟡 Good,85.0,70.0,36.0,65.0,70.0,15.0,3.0,False,down,23.8,False,0,21.5,False,0,"{'eps_growth_yoy': 23.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 45.6}","{'revenue_growth_yoy': 21.5, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -11.4, 'rs_6m': -13.2, 'rs_line_percentile': 3.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 209.9, 'debt_to_equity': 2.56, 'current_ratio': 1.03, 'operating_margin_pct': 57.7}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 31.8}",498.66,445022994432,Financial Services,Credit Services,0.7,1.8,False,601.77,-17.1,1.0,False,657.11,739.0,550.0,35.0,strong_buy,31.8,630.49,26.4,399.54,-19.9,3.66,18.38,0.7,18.4,3.48,0.53,True,-2.64,26.7,24.2,16.0,2026-04-30,False,True,9.0,STRONG,4.25,622.8,0.91,2026-04-13T14:14:30.198792
CTAS,Cintas Corporation,66.7,⭐⭐ GOOD,🟡 Good,90.0,50.0,36.0,90.0,65.0,15.0,1.0,False,down,12.1,True,1,6.5,False,0,"{'eps_growth_yoy': 12.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 17.6}","{'revenue_growth_yoy': 6.5, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -7.4, 'rs_6m': -10.2, 'rs_line_percentile': 1.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 41.3, 'debt_to_equity': 0.61, 'current_ratio': 1.98, 'operating_margin_pct': 23.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 21.4}",174.93,69987237888,Industrials,Specialty Business Services,3.2,4.7,False,229.24,-23.7,1.0,False,212.41,255.0,160.0,17.0,buy,21.4,73.41,-58.0,47.4,-72.9,2.15,3.77,1.03,36.7,1.8,0.91,True,-1.7,24.3,6.8,93.0,2026-07-16,False,False,8.0,STRONG,3.25,64.5,3.32,2026-04-13T14:13:30.013953
DSGX,The Descartes Systems Group Inc,66.0,⭐⭐ GOOD,🟡 Good,95.0,60.0,15.0,90.0,60.0,15.0,0.5,False,down,25.8,False,0,14.2,False,0,"{'eps_growth_yoy': 25.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}","{'revenue_growth_yoy': 14.2, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -26.0, 'rs_6m': -36.9, 'rs_line_percentile': 0.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 10.9, 'debt_to_equity': 0.01, 'current_ratio': 2.16, 'operating_margin_pct': 31.2}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 61.3}",63.08,5426412544,Technology,Software - Application,,2.2,False,117.35,-46.2,0.0,False,101.77,126.0,82.0,13.0,none,61.3,83.52,32.4,39.27,-37.7,4.35,2.75,,,,,False,,225.5,10.5,51.0,2026-06-03,False,False,6.0,NEUTRAL,4.29,77.7,0.93,2026-04-13T14:18:32.156216
PGR,Progressive Corporation (The),66.0,⭐⭐ GOOD,🟡 Good,90.0,60.0,36.0,75.0,55.0,15.0,1.8,False,down,15.0,True,1,11.4,False,0,"{'eps_growth_yoy': 15.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 12.9}","{'revenue_growth_yoy': 11.4, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -7.9, 'rs_6m': -16.5, 'rs_line_percentile': 1.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 40.4, 'debt_to_equity': 0.23, 'current_ratio': 0.36, 'operating_margin_pct': 16.5}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 18.4}",194.13,113742004224,Financial Services,Insurance - Property & Casualty,1.2,2.3,False,289.96,-33.0,0.0,False,229.81,295.0,190.0,21.0,hold,18.4,720.15,271.0,484.85,149.8,10.4,20.23,7.16,72.3,13.9,1.85,True,-0.15,52.2,10.1,1.0,2026-04-15,True,False,6.0,NEUTRAL,13.1,,0.48,2026-04-13T14:21:06.151447
EQIX,"Equinix, Inc.",66.0,⭐⭐ GOOD,🟡 Good,50.0,70.0,89.0,65.0,60.0,95.0,93.2,False,up,-22.7,False,0,8.8,True,2,"{'eps_growth_yoy': -22.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.6}","{'revenue_growth_yoy': 8.8, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 31.3, 'rs_6m': 27.1, 'rs_line_percentile': 93.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 9.7, 'debt_to_equity': 1.6, 'current_ratio': 1.32, 'operating_margin_pct': 21.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 2.0}",1030.24,101605859328,Real Estate,REIT - Specialty,2.2,2.9,False,1039.9,-0.9,8.0,True,1050.86,1250.0,894.0,28.0,buy,2.0,523.81,-49.2,138.1,-86.6,2.79,28.73,1.87,136.3,19.23,1.85,False,,3.9,,16.0,2026-04-29,False,True,6.0,NEUTRAL,1.66,7.8,10.93,2026-04-13T14:21:11.836971
ITW,Illinois Tool Works Inc.,65.8,⭐⭐ GOOD,🟡 Good,80.0,60.0,60.3,65.0,50.0,60.0,52.5,False,up,12.9,False,0,6.6,True,1,"{'eps_growth_yoy': 12.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 19.1}","{'revenue_growth_yoy': 6.6, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 8.5, 'rs_6m': 8.5, 'rs_line_percentile': 52.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 93.7, 'debt_to_equity': 2.86, 'current_ratio': 1.21, 'operating_margin_pct': 26.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 2.0}",270.52,77963862016,Industrials,Specialty Industrial Machinery,3.3,7.4,False,303.16,-10.8,5.0,False,275.88,310.0,219.0,16.0,hold,2.0,132.67,-51.0,105.0,-61.2,2.78,7.52,2.38,59.3,6.44,2.24,True,-1.92,14.6,2.9,16.0,2026-04-30,False,True,5.0,NEUTRAL,4.93,118.3,3.05,2026-04-13T14:19:46.400614
7741.T,HOYA CORP,65.1,⭐⭐ GOOD,🟡 Good,60.0,50.0,80.5,90.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 27.4},{},"{'rs_3m': 18.6, 'rs_6m': 27.5}","{'roe_pct': 24.2, 'debt_to_equity': 0.04, 'current_ratio': 4.96, 'operating_margin_pct': 42.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': -0.4}",29170.0,9824046678016,Healthcare,Medical Instruments & Supplies,,,False,30030.0,-2.9,7.0,True,29053.33,35000.0,23100.0,15.0,none,-0.4,11887.49,-59.2,18224.7,-37.5,0.96,280.31,0.81,39.5,240.0,0.72,,,,43.1,16.0,2026-04-30,False,True,6.0,NEUTRAL,2.77,28.7,0.5,2026-04-13T14:18:44.536950
JKHY,"Jack Henry & Associates, Inc.",64.7,⭐⭐ GOOD,🟡 Good,85.0,50.0,27.0,95.0,70.0,15.0,0.0,False,down,12.2,False,0,5.9,False,0,"{'eps_growth_yoy': 12.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.6}","{'revenue_growth_yoy': 5.9, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -20.1, 'rs_6m': -2.5, 'rs_line_percentile': 0.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 24.3, 'debt_to_equity': 0.03, 'current_ratio': 1.6, 'operating_margin_pct': 25.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 37.3}",147.2,10653914112,Technology,Information Technology Services,6.5,4.0,False,193.39,-23.9,1.0,False,202.13,220.0,183.0,15.0,buy,37.3,185.96,26.3,198.23,34.7,3.15,4.65,1.6,33.3,2.35,1.21,True,-1.34,96.7,28.4,22.0,2026-05-05,False,False,9.0,STRONG,5.59,162.7,0.74,2026-04-13T14:22:48.079821
ATLKY,Atlas Copco AB,64.1,⭐⭐ GOOD,🟡 Good,70.0,50.0,60.3,80.0,65.0,60.0,59.5,False,down,-15.1,True,2,-7.0,True,2,"{'eps_growth_yoy': -15.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 15.7}","{'revenue_growth_yoy': -7.0, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 1.3, 'rs_6m': 8.6, 'rs_line_percentile': 59.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 23.6, 'debt_to_equity': 0.32, 'current_ratio': 1.55}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 21.4}",19.35,94351048704,Industrials,Specialty Industrial Machinery,,,False,22.05,-12.2,5.0,False,23.5,23.5,23.5,1.0,strong_buy,21.4,120.36,522.0,5.8,-70.0,28.74,8.18,2.89,55.5,0.56,1.54,False,,345.7,-7.5,,,False,False,6.0,NEUTRAL,,53.6,,2026-04-13T14:21:29.765552
VLTO,Veralto Corp,63.7,⭐⭐ GOOD,🟡 Good,80.0,50.0,36.0,90.0,65.0,15.0,1.0,False,down,12.9,False,0,4.8,False,0,"{'eps_growth_yoy': 12.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 17.1}","{'revenue_growth_yoy': 4.8, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -10.9, 'rs_6m': -14.6, 'rs_line_percentile': 1.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 36.5, 'debt_to_equity': 0.93, 'current_ratio': 1.67, 'operating_margin_pct': 22.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 22.2}",89.5,22181980160,Industrials,Pollution & Treatment Controls,2.1,2.3,False,110.11,-18.7,1.0,False,109.35,138.0,97.0,17.0,buy,22.2,71.57,-20.0,45.87,-48.7,3.68,3.32,0.58,12.2,0.52,,False,,13.2,12.2,15.0,2026-04-28,False,True,6.0,NEUTRAL,5.51,76.0,1.61,2026-04-13T14:16:39.563721
NDSN,Nordson Corporation,63.3,⭐⭐ GOOD,🟡 Good,80.0,30.0,65.1,85.0,60.0,60.0,69.9,False,up,18.7,False,0,-2.0,False,0,"{'eps_growth_yoy': 18.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 18.4}","{'revenue_growth_yoy': -2.0, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 7.5, 'rs_6m': 16.7, 'rs_line_percentile': 69.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 17.5, 'debt_to_equity': 0.67, 'current_ratio': 2.72, 'operating_margin_pct': 25.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 12.0}",275.28,15356109824,Industrials,Specialty Industrial Machinery,2.3,3.1,False,305.28,-9.8,6.0,False,308.43,335.0,240.0,7.0,buy,12.0,391.11,42.1,277.5,0.8,3.35,9.22,1.19,34.6,3.28,1.07,True,-2.16,7.4,44.2,44.0,2026-05-27,False,False,7.0,NEUTRAL,4.05,65.0,0.5,2026-04-13T14:21:35.981361
ROP,"Roper Technologies, Inc.",63.3,⭐⭐ GOOD,🟡 Good,100.0,50.0,24.0,60.0,70.0,15.0,7.1,False,down,29.4,True,1,9.3,False,0,"{'eps_growth_yoy': 29.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 19.4}","{'revenue_growth_yoy': 9.3, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -19.0, 'rs_6m': -35.3, 'rs_line_percentile': 7.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 7.9, 'debt_to_equity': 0.48, 'current_ratio': 0.52, 'operating_margin_pct': 28.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 34.4}",343.15,35319574528,Technology,Software - Application,2.6,1.7,False,584.03,-41.2,0.0,False,461.25,550.0,365.0,16.0,buy,34.4,304.51,-11.3,142.1,-58.6,6.0,20.69,1.06,23.2,3.64,0.57,False,,7.0,-5.1,9.0,2026-04-23,False,True,6.0,NEUTRAL,5.07,1441.1,,2026-04-13T14:13:41.786992
PG,Procter & Gamble Company (The),63.2,⭐⭐ GOOD,🟡 Good,80.0,60.0,38.7,70.0,60.0,15.0,11.9,False,flat,14.6,False,0,12.3,False,0,"{'eps_growth_yoy': 14.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 19.3}","{'revenue_growth_yoy': 12.3, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 4.9, 'rs_6m': -4.0, 'rs_line_percentile': 11.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 15}","{'roe_pct': 31.6, 'debt_to_equity': 0.69, 'current_ratio': 0.72, 'operating_margin_pct': 26.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 13.6}",145.16,339200245760,Consumer Defensive,Household & Personal Products,1.2,2.4,False,171.65,-15.4,2.0,False,164.95,186.0,142.0,22.0,buy,13.6,83.91,-42.2,67.5,-53.5,3.91,5.7,2.91,61.9,4.23,2.46,True,-1.64,25.4,-3.8,10.0,2026-04-24,False,True,6.0,NEUTRAL,5.79,88.2,,2026-04-13T14:15:58.108717
WM,"Waste Management, Inc.",63.1,⭐⭐ GOOD,🟡 Good,90.0,50.0,50.3,50.0,60.0,35.0,33.0,False,up,16.5,True,1,4.9,False,0,"{'eps_growth_yoy': 16.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.7}","{'revenue_growth_yoy': 4.9, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 6.1, 'rs_6m': 4.5, 'rs_line_percentile': 33.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 29.7, 'debt_to_equity': 2.39, 'current_ratio': 0.89, 'operating_margin_pct': 20.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.8}",229.45,92545392640,Industrials,Waste Management,1.5,2.7,False,248.13,-7.5,3.0,False,254.32,285.0,210.0,25.0,buy,10.8,144.2,-37.2,158.12,-31.1,1.87,4.3,1.49,49.2,3.42,1.49,False,,4.8,23.6,15.0,2026-04-28,False,True,8.0,STRONG,3.73,21.3,1.04,2026-04-13T14:13:20.343198
