Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate,FileDate,DaysAgo,BaseScore,FinalScore,InsiderActivity,InsiderTrades,InsiderValue,InsiderTickers,Signals,Urgency,RiskLevel,MappingCoverage
DJUSSP,Dow Jones U.S. Specialty Finance Index,706.56,682.16,803.35,3.576873460771663,50.89219879073885,🟢,OPORTUNIDAD,251,2026-03-24 08:53:09,2026-03-24,0,81,81,False,0,0,[],[],ALTA,BAJO,0
DJUSCA,Dow Jones U.S. Gambling Index,475.97,456.94,786.57,4.164660568127113,53.99533700720642,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,80,80,False,0,0,[],[],ALTA,BAJO,0
DJUSSW,Dow Jones U.S. Software Index,6310.5,5758.2,9040.0,9.591539022611236,58.254716981132056,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,78,78,False,0,0,[],[],ALTA,BAJO,0
DJUSAM,Dow Jones U.S. Medical Equipment Index,2617.2,2589.3,3122.0,1.0775112964893845,77.44618395303324,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,76,76,False,0,0,[],[],ALTA,MEDIO,0
DJUSMC,Dow Jones U.S. Health Care Equipment & Services Index,2048.4,2046.1,2488.9,0.1124089731684757,83.11295806573472,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,76,76,False,0,0,[],[],ALTA,MEDIO,0
DJUSRN,Dow Jones U.S. Residential REITs Index,202.09,200.21,254.86,0.9390140352629716,82.37006237006234,🟢,OPORTUNIDAD,251,2026-03-24 08:53:09,2026-03-24,0,76,76,False,0,0,[],[],ALTA,MEDIO,0
DJUSCM,Dow Jones U.S. Personal Products Index,348.31,341.42,452.45,2.018042293948798,79.03081064911753,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSCS,Dow Jones U.S. Specialized Consumer Services Index,2036.0,1996.3,3402.3,1.9886790562540724,80.11329755515806,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSDB,Dow Jones U.S. Brewers Index,428.15,422.54,648.25,1.3276849529038568,84.14954088325317,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSIX,Dow Jones U.S. Nonlife Insurance Index,1248.53,1215.03,1458.15,2.757133568718468,76.37296560570832,🟢,OPORTUNIDAD,251,2026-03-24 08:53:09,2026-03-24,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSIR,Dow Jones U.S. Insurance Index,1259.55,1238.16,1458.0,1.7275634812948142,77.49576988155673,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSIS,Dow Jones U.S. Support Services Index,709.66,700.28,903.06,1.3394642143142736,76.06571459250507,🟢,OPORTUNIDAD,251,2026-03-24 08:53:09,2026-03-24,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSDV,Dow Jones U.S. Computer Services Index,240.52,217.48,313.36,10.594077616332546,49.16155419222902,🟡,CERCA,252,2026-03-24 08:53:09,2026-03-24,0,75,75,False,0,0,[],[],ALTA,BAJO,0
DJUSHG,Dow Jones U.S. Household Goods & Home Construction Index,966.15,943.49,1128.05,2.401721268905868,83.14359162688208,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSFP,Dow Jones U.S. Food Products Index,481.12,470.3,601.53,2.300659153731659,79.80690938699549,🟢,OPORTUNIDAD,251,2026-03-24 08:53:09,2026-03-24,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSIV,Dow Jones U.S. Business Support Services Index,963.33,951.2,1315.39,1.275231286795626,75.77368382727725,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSFT,Dow Jones U.S. Footwear Index,1198.3,1180.7,1718.4,1.4906411450834174,80.86642599277982,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSNG,Dow Jones U.S. Personal & Household Goods Index,949.4,909.61,1087.81,4.374402216334469,83.10763154182534,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSHN,Dow Jones U.S. Nondurable Household Products Index,1125.87,1067.39,1377.19,5.478784699125885,85.2053034285381,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSRP,Dow Jones U.S. Recreational Products Index,249.52,240.31,412.76,3.832549623403107,67.83679470685536,🟢,OPORTUNIDAD,251,2026-03-24 08:53:09,2026-03-24,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSES,Dow Jones U.S. Real Estate Services Index,261.81,247.88,392.49,5.619654671615301,64.16475015680538,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSCP,Dow Jones U.S. Containers & Packaging Index,409.4,388.62,504.83,5.347125726931186,80.60349281802213,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSRU,Dow Jones U.S. Restaurants & Bars Index,2814.4,2686.2,3177.7,4.772541136177511,77.99028536733455,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSIB,Dow Jones U.S. Insurance Brokers Index,625.26,597.46,891.38,4.653031165266286,65.6595871971283,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSFO,Dow Jones U.S. Food Producers Index,363.04,341.8,410.8,6.214160327677007,75.90057636887603,🟢,OPORTUNIDAD,251,2026-03-24 08:53:09,2026-03-24,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSFA,Dow Jones U.S. Financial Administration Index,397.64,382.61,632.45,3.928282062674779,65.32759445241513,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSRH,Dow Jones U.S. Real Estate Investment & Services,549.06,519.85,822.79,5.618928537077989,64.1674975074776,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSFB,Dow Jones U.S. Food & Beverage Index,718.25,667.95,798.54,7.530503780223063,86.08300907911811,🟢,OPORTUNIDAD,252,2026-03-24 08:53:09,2026-03-24,0,73,73,False,0,0,[],[],MEDIA,MEDIO,0
