ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,analyzed_at
ATLO,Ames National Corporation,69.7,⭐⭐ GOOD,🟡 Good,60.0,80.0,88.3,60.0,50.0,100.0,97.7,True,up,,,0,20.8,True,1,{'profit_margin_pct': 29.3},"{'revenue_growth_yoy': np.float64(20.8), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(15.5), 'rs_6m': np.float64(31.5), 'rs_line_percentile': 97.7, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 9.9, 'operating_margin_pct': 46.2}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",26.965,239777280,Financial Services,Banks - Regional,2.9,6.0,False,28.35,-4.9,8.0,True,,,,,none,,,,64.2,138.1,,,3.56,37.4,0.96,4.86,True,-0.7,,44.1,30.0,2026-04-16,False,False,7.0,NEUTRAL,,,0.14,2026-03-17T07:51:31.056005
CHUC,"Charlie's Holdings, Inc.",69.3,⭐⭐ GOOD,🟡 Good,60.0,90.0,63.0,75.0,50.0,60.0,71.7,False,down,,,0,298.9,True,1,{'profit_margin_pct': 23.7},"{'revenue_growth_yoy': np.float64(298.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(76.6), 'rs_6m': np.float64(-15.7), 'rs_line_percentile': 71.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 328.1, 'debt_to_equity': 0.99, 'current_ratio': 1.46, 'operating_margin_pct': -4.8}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",0.28,75782912,Consumer Defensive,Tobacco,,0.1,False,0.38,-26.3,6.0,False,,,,,none,,,,0.1,-64.3,-7.15,-0.02,,,,,False,,5.4,,,,False,False,2.0,WEAK,-4.48,-2780.6,,2026-03-17T07:52:01.904866
LPG,Dorian LPG Ltd.,69.1,⭐⭐ GOOD,🟡 Good,60.0,80.0,63.0,80.0,65.0,60.0,63.7,False,up,,,0,58.1,False,0,{'profit_margin_pct': 30.4},"{'revenue_growth_yoy': np.float64(58.1), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(31.1), 'rs_6m': np.float64(-2.3), 'rs_line_percentile': 63.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 11.2, 'debt_to_equity': 0.62, 'current_ratio': 2.42, 'operating_margin_pct': 43.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.3}",31.07,1328059264,Energy,Oil & Gas Midstream,4.6,2.6,False,38.4,-19.1,7.0,True,36.12,41.0,26.5,4.0,buy,16.3,100.74,224.2,84.9,173.3,7.65,2.38,7.89,86.6,2.45,,True,-0.51,5.4,85.1,65.0,2026-05-21,False,False,4.0,NEUTRAL,7.23,7.6,0.07,2026-03-17T07:55:21.293454
RBKB,"Rhinebeck Bancorp, Inc.",68.9,⭐⭐ GOOD,🟡 Good,55.0,90.0,79.4,60.0,50.0,80.0,87.3,False,up,,,0,75.0,True,1,{'profit_margin_pct': 19.4},"{'revenue_growth_yoy': np.float64(75.0), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(25.9), 'rs_6m': np.float64(17.4), 'rs_line_percentile': 87.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 7.8, 'operating_margin_pct': 23.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",15.31,170640400,Financial Services,Banks - Regional,1.8,4.3,False,16.5,-7.2,8.0,True,,,,,none,,,,9.2,-39.9,,,,,,,True,-0.08,,,,,False,False,4.0,NEUTRAL,,,,2026-03-17T07:59:54.914036
PRPO,"Precipio, Inc.",68.8,⭐⭐ GOOD,🟡 Good,50.0,90.0,86.3,60.0,50.0,95.0,93.9,False,up,,,0,24.2,True,2,{'profit_margin_pct': -5.5},"{'revenue_growth_yoy': np.float64(24.2), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(11.7), 'rs_6m': np.float64(45.1), 'rs_line_percentile': 93.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': -9.8, 'debt_to_equity': 0.26, 'current_ratio': 1.27, 'operating_margin_pct': -0.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",27.5,48180192,Healthcare,Diagnostics & Research,0.2,0.2,False,29.53,-6.9,8.0,True,,,,,none,,18.46,-32.9,,,1.59,0.44,,,,,False,,-13.6,,,,False,False,6.0,NEUTRAL,-8.53,-258.5,,2026-03-17T07:52:04.347042
BDSX,"Biodesix, Inc.",68.6,⭐⭐ GOOD,🟡 Good,50.0,90.0,83.0,50.0,70.0,80.0,80.6,False,up,,,0,60.1,True,1,{'profit_margin_pct': -39.8},"{'revenue_growth_yoy': np.float64(60.1), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(121.8), 'rs_6m': np.float64(125.7), 'rs_line_percentile': 80.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': -383.1, 'current_ratio': 1.86, 'operating_margin_pct': -6.8}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 73.5}",17.29,170451024,Healthcare,Diagnostics & Research,3.6,1.4,False,20.21,-14.4,8.0,True,30.0,40.0,20.0,4.0,strong_buy,73.5,,,,,-6.94,-1.2,,,,,False,,-3.6,,57.0,2026-05-13,False,False,4.0,NEUTRAL,-12.16,-64.2,,2026-03-17T07:53:00.914302
MIRM,"Mirum Pharmaceuticals, Inc.",68.6,⭐⭐ GOOD,🟡 Good,50.0,90.0,83.0,50.0,70.0,80.0,78.3,False,up,,,0,33.5,True,1,{'profit_margin_pct': -4.5},"{'revenue_growth_yoy': np.float64(33.5), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(44.1), 'rs_6m': np.float64(23.1), 'rs_line_percentile': 78.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': -8.6, 'debt_to_equity': 1.02, 'current_ratio': 2.67, 'operating_margin_pct': -3.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 34.5}",92.64,5590047232,Healthcare,Biotechnology,12.6,10.3,True,109.28,-15.2,7.0,True,124.64,140.0,95.0,11.0,strong_buy,34.5,69.27,-25.2,,,1.76,1.63,,,,,False,,-0.5,,50.0,2026-05-06,False,False,6.0,NEUTRAL,-0.13,-2.0,,2026-03-17T07:58:01.679879
BFLY,"Butterfly Network, Inc.",68.5,⭐⭐ GOOD,🟡 Good,50.0,90.0,75.0,60.0,70.0,60.0,73.9,False,up,,,0,48.5,True,1,{'profit_margin_pct': -79.0},"{'revenue_growth_yoy': np.float64(48.5), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(31.5), 'rs_6m': np.float64(133.7), 'rs_line_percentile': 73.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': -42.2, 'debt_to_equity': 0.1, 'current_ratio': 3.83, 'operating_margin_pct': -36.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 42.3}",3.91,995614528,Healthcare,Medical Devices,15.3,4.0,True,5.03,-22.3,8.0,True,5.56,6.0,5.25,4.0,strong_buy,42.3,2.36,-39.6,,,1.28,0.06,,,,,False,,-50.6,,45.0,2026-05-01,False,False,3.0,NEUTRAL,-8.72,-39.8,,2026-03-17T07:54:08.583481
NBBK,"NB Bancorp, Inc.",68.5,⭐⭐ GOOD,🟡 Good,60.0,90.0,65.1,60.0,60.0,60.0,70.0,False,up,,,0,33.7,True,1,{'profit_margin_pct': 24.1},"{'revenue_growth_yoy': np.float64(33.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(1.4), 'rs_6m': np.float64(11.7), 'rs_line_percentile': 70.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 6.2, 'operating_margin_pct': 48.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.5}",20.96,955876032,Financial Services,Banks - Regional,2.9,3.1,False,22.7,-7.7,7.0,True,24.0,24.0,24.0,2.0,buy,14.5,,,13.4,-36.1,,,1.34,10.4,0.28,,True,-8.07,,-26.2,36.0,2026-04-22,False,False,4.0,NEUTRAL,,,,2026-03-17T07:53:14.040781
RRBI,"Red River Bancshares, Inc.",68.5,⭐⭐ GOOD,🟡 Good,60.0,70.0,91.0,65.0,50.0,100.0,96.5,True,up,,,0,11.3,True,1,{'profit_margin_pct': 34.7},"{'revenue_growth_yoy': np.float64(11.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(21.3), 'rs_6m': np.float64(34.5), 'rs_line_percentile': 96.5, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 12.5, 'operating_margin_pct': 44.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 9.9}",88.59,582621824,Financial Services,Banks - Regional,2.6,2.6,False,93.9,-5.7,8.0,True,97.33,105.0,90.0,3.0,none,9.9,,,173.54,95.9,,,0.76,8.5,0.67,0.61,True,-2.33,,13.6,44.0,2026-04-30,False,False,5.0,NEUTRAL,,,0.44,2026-03-17T08:00:09.367868
NTLA,"Intellia Therapeutics, Inc.",68.3,⭐⭐ GOOD,🟡 Good,50.0,100.0,61.4,60.0,70.0,35.0,27.4,False,up,,,0,38.4,True,2,{},"{'revenue_growth_yoy': np.float64(38.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(49.9), 'rs_6m': np.float64(13.8), 'rs_line_percentile': 27.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': -53.5, 'debt_to_equity': 0.14, 'current_ratio': 5.08, 'operating_margin_pct': -428.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 89.0}",13.38,1580626816,Healthcare,Biotechnology,42.0,10.8,True,28.25,-52.6,5.0,False,25.29,106.0,5.0,21.0,buy,89.0,,,,,-14.76,-1.97,,,,,False,,-94.5,,51.0,2026-05-07,False,False,2.0,WEAK,-36.03,-80.6,,2026-03-17T07:55:12.694460
INDV,"Indivior Pharmaceuticals, Inc.",68.3,⭐⭐ GOOD,🟡 Good,55.0,90.0,74.0,50.0,70.0,80.0,79.9,False,down,,,0,34.6,True,1,{'profit_margin_pct': 16.9},"{'revenue_growth_yoy': np.float64(34.6), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-11.3), 'rs_6m': np.float64(31.7), 'rs_line_percentile': 79.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 80}","{'current_ratio': 0.71, 'operating_margin_pct': 37.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 51.3}",30.97,3873270272,Healthcare,Drug Manufacturers - Specialty & Generic,8.1,5.5,True,38.0,-18.5,7.0,True,46.86,54.0,39.0,7.0,strong_buy,51.3,75.19,142.8,49.2,58.9,5.73,1.77,,,,,True,-0.28,6.3,376.2,44.0,2026-04-30,False,False,4.0,NEUTRAL,7.05,167.1,0.02,2026-03-17T07:52:50.831482
LTC,"LTC Properties, Inc.",68.0,⭐⭐ GOOD,🟡 Good,60.0,90.0,63.9,65.0,50.0,60.0,55.2,False,up,,,0,71.9,True,1,{'profit_margin_pct': 45.8},"{'revenue_growth_yoy': np.float64(71.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(15.7), 'rs_6m': np.float64(9.2), 'rs_line_percentile': 55.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 11.2, 'debt_to_equity': 0.73, 'current_ratio': 17.97, 'operating_margin_pct': -8.9}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 4.1}",38.99,1891395584,Real Estate,REIT - Healthcare Facilities,8.3,6.4,True,40.8,-4.4,6.0,False,40.57,45.0,37.0,7.0,hold,4.1,116.73,199.4,75.6,93.9,7.06,2.75,5.85,90.5,2.28,6.44,False,,4.5,176.0,48.0,2026-05-04,False,False,6.0,NEUTRAL,5.67,30.7,0.05,2026-03-17T07:51:59.480920
AMRZ,Amrize Ltd,67.1,⭐⭐ GOOD,🟡 Good,55.0,80.0,60.3,80.0,65.0,60.0,54.0,False,up,,,0,36.4,False,0,{'profit_margin_pct': 10.0},"{'revenue_growth_yoy': np.float64(36.4), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(1.7), 'rs_6m': np.float64(1.8), 'rs_line_percentile': 54.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 10.2, 'debt_to_equity': 0.48, 'current_ratio': 1.64, 'operating_margin_pct': 17.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 19.1}",56.35,31820965888,Basic Materials,Building Materials,,1.9,False,65.94,-14.5,,,67.12,76.0,57.0,21.0,buy,19.1,43.18,-23.4,21.4,-62.0,4.97,2.86,,,,,False,,5.2,2.5,41.0,2026-04-27,False,False,5.0,NEUTRAL,5.37,18.4,4.9,2026-03-17T07:55:00.051452
ATEX,Anterix Inc.,66.8,⭐⭐ GOOD,🟡 Good,60.0,60.0,75.0,85.0,60.0,60.0,63.6,False,up,,,0,13.2,False,0,{'profit_margin_pct': 1370.9},"{'revenue_growth_yoy': np.float64(13.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(59.8), 'rs_6m': np.float64(67.6), 'rs_line_percentile': 63.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 42.7, 'debt_to_equity': 0.02, 'current_ratio': 1.39, 'operating_margin_pct': -618.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 52.0}",36.4,681877120,Communication Services,Telecom Services,14.3,2.8,True,40.335,-9.8,6.0,False,55.33,72.0,44.0,3.0,none,52.0,,,43.5,19.5,-5.33,-1.94,,,,,True,-0.43,-179.7,,98.0,2026-06-23,False,False,2.0,WEAK,-7.46,-123.6,,2026-03-17T07:57:47.667267
MBBC,"Marathon Bancorp, Inc.",66.8,⭐⭐ GOOD,🟡 Good,50.0,80.0,89.0,60.0,50.0,95.0,90.3,False,up,,,0,34.7,False,0,{'profit_margin_pct': 9.6},"{'revenue_growth_yoy': np.float64(34.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(21.2), 'rs_6m': np.float64(33.7), 'rs_line_percentile': 90.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 1.9, 'operating_margin_pct': 26.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",13.89,40817448,Financial Services,Banks - Regional,0.2,4.1,False,14.64,-5.1,8.0,True,,,,,none,,,,8.7,-37.4,,,,,,,True,-0.09,,459.8,,,False,False,4.0,NEUTRAL,,,0.05,2026-03-17T08:02:27.681364
