ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,analyzed_at
BUKS,Butler National Corp.,78.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,90.0,91.0,95.0,50.0,100,100.0,True,up,,,0,24.6,True,2,{'profit_margin_pct': 21.4},"{'revenue_growth_yoy': np.float64(24.6), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(45.2), 'rs_6m': np.float64(125.6), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 28.4, 'debt_to_equity': 0.46, 'current_ratio': 1.89, 'operating_margin_pct': 34.3}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",4.04,259687168,Industrials,Aerospace & Defense,,,False,4.19,-3.6,8.0,True,,,,,none,,7.46,84.7,9.0,122.8,4.34,0.18,,,,,True,-2.4,14.0,50.0,,,False,False,7.0,NEUTRAL,7.35,21.8,0.13,2026-03-24T07:55:15.014369
MSGM,Motorsport Games Inc.,77.1,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,90.0,83.0,100.0,50.0,80,88.5,False,up,,,0,118.8,True,1,{'profit_margin_pct': 61.3},"{'revenue_growth_yoy': np.float64(118.8), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(43.3), 'rs_6m': np.float64(54.0), 'rs_line_percentile': 88.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 155.4, 'debt_to_equity': 0.0, 'current_ratio': 2.25, 'operating_margin_pct': 48.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",4.28,21735772,Communication Services,Electronic Gaming & Multimedia,1.9,0.7,False,5.409,-20.9,8.0,True,,,,,none,,4.24,-0.9,14.3,234.1,2.34,0.1,,,,,False,,352.3,,44.0,2026-05-07,False,False,5.0,NEUTRAL,37.68,154.7,,2026-03-24T07:56:19.409363
INR,"Infinity Natural Resources, Inc",74.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,50.0,100.0,75.0,85.0,70.0,60,56.3,False,up,,,0,37.5,True,2,{'profit_margin_pct': 6.7},"{'revenue_growth_yoy': np.float64(37.5), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(22.2), 'rs_6m': np.float64(33.7), 'rs_line_percentile': 56.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 8.6, 'debt_to_equity': 0.16, 'current_ratio': 1.57, 'operating_margin_pct': 70.5}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 30.9}",17.23,312995008,Energy,Oil & Gas E&P,4.5,5.8,False,19.899,-13.4,6.0,False,22.56,27.0,18.0,9.0,strong_buy,30.9,,,8.9,-48.3,-57.42,-9.89,,,,,False,,7.1,,48.0,2026-05-11,False,False,7.0,NEUTRAL,6.07,6.1,0.57,2026-03-24T07:58:06.945891
BBT,Beacon Financial Corporation,74.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,55.0,100.0,86.3,60.0,65.0,95,91.5,False,up,,,0,142.6,True,2,{'profit_margin_pct': 17.6},"{'revenue_growth_yoy': np.float64(142.6), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(12.1), 'rs_6m': np.float64(22.0), 'rs_line_percentile': 91.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 4.9, 'operating_margin_pct': 58.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 17.0}",29.56,2480345856,Financial Services,Banks - Regional,5.1,4.0,False,32.0,-7.6,8.0,True,34.57,42.0,31.0,7.0,buy,17.0,,,30.9,4.5,,,4.36,124.9,1.29,4.53,False,,,500.8,30.0,2026-04-23,False,False,4.0,NEUTRAL,,,0.02,2026-03-24T07:58:12.850729
VXRT,"Vaxart, Inc.",72.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,50.0,80.0,83.0,95.0,70.0,80,87.5,False,up,,,0,399.3,False,0,{'profit_margin_pct': 6.9},"{'revenue_growth_yoy': np.float64(399.3), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(109.2), 'rs_6m': np.float64(90.6), 'rs_line_percentile': 87.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 22.3, 'debt_to_equity': 0.15, 'current_ratio': 1.57, 'operating_margin_pct': 53.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 316.7}",0.72,173256752,Healthcare,Biotechnology,9.4,2.6,True,0.84,-14.3,8.0,True,3.0,4.0,2.0,2.0,strong_buy,316.7,,,0.7,-2.8,-17.8,-0.13,,,,,False,,7.0,,49.0,2026-05-12,False,False,5.0,NEUTRAL,16.02,29.6,,2026-03-24T07:57:20.911000
NVT,nVent Electric plc,72.7,⭐⭐⭐ EXCELLENT,🟢 Excellent,55.0,80.0,91.0,80.0,60.0,100,98.3,True,up,,,0,31.8,False,0,{'profit_margin_pct': 18.2},"{'revenue_growth_yoy': np.float64(31.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(22.8), 'rs_6m': np.float64(22.3), 'rs_line_percentile': 98.3, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 12.3, 'debt_to_equity': 0.46, 'current_ratio': 1.63, 'operating_margin_pct': 16.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 8.4}",121.0,19569266688,Industrials,Electrical Equipment & Parts,3.4,1.9,False,124.22,-2.6,8.0,True,131.16,150.0,68.04,13.0,strong_buy,8.4,150.58,24.4,78.0,-35.5,2.93,3.55,0.69,30.8,0.84,1.49,True,-1.29,8.3,1112.4,38.0,2026-05-01,False,False,6.0,NEUTRAL,2.97,52.1,0.02,2026-03-24T07:56:59.387883
NGS,"Natural Gas Services Group, Inc",72.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,55.0,80.0,91.0,75.0,65.0,100,99.8,True,up,,,0,11.5,True,2,{'profit_margin_pct': 11.6},"{'revenue_growth_yoy': np.float64(11.5), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(25.2), 'rs_6m': np.float64(46.5), 'rs_line_percentile': 99.8, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 7.5, 'debt_to_equity': 0.85, 'current_ratio': 2.33, 'operating_margin_pct': 20.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 19.8}",39.44,496456032,Energy,Oil & Gas Equipment & Services,2.0,2.1,False,40.73,-3.2,8.0,True,47.25,50.0,44.0,4.0,strong_buy,19.8,,,47.1,19.4,-13.91,-5.48,0.53,6.4,0.21,,False,,3.1,43.5,48.0,2026-05-11,False,False,5.0,NEUTRAL,,7.1,0.4,2026-03-24T07:56:22.423103
LPG,Dorian LPG Ltd.,71.9,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,80.0,79.4,80.0,60.0,80,82.2,False,up,,,0,58.1,False,0,{'profit_margin_pct': 30.4},"{'revenue_growth_yoy': np.float64(58.1), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(42.3), 'rs_6m': np.float64(11.4), 'rs_line_percentile': 82.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 11.2, 'debt_to_equity': 0.62, 'current_ratio': 2.42, 'operating_margin_pct': 43.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 8.4}",33.33,1424661120,Energy,Oil & Gas Midstream,4.6,2.6,False,38.4,-13.2,8.0,True,36.12,41.0,26.5,4.0,buy,8.4,100.74,202.3,84.9,154.7,7.13,2.38,7.35,86.6,2.45,,True,-0.47,5.4,85.1,58.0,2026-05-21,False,False,4.0,NEUTRAL,6.84,7.6,0.08,2026-03-24T07:55:18.267935
FTAI,FTAI Aviation Ltd.,70.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,55.0,90.0,75.0,65.0,70.0,60,72.2,False,up,,,0,31.9,True,1,{'profit_margin_pct': 20.0},"{'revenue_growth_yoy': np.float64(31.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(47.0), 'rs_6m': np.float64(34.5), 'rs_line_percentile': 72.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 241.2, 'debt_to_equity': 10.46, 'current_ratio': 5.28, 'operating_margin_pct': 28.5}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 39.2}",241.545,24776062976,Industrials,Rental & Leasing Services,4.7,2.1,False,323.51,-25.3,6.0,False,336.2,375.0,266.0,10.0,strong_buy,39.2,,,136.78,-43.4,-3.12,-7.53,0.56,27.2,1.35,3.38,True,-0.5,3.4,29.8,37.0,2026-04-30,False,False,6.0,NEUTRAL,3.05,25.2,0.73,2026-03-24T07:55:27.285399
MNR,Mach Natural Resources LP,70.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,55.0,90.0,71.4,70.0,70.0,60,60.6,False,up,,,0,70.9,True,1,{'profit_margin_pct': 13.7},"{'revenue_growth_yoy': np.float64(70.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(31.7), 'rs_6m': np.float64(13.8), 'rs_line_percentile': 60.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 9.0, 'debt_to_equity': 0.58, 'current_ratio': 1.05, 'operating_margin_pct': 30.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 38.4}",13.73,2312445184,Energy,Oil & Gas E&P,2.3,5.6,False,15.91,-13.7,5.0,False,19.0,20.0,17.0,6.0,strong_buy,38.4,,,24.74,80.2,-18.53,-2.55,14.35,178.0,1.97,,False,,3.0,22.7,44.0,2026-05-07,False,False,4.0,NEUTRAL,6.27,6.4,0.49,2026-03-24T07:58:18.896315
