ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,analyzed_at
ANET,"Arista Networks, Inc.",70.6,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,80.0,56.7,95.0,70.0,60,72.3,False,up,,,0,24.1,True,1,{'profit_margin_pct': 39.0},"{'revenue_growth_yoy': np.float64(24.1), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(7.1), 'rs_6m': np.float64(-5.4), 'rs_line_percentile': 72.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 31.4, 'debt_to_equity': 0.0, 'current_ratio': 3.05, 'operating_margin_pct': 41.5}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 30.8}",135.88,171111661568,Technology,Computer Hardware,1.5,1.6,False,164.94,-17.6,6.0,False,177.74,220.0,140.0,25.0,strong_buy,30.8,76.25,-43.9,52.33,-61.5,1.98,2.7,,,,,True,-0.94,3489.7,19.1,42.0,2026-05-05,False,False,4.0,NEUTRAL,2.41,34.4,1.67,2026-03-24T07:53:02.781472
PKBK,"Parke Bancorp, Inc.",70.4,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,80.0,88.3,65.0,50.0,100,100.0,True,up,,,0,30.5,False,0,{'profit_margin_pct': 48.8},"{'revenue_growth_yoy': np.float64(30.5), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(15.8), 'rs_6m': np.float64(29.7), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 12.1, 'operating_margin_pct': 68.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",27.98,331355840,Financial Services,Banks - Regional,1.0,1.0,False,29.5,-5.2,8.0,True,,,,,none,,,,94.8,238.8,,,2.57,22.8,0.72,3.41,True,-1.96,,26.7,23.0,2026-04-16,False,False,7.0,NEUTRAL,,,0.17,2026-03-24T07:57:11.843196
ATLO,Ames National Corporation,70.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,80.0,91.0,60.0,50.0,100,100.0,True,up,,,0,20.8,True,1,{'profit_margin_pct': 29.3},"{'revenue_growth_yoy': np.float64(20.8), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(22.1), 'rs_6m': np.float64(36.4), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 9.9, 'operating_margin_pct': 46.2}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",27.38,243467552,Financial Services,Banks - Regional,2.9,6.0,False,28.35,-3.4,8.0,True,,,,,none,,,,64.2,134.5,,,3.51,37.4,0.96,4.86,True,-0.69,,44.1,23.0,2026-04-16,False,False,7.0,NEUTRAL,,,0.14,2026-03-24T07:57:36.892447
EXE,Expand Energy Corporation,69.3,⭐⭐ GOOD,🟡 Good,55.0,90.0,55.1,85.0,65.0,35,35.6,False,up,,,0,52.1,True,1,{'profit_margin_pct': 15.6},"{'revenue_growth_yoy': np.float64(52.1), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(3.0), 'rs_6m': np.float64(11.8), 'rs_line_percentile': 35.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 10.1, 'debt_to_equity': 0.27, 'current_ratio': 1.0, 'operating_margin_pct': 27.5}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 21.5}",107.64,25876467712,Energy,Oil & Gas E&P,2.8,1.5,False,126.621,-15.0,5.0,False,130.82,152.0,86.0,28.0,strong_buy,21.5,207.46,92.7,75.7,-29.7,4.54,4.89,2.96,42.1,3.19,,True,-0.0,10.7,,35.0,2026-04-28,False,False,8.0,STRONG,8.29,10.3,3.88,2026-03-24T07:50:54.606953
NBBK,"NB Bancorp, Inc.",69.0,⭐⭐ GOOD,🟡 Good,60.0,90.0,65.1,60.0,65.0,60,71.9,False,up,,,0,33.7,True,1,{'profit_margin_pct': 24.1},"{'revenue_growth_yoy': np.float64(33.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(1.6), 'rs_6m': np.float64(14.2), 'rs_line_percentile': 71.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 6.2, 'operating_margin_pct': 48.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.0}",20.69,943562816,Financial Services,Banks - Regional,2.9,3.1,False,22.7,-8.9,7.0,True,24.0,24.0,24.0,2.0,buy,16.0,,,13.4,-35.2,,,1.35,10.4,0.28,,True,-8.17,,-26.2,29.0,2026-04-22,False,False,4.0,NEUTRAL,,,,2026-03-24T07:58:52.137736
EME,"EMCOR Group, Inc.",68.8,⭐⭐ GOOD,🟡 Good,50.0,70.0,85.4,85.0,65.0,95,90.5,False,up,,,0,16.7,True,1,{'profit_margin_pct': 7.5},"{'revenue_growth_yoy': np.float64(16.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(25.3), 'rs_6m': np.float64(14.8), 'rs_line_percentile': 90.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 38.5, 'debt_to_equity': 0.13, 'current_ratio': 1.22, 'operating_margin_pct': 9.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.7}",744.66,33335347200,Industrials,Engineering & Construction,2.2,1.8,False,835.0,-10.8,8.0,True,869.29,1000.0,770.0,7.0,buy,16.7,943.86,26.8,846.6,13.7,2.97,22.26,0.21,3.5,1.6,0.31,True,-1.76,73.1,53.0,36.0,2026-04-29,False,False,6.0,NEUTRAL,5.33,98.2,0.45,2026-03-24T07:51:10.885423
CF,"CF Industries Holdings, Inc.",68.8,⭐⭐ GOOD,🟡 Good,60.0,70.0,83.0,85.0,40.0,80,77.3,False,up,,,0,12.6,True,1,{'profit_margin_pct': 20.5},"{'revenue_growth_yoy': np.float64(12.6), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(57.0), 'rs_6m': np.float64(43.1), 'rs_line_percentile': 77.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 23.4, 'debt_to_equity': 0.47, 'current_ratio': 3.37, 'operating_margin_pct': 35.3}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -12.1}",120.18,18467917824,Basic Materials,Agricultural Inputs,8.4,4.6,True,137.44,-12.6,7.0,True,105.63,150.0,85.0,19.0,hold,-12.1,361.06,200.4,269.1,123.9,7.08,8.51,1.66,22.3,2.0,2.07,True,-7.47,16.4,14.8,43.0,2026-05-06,False,False,8.0,STRONG,10.34,25.8,0.43,2026-03-24T07:50:57.904871
ALB,Albemarle Corporation,68.6,⭐⭐ GOOD,🟡 Good,50.0,90.0,80.3,60.0,60.0,80,85.8,False,up,,,0,32.6,True,1,{'profit_margin_pct': -9.9},"{'revenue_growth_yoy': np.float64(32.6), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(18.6), 'rs_6m': np.float64(110.8), 'rs_line_percentile': 85.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': -4.7, 'debt_to_equity': 0.34, 'current_ratio': 2.23, 'operating_margin_pct': 2.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 12.6}",167.56,19746480128,Basic Materials,Specialty Chemicals,12.7,3.3,True,206.0,-18.7,7.0,True,188.74,230.0,83.28,22.0,buy,12.6,96.05,-42.7,,,2.3,3.85,0.97,58.0,1.62,1.19,False,,-1.7,,36.0,2026-04-29,False,False,6.0,NEUTRAL,-1.44,-3.1,1.78,2026-03-24T07:54:53.982162
FPI,Farmland Partners Inc.,68.5,⭐⭐ GOOD,🟡 Good,60.0,100.0,53.9,65.0,50.0,35,44.6,False,up,,,0,102.1,True,2,{'profit_margin_pct': 60.9},"{'revenue_growth_yoy': np.float64(102.1), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(16.0), 'rs_6m': np.float64(5.5), 'rs_line_percentile': 44.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 5.7, 'debt_to_equity': 0.3, 'current_ratio': 0.62, 'operating_margin_pct': 59.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 13.5}",11.01,488605792,Real Estate,REIT - Specialty,7.2,3.1,False,13.225,-16.7,4.0,False,12.5,12.5,12.5,2.0,hold,13.5,,,6.1,-44.6,-9.61,-1.08,3.27,39.3,0.36,1.95,True,-7.74,4.3,-29.9,43.0,2026-05-06,False,False,6.0,NEUTRAL,5.92,54.7,,2026-03-24T07:57:57.886692
INDV,"Indivior Pharmaceuticals, Inc.",68.3,⭐⭐ GOOD,🟡 Good,55.0,90.0,74.0,50.0,70.0,80,75.7,False,down,,,0,34.6,True,1,{'profit_margin_pct': 16.9},"{'revenue_growth_yoy': np.float64(34.6), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-13.1), 'rs_6m': np.float64(27.5), 'rs_line_percentile': 75.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 80}","{'current_ratio': 0.71, 'operating_margin_pct': 37.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 59.4}",29.39,3675667200,Healthcare,Drug Manufacturers - Specialty & Generic,8.1,5.5,True,38.0,-22.7,6.0,False,46.86,54.0,39.0,7.0,strong_buy,59.4,75.19,155.8,49.2,67.4,6.03,1.77,,,,,True,-0.3,6.3,376.2,37.0,2026-04-30,False,False,4.0,NEUTRAL,7.41,167.1,0.02,2026-03-24T07:55:12.084342
ATEX,Anterix Inc.,68.3,⭐⭐ GOOD,🟡 Good,60.0,60.0,83.0,85.0,60.0,80,78.9,False,up,,,0,13.2,False,0,{'profit_margin_pct': 1370.9},"{'revenue_growth_yoy': np.float64(13.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(78.2), 'rs_6m': np.float64(67.8), 'rs_line_percentile': 78.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 42.7, 'debt_to_equity': 0.02, 'current_ratio': 1.39, 'operating_margin_pct': -618.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 43.3}",38.62,723464128,Communication Services,Telecom Services,14.3,2.8,True,40.86,-5.5,8.0,True,55.33,72.0,44.0,3.0,none,43.3,,,43.5,12.6,-5.03,-1.94,,,,,True,-0.41,-179.7,,91.0,2026-06-23,False,False,2.0,WEAK,-7.02,-123.6,,2026-03-24T07:59:31.174771
AMRZ,Amrize Ltd,68.0,⭐⭐ GOOD,🟡 Good,55.0,80.0,65.1,80.0,65.0,60,53.4,False,flat,,,0,36.4,False,0,{'profit_margin_pct': 10.0},"{'revenue_growth_yoy': np.float64(36.4), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(5.3), 'rs_6m': np.float64(10.5), 'rs_line_percentile': 53.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': 10.2, 'debt_to_equity': 0.48, 'current_ratio': 1.64, 'operating_margin_pct': 17.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 21.5}",55.26,30643533824,Basic Materials,Building Materials,,1.9,False,65.94,-16.2,,,67.12,76.0,57.0,21.0,buy,21.5,43.15,-21.9,21.4,-61.3,5.16,2.86,,,,,False,,5.2,2.5,34.0,2026-04-27,False,False,5.0,NEUTRAL,5.46,18.4,4.81,2026-03-24T07:55:39.449525
DELL,Dell Technologies Inc.,67.7,⭐⭐ GOOD,🟡 Good,50.0,90.0,91.0,40.0,60.0,100,100.0,True,up,,,0,42.8,True,1,{'profit_margin_pct': 5.2},"{'revenue_growth_yoy': np.float64(42.8), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(34.2), 'rs_6m': np.float64(23.4), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'current_ratio': 0.91, 'operating_margin_pct': 9.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 2.0}",164.59,109072080896,Technology,Computer Hardware,8.7,2.9,True,169.9,-3.1,7.0,True,167.87,220.0,110.0,23.0,buy,2.0,880.08,434.7,260.1,58.0,6.06,20.75,1.53,24.2,2.52,,True,-5.87,5.6,57.3,65.0,2026-05-28,False,False,7.0,NEUTRAL,6.95,132.2,0.2,2026-03-24T07:50:45.158351
FMFG,Farmers and Merchants Bancshare,67.5,⭐⭐ GOOD,🟡 Good,60.0,90.0,65.1,60.0,50.0,60,52.1,False,up,,,0,20.1,True,2,{'profit_margin_pct': 22.5},"{'revenue_growth_yoy': np.float64(20.1), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(9.8), 'rs_6m': np.float64(10.3), 'rs_line_percentile': 52.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 9.5, 'operating_margin_pct': 35.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",17.87,57716440,Financial Services,Banks - Regional,,,False,21.0,-14.9,5.0,False,,,,,none,,,,54.3,203.9,,,3.81,37.6,0.68,3.34,False,,,48.1,,,False,False,3.0,NEUTRAL,,,0.1,2026-03-24T07:58:55.038023
THFF,First Financial Corporation,67.4,⭐⭐ GOOD,🟡 Good,60.0,80.0,73.1,65.0,50.0,80,77.8,False,up,,,0,12.9,True,2,{'profit_margin_pct': 31.2},"{'revenue_growth_yoy': np.float64(12.9), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(2.2), 'rs_6m': np.float64(10.5), 'rs_line_percentile': 77.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 13.2, 'operating_margin_pct': 34.2}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 14.2}",62.61,744551616,Financial Services,Banks - Regional,1.8,2.0,False,69.21,-9.5,7.0,True,71.5,75.0,68.0,2.0,none,14.2,,,200.4,220.1,,,3.42,31.3,2.14,2.95,True,-0.11,,15.8,28.0,2026-04-21,False,False,6.0,NEUTRAL,,,0.27,2026-03-24T07:55:56.064576
