ticker,vcp_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,ml_score,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,cerebro_signal,cerebro_score_adj,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
DPZ,66.52173913043478,Domino's Pizza Inc,63.0,Consumer Cyclical,Restaurants,55.0,90.0,36.0,65.0,70.0,366.8,12335078400,15,3.8,False,down,,,0,38.1,True,1,6.7,2.0,False,499.08,-26.5,0.0,False,"{'current_ratio': 1.65, 'operating_margin_pct': 18.1}",{'profit_margin_pct': 12.2},478.58,601.0,340.0,31.0,buy,30.5,641.58,74.9,527.1,43.7,4.12,15.13,2.17,39.6,1.19,True,-2.9,4.9,30.1,34.0,2026-04-27,False,False,8.0,STRONG,5.27,107.8,0.57,,,,,,50.0,8.5,26.6,15.0,18.9,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 41% up volume)",MEDIUM_FLOAT,32.6,50.0,60.5,15,False,down,3.8,0.0,,0,True,1,2.0,22,38.0,44.7,Bajo 50%,29.4,0.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,0/3,62.2,0.0,0.0,3.0,3.0,3.0,5.0,3.81,3.0,10.0,39,1,Berkshire Hathaway (Buffett),,0.0,32.06086956521739,⭐ GOOD,🟡 Good,,,,,,,
DXCM,66.18181818181819,"DexCom, Inc.",63.8,Healthcare,Medical Devices,55.0,70.0,46.7,90.0,70.0,65.94,25717671936,35,27.4,False,up,,,0,21.6,False,0,5.1,3.0,False,89.98,-26.7,0.0,False,"{'roe_pct': 34.5, 'debt_to_equity': 0.51, 'current_ratio': 1.88, 'operating_margin_pct': 25.6}",{'profit_margin_pct': 17.9},86.12,112.0,68.0,26.0,strong_buy,30.6,79.29,20.2,62.7,-4.9,2.8,1.87,,,,True,-1.22,60.5,78.0,37.0,2026-04-30,False,False,7.0,NEUTRAL,4.47,31.4,0.28,,,,,,50.0,12.600000000000001,26.5,15.0,19.1,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,382.9,43.0,60.6,35,False,up,27.4,2.0,,0,False,0,0.0,30,38.0,23.7,Bottom 25%,15.4,-3.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,0/3,61.519999999999996,0.0,0.0,0.0,0.0,3.0,5.0,3.82,3.0,5.0,77,0,,,0.0,31.970909090909092,⭐ GOOD,🟡 Good,,,,,,,
MWA,0.0,MUELLER WATER PRODUCTS,54.7,Industrials,Specialty Industrial Machinery,55.0,30.0,68.7,80.0,50.0,27.9,4363150336,60,58.5,False,up,,,0,-12.7,False,0,3.9,3.4,False,31.0,-10.0,5.0,False,"{'roe_pct': 21.6, 'debt_to_equity': 0.44, 'current_ratio': 4.02, 'operating_margin_pct': 18.9}",{'profit_margin_pct': 13.8},30.33,35.0,25.0,6.0,none,8.7,31.27,12.1,28.83,3.3,3.46,0.96,0.98,21.3,1.5,True,-0.47,14.9,11.3,41.0,2026-05-04,False,False,8.0,STRONG,6.27,25.4,0.79,,,,,,50.0,24.4,0.0,15.0,16.4,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",HIGH_FLOAT,154.1,15.0,31.4,60,False,up,58.5,2.0,,0,False,0,0.0,12,38.0,71.1,Medio,45.6,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,60.88,5.0,0.0,3.0,0.0,3.0,3.0,1.09,0.0,10.0,59,0,,WATCH,3.0,18.97,⭐ GOOD,🟡 Good,,,,,,,
BUKS,0.0,Butler National Corp.,78.0,Industrials,Aerospace & Defense,60.0,90.0,91.0,95.0,50.0,4.04,259687168,100,100.0,True,up,,,0,24.6,True,2,,,False,4.19,-3.6,8.0,True,"{'roe_pct': 28.4, 'debt_to_equity': 0.46, 'current_ratio': 1.89, 'operating_margin_pct': 34.3}",{'profit_margin_pct': 21.4},,,,,none,,7.46,84.7,9.0,122.8,4.34,0.18,,,,True,-2.4,14.0,50.0,,,False,False,7.0,NEUTRAL,7.35,21.8,0.13,,,,,,50.0,50.4,0.0,15.0,23.4,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 54% up volume)",MEDIUM_FLOAT,29.0,15.0,38.4,100,True,up,100.0,10.0,,0,True,2,2.0,,38.0,,Sin datos suficientes,100.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,False,2/3,60.12,5.0,0.0,3.0,0.0,3.0,5.0,,0.0,5.0,55,0,,WATCH,3.0,37.8,⭐ GOOD,🟡 Good,AVOID,30.0,Near ATH (-3.6% from high) - poor entry point,-3.6,NEUTRAL,NONE,False
MSFT,0.0,Microsoft Corporation,60.8,Technology,Software - Infrastructure,60.0,70.0,24.0,90.0,70.0,383.0,2846600724480,15,6.8,False,down,,,0,16.0,True,1,1.0,1.6,False,555.45,-31.0,0.0,False,"{'roe_pct': 34.4, 'debt_to_equity': 0.32, 'current_ratio': 1.39, 'operating_margin_pct': 47.1}",{'profit_margin_pct': 39.0},594.62,730.0,392.0,53.0,strong_buy,55.3,306.34,-20.0,479.1,25.1,1.88,7.22,0.95,21.3,0.79,True,-0.79,56.4,59.8,36.0,2026-04-29,False,False,6.0,NEUTRAL,4.38,45.1,0.34,,,,,,50.0,0.0,0.0,15.0,18.2,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 38% up volume)",MEGA_FLOAT,7414.8,53.0,33.2,15,False,down,6.8,0.0,,0,True,1,2.0,18,38.0,55.3,Medio,31.7,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,0/3,58.31999999999999,0.0,10.0,0.0,0.0,3.0,5.0,6.91,3.0,2.0,74,0,,WATCH,-3.0,0.0,🔵 DECENT,🟡 Good,,,,,,,
INDV,0.0,"Indivior Pharmaceuticals, Inc.",68.3,Healthcare,Drug Manufacturers - Specialty & Generic,55.0,90.0,74.0,50.0,70.0,29.39,3675667200,80,75.7,False,down,,,0,34.6,True,1,8.1,5.5,True,38.0,-22.7,6.0,False,"{'current_ratio': 0.71, 'operating_margin_pct': 37.2}",{'profit_margin_pct': 16.9},46.86,54.0,39.0,7.0,strong_buy,59.4,75.19,155.8,49.2,67.4,6.03,1.77,,,,True,-0.3,6.3,376.2,37.0,2026-04-30,False,False,4.0,NEUTRAL,7.41,167.1,0.02,,,,,,50.0,13.0,0.0,15.0,20.5,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,83,Price below 150/200 MA - weak trend,NEUTRAL,45,"No clear pattern (0.9x ratio, 47% up volume)",HIGH_FLOAT,106.9,40.0,35.5,80,False,down,75.7,3.0,,0,True,1,2.0,,38.0,,Sin datos suficientes,75.7,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,False,0/3,58.06999999999999,0.0,0.0,6.0,0.0,3.0,5.0,7.42,3.0,0.0,9,0,,,0.0,14.329999999999998,🔵 DECENT,🟡 Good,,,,,,,
ENR,0.0,"Energizer Holdings, Inc.",49.8,Industrials,Electrical Equipment & Parts,50.0,60.0,24.0,60.0,60.0,17.08,1171186176,15,4.4,False,down,,,0,17.5,False,0,9.6,4.4,True,30.29,-43.6,0.0,False,"{'roe_pct': 151.3, 'debt_to_equity': 24.24, 'current_ratio': 1.99, 'operating_margin_pct': 8.6}",{'profit_margin_pct': 7.1},23.0,28.0,18.0,6.0,hold,34.7,43.79,156.4,29.7,73.9,15.01,2.57,7.03,40.4,3.92,True,-2.7,2.6,,42.0,2026-05-05,False,False,6.0,NEUTRAL,10.01,31.8,0.34,,,,,,50.0,0.0,0.0,15.0,14.9,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",HIGH_FLOAT,60.5,40.0,29.9,15,False,down,4.4,0.0,,0,False,0,0.0,9,38.0,78.9,Top 25%,51.4,3.0,3.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,0/3,58.02,5.0,0.0,8.0,0.0,3.0,0.0,4.34,3.0,2.0,22,0,,BEST,5.0,0.0,🔵 DECENT,🟡 Good,,,,,,,
CMCSA,70.58823529411765,Comcast Corporation,57.3,Communication Services,Telecom Services,55.0,70.0,50.3,55.0,50.0,29.01,105709379584,35,32.0,False,up,,,0,8.1,True,2,2.2,2.4,False,35.35145,-17.9,2.0,False,"{'roe_pct': 21.4, 'debt_to_equity': 1.08, 'current_ratio': 0.88, 'operating_margin_pct': 10.8}",{'profit_margin_pct': 16.2},33.01,44.0,23.0,22.0,hold,13.8,22.93,-21.0,53.9,85.8,5.29,1.56,4.55,18.4,2.87,False,,6.8,-21.0,30.0,2026-04-23,False,False,8.0,STRONG,15.06,45.9,,,,,,,50.0,21.4,28.2,15.0,17.2,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,16,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,80,"Strong institutional buying (1.7x ratio, 62% up volume)",MEGA_FLOAT,3560.0,38.0,60.4,35,False,up,32.0,2.0,,0,True,2,2.0,11,38.0,73.7,Medio,45.8,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,57.92,0.0,0.0,6.0,5.0,0.0,-3.0,1.72,0.0,10.0,14,0,,,0.0,33.52411764705882,🔵 DECENT,🟡 Good,,,,,,,
CTAS,64.96875,Cintas Corporation,59.2,Industrials,Specialty Business Services,55.0,60.0,38.7,90.0,65.0,181.21,72489787392,15,7.8,False,flat,,,0,7.3,True,1,2.7,4.3,False,229.24,-21.0,1.0,False,"{'roe_pct': 43.4, 'debt_to_equity': 0.73, 'current_ratio': 1.71, 'operating_margin_pct': 23.4}",{'profit_margin_pct': 17.6},217.06,255.0,172.0,17.0,buy,19.8,79.38,-56.2,50.82,-72.0,2.13,3.87,0.99,36.4,0.92,True,-1.63,24.6,7.7,1.0,2026-03-25,True,False,8.0,STRONG,3.13,64.5,3.05,,,,,,50.0,12.700000000000003,26.0,15.0,17.8,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 48% up volume)",MEGA_FLOAT,341.9,43.0,58.7,15,False,flat,7.8,0.0,,0,True,1,2.0,19,38.0,52.6,Medio,30.8,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,0/3,57.38000000000001,5.0,0.0,0.0,0.0,3.0,3.0,2.48,1.0,10.0,82,0,,,0.0,30.904375,🔵 DECENT,🟡 Good,,,,,,,
ADSK,63.13636363636364,"Autodesk, Inc.",57.9,Technology,Software - Application,55.0,70.0,32.0,70.0,70.0,247.44,52457279488,35,28.5,False,down,,,0,19.8,True,1,3.0,2.4,False,329.09,-24.8,1.0,False,"{'roe_pct': 39.7, 'debt_to_equity': 0.9, 'current_ratio': 0.85, 'operating_margin_pct': 27.2}",{'profit_margin_pct': 15.6},331.75,460.0,250.0,31.0,strong_buy,34.1,223.46,-9.7,52.2,-78.9,5.31,13.21,,,0.48,True,-2.67,846.0,6.3,58.0,2026-05-21,False,False,7.0,NEUTRAL,3.43,645.3,2.79,,,,,,50.0,16.6,25.3,15.0,17.4,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,210.5,38.0,57.6,35,False,down,28.5,0.0,,0,True,1,2.0,29,38.0,26.3,Bajo 50%,15.8,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,57.16,0.0,0.0,6.0,0.0,3.0,3.0,4.26,3.0,5.0,55,0,,,0.0,29.858181818181816,🔵 DECENT,🟡 Good,,,,,,,
APP,56.94444444444444,Applovin Corporation,61.6,Communication Services,Advertising Agencies,60.0,80.0,23.0,80.0,70.0,458.95,155104460800,35,40.5,False,down,,,0,11.7,True,2,4.7,1.8,False,745.61,-38.4,3.0,False,"{'roe_pct': 212.9, 'debt_to_equity': 1.72, 'current_ratio': 3.32, 'operating_margin_pct': 76.9}",{'profit_margin_pct': 60.8},648.57,860.0,340.0,28.0,buy,41.3,372.77,-18.8,301.5,-34.3,1.74,8.79,,,,True,-1.41,19.2,84.7,43.0,2026-05-06,False,False,9.0,STRONG,2.67,128.2,0.27,,,,,,50.0,10.299999999999997,22.8,15.0,18.5,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,50,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.8x ratio, 45% up volume)",MEGA_FLOAT,242.8,43.0,56.3,35,False,down,40.5,0.0,,0,True,2,2.0,,38.0,,Sin datos suficientes,40.5,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,False,0/3,56.64,0.0,0.0,0.0,0.0,3.0,5.0,5.16,3.0,10.0,73,0,,,0.0,19.63222222222222,🔵 DECENT,🟡 Good,,,,,,,
ANET,64.5,"Arista Networks, Inc.",70.6,Technology,Computer Hardware,60.0,80.0,56.7,95.0,70.0,135.88,171111661568,60,72.3,False,up,,,0,24.1,True,1,1.5,1.6,False,164.94,-17.6,6.0,False,"{'roe_pct': 31.4, 'debt_to_equity': 0.0, 'current_ratio': 3.05, 'operating_margin_pct': 41.5}",{'profit_margin_pct': 39.0},177.74,220.0,140.0,25.0,strong_buy,30.8,76.25,-43.9,52.33,-61.5,1.98,2.7,,,,True,-0.94,3489.7,19.1,42.0,2026-05-05,False,False,4.0,NEUTRAL,2.41,34.4,1.67,,,,,,50.0,38.0,25.8,15.0,21.2,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,66,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MEGA_FLOAT,1038.6,38.0,62.0,60,False,up,72.3,2.0,,0,True,1,2.0,1,38.0,100.0,Top 10%,86.2,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,False,1/3,56.239999999999995,0.0,0.0,0.0,0.0,3.0,5.0,3.85,3.0,0.0,108,0,,,0.0,46.81,🔵 DECENT,🟡 Good,,,,,,,
SPGI,0.0,S&P Global Inc.,55.5,Financial Services,Financial Data & Stock Exchanges,60.0,50.0,44.0,65.0,65.0,428.87,129861836800,35,25.5,False,down,,,0,3.7,False,0,1.5,1.2,False,579.05,-25.9,0.0,False,"{'roe_pct': 13.1, 'debt_to_equity': 0.38, 'current_ratio': 0.82, 'operating_margin_pct': 38.3}",{'profit_margin_pct': 29.2},538.52,625.0,480.0,21.0,strong_buy,25.6,692.29,61.4,440.1,2.6,3.76,16.32,0.9,26.2,0.81,True,-3.85,22.6,32.0,35.0,2026-04-28,False,False,7.0,NEUTRAL,4.49,942.7,0.61,,,,,,50.0,0.0,0.0,15.0,16.6,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 50% up volume)",MEGA_FLOAT,298.1,43.0,31.6,35,False,down,25.5,0.0,,0,False,0,0.0,28,38.0,28.9,Bajo 50%,16.4,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,0/3,56.2,0.0,0.0,3.0,0.0,3.0,5.0,3.2,3.0,5.0,31,0,,WATCH,3.0,0.0,🔵 DECENT,🟡 Good,,,,,,,
BDL,0.0,"Flanigan's Enterprises, Inc.",55.3,Consumer Cyclical,Restaurants,50.0,40.0,66.6,80.0,50.0,33.2577,61814360,60,63.1,False,up,,,0,-2.0,True,1,0.5,6.3,False,35.98,-7.6,6.0,False,"{'roe_pct': 31.6, 'debt_to_equity': 0.58, 'current_ratio': 1.97, 'operating_margin_pct': 2.9}",{'profit_margin_pct': 8.6},,,,,none,,43990.62,132172.0,93.3,180.5,3119.02,1037.31,1.65,17.7,4.0,False,,10.9,681.9,,,False,False,9.0,STRONG,9.72,8.0,0.01,,,,,,50.0,12.0,0.0,15.0,16.6,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 49% up volume)",MICRO_FLOAT,0.6,35.0,31.6,60,False,up,63.1,2.0,,0,True,1,2.0,22,38.0,44.7,Bajo 50%,29.4,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,1/3,55.702,0.0,0.0,8.0,3.0,0.0,5.0,,0.0,10.0,57,0,,BEST,8.0,22.03,🔵 DECENT,🟡 Good,,,,,,,
MCY,0.0,Mercury General Corporation,59.1,Financial Services,Insurance - Property & Casualty,50.0,60.0,65.6,70.0,55.0,87.54,4848720384,80,83.9,False,up,,,0,10.2,False,0,6.5,5.0,False,100.06,-12.5,7.0,True,"{'roe_pct': 24.8, 'debt_to_equity': 0.24, 'current_ratio': 0.56, 'operating_margin_pct': 16.7}",{'profit_margin_pct': 9.0},110.0,110.0,110.0,1.0,none,25.7,1931.42,2106.3,293.1,234.8,52.03,45.54,1.45,13.0,3.68,False,,24.2,50.4,48.0,2026-05-11,False,False,6.0,NEUTRAL,18.29,,0.11,,,,,,50.0,28.700000000000003,0.0,15.0,17.7,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 48% up volume)",MEDIUM_FLOAT,26.6,20.0,32.7,80,False,up,83.9,5.0,,0,False,0,0.0,16,38.0,60.5,Medio,39.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,False,1/3,54.64,0.0,0.0,8.0,0.0,0.0,5.0,3.21,3.0,2.0,,0,,BEST,5.0,25.41,🔵 DECENT,🟡 Average,,,,,,,
NVT,0.0,nVent Electric plc,72.7,Industrials,Electrical Equipment & Parts,55.0,80.0,91.0,80.0,60.0,121.0,19569266688,100,98.3,True,up,,,0,31.8,False,0,3.4,1.9,False,124.22,-2.6,8.0,True,"{'roe_pct': 12.3, 'debt_to_equity': 0.46, 'current_ratio': 1.63, 'operating_margin_pct': 16.2}",{'profit_margin_pct': 18.2},131.16,150.0,68.04,13.0,strong_buy,8.4,150.58,24.4,78.0,-35.5,2.93,3.55,0.69,30.8,1.49,True,-1.29,8.3,1112.4,38.0,2026-05-01,False,False,6.0,NEUTRAL,2.97,52.1,0.02,,,,,,50.0,49.8,0.0,15.0,21.8,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 57% up volume)",HIGH_FLOAT,161.0,15.0,36.8,100,True,up,98.3,10.0,,0,False,0,0.0,9,38.0,78.9,Top 25%,51.4,3.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,False,2/3,54.33,5.0,0.0,0.0,0.0,3.0,5.0,1.05,0.0,2.0,92,0,,,0.0,37.269999999999996,🔵 DECENT,🟡 Average,AVOID,25.0,Near ATH (-2.6% from high) - poor entry point | Elevated P/E (46.5) - watch valuation,-2.6,NEUTRAL,STRONG_BUY,True
SGU,0.0,Star Group L.P.,51.7,Energy,Oil & Gas Refining & Marketing,50.0,50.0,58.7,50.0,50.0,12.51,411316992,35,31.0,False,up,,,0,-27.4,True,2,0.2,1.7,False,13.64,-8.3,5.0,False,"{'roe_pct': 24.9, 'debt_to_equity': 1.11, 'current_ratio': 0.73, 'operating_margin_pct': 9.9}",{'profit_margin_pct': 4.1},,,,,none,,27.83,122.5,25.92,107.2,9.8,1.23,5.92,37.9,5.6,True,-4.85,8.1,6.8,43.0,2026-05-06,False,False,8.0,STRONG,15.82,52.8,1.05,,,,,,50.0,25.5,0.0,15.0,15.5,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 48% up volume)",MEDIUM_FLOAT,26.6,15.0,30.5,35,False,up,31.0,2.0,,0,True,2,2.0,,38.0,,Sin datos suficientes,31.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,53.278,0.0,0.0,8.0,5.0,3.0,3.0,,0.0,10.0,9,0,,CAUTION,0.0,18.67,🔵 DECENT,🟡 Average,,,,,,,
ALLY,0.0,Ally Financial Inc.,61.3,Financial Services,Credit Services,55.0,80.0,44.0,60.0,70.0,39.22,12122576896,35,43.0,False,down,,,0,34.6,False,0,3.6,2.8,False,47.27,-17.0,4.0,False,"{'roe_pct': 5.8, 'operating_margin_pct': 20.4}",{'profit_margin_pct': 11.6},52.65,70.0,45.1,17.0,buy,34.3,,,71.1,81.3,,,3.06,50.6,3.13,True,-0.49,,265.4,24.0,2026-04-17,False,False,5.0,NEUTRAL,,,0.02,NEUTRAL,0.54,90.0,3.0,3.0,50.0,0.0,0.0,15.0,18.4,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,66,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 48% up volume)",MEGA_FLOAT,277.4,43.0,33.4,35,False,down,43.0,0.0,,0,False,0,0.0,23,38.0,42.1,Bajo 50%,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,False,0/3,53.22,0.0,0.0,0.0,5.0,3.0,5.0,4.29,3.0,0.0,,1,Berkshire Hathaway (Buffett),CONFIRM,8.0,6.13,🔵 DECENT,🟡 Average,,,,,,,
DELL,88.53571428571429,Dell Technologies Inc.,67.7,Technology,Computer Hardware,50.0,90.0,91.0,40.0,60.0,164.59,109072080896,100,100.0,True,up,,,0,42.8,True,1,8.7,2.9,True,169.9,-3.1,7.0,True,"{'current_ratio': 0.91, 'operating_margin_pct': 9.6}",{'profit_margin_pct': 5.2},167.87,220.0,110.0,23.0,buy,2.0,880.08,434.7,260.1,58.0,6.06,20.75,1.53,24.2,,True,-5.87,5.6,57.3,65.0,2026-05-28,False,False,7.0,NEUTRAL,6.95,132.2,0.2,,,,,,50.0,84.7,35.4,15.0,20.3,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,True,83,Passes Minervini Template (5/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.6x ratio, 60% up volume)",MEGA_FLOAT,295.1,18.0,70.7,100,True,up,100.0,10.0,,0,True,1,2.0,1,38.0,100.0,Top 10%,86.2,5.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,False,2/3,53.08,0.0,0.0,6.0,3.0,3.0,5.0,0.25,-3.0,5.0,16,0,,,0.0,76.53785714285713,🔵 DECENT,🟡 Average,AVOID,35.0,Near ATH (-3.1% from high) - poor entry point,-3.1,NEUTRAL,BUY,False
STRW,0.0,"Strawberry Fields REIT, Inc.",59.3,Real Estate,REIT - Healthcare Facilities,50.0,90.0,44.0,50.0,55.0,12.0,670084416,35,47.4,False,down,,,0,30.3,True,1,0.5,1.7,False,14.0,-14.3,5.0,False,"{'roe_pct': 49.7, 'debt_to_equity': 15.66, 'current_ratio': 0.43, 'operating_margin_pct': 52.4}",{'profit_margin_pct': 4.9},14.79,16.0,13.75,6.0,none,23.3,81.57,579.8,6.0,-50.0,11.07,5.54,5.17,100.0,,True,-0.34,1.7,-5.1,44.0,2026-05-07,False,False,7.0,NEUTRAL,6.28,49.9,,,,,,,50.0,8.0,0.0,15.0,17.8,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,83,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MICRO_FLOAT,8.1,40.0,32.8,35,False,down,47.4,0.0,,0,True,1,2.0,14,38.0,65.8,Medio,44.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,0/3,52.72,0.0,0.0,8.0,-2.0,3.0,0.0,2.91,1.0,5.0,43,0,,WATCH,3.0,19.43,🔵 DECENT,🟡 Average,,,,,,,
AXP,61.3,American Express Company,56.5,Financial Services,Credit Services,55.0,60.0,36.0,75.0,65.0,301.91,207971205120,15,12.2,False,down,,,0,11.9,False,0,1.8,2.5,False,387.49,-22.1,4.0,False,"{'roe_pct': 34.0, 'debt_to_equity': 1.91, 'current_ratio': 1.41, 'operating_margin_pct': 17.5}",{'profit_margin_pct': 16.2},375.37,462.0,285.0,23.0,buy,24.3,,,255.14,-15.5,,,1.26,21.3,1.11,True,-2.8,,11.6,30.0,2026-04-23,False,False,4.0,NEUTRAL,,,0.9,,,,,,50.0,13.5,24.5,15.0,17.0,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,66,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",MEGA_FLOAT,533.5,43.0,56.5,15,False,down,12.2,0.0,,0,False,0,0.0,23,38.0,42.1,Bajo 50%,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0/3,52.599999999999994,0.0,0.0,0.0,0.0,3.0,3.0,3.04,3.0,0.0,,1,Berkshire Hathaway (Buffett),,0.0,36.3,🔵 DECENT,🟡 Average,,,,,,,
