Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate,FileDate,DaysAgo,BaseScore,FinalScore,InsiderActivity,InsiderTrades,InsiderValue,InsiderTickers,Signals,Urgency,RiskLevel,MappingCoverage
DJUSCS,Dow Jones U.S. Specialized Consumer Services Index,2067.7,2055.1,3402.3,0.6131088511507912,64.00532268795746,🟢,OPORTUNIDAD,252,2026-03-17 08:59:50,2026-03-17,0,76,76,False,0,0,[],[],ALTA,MEDIO,0
DJUSRN,Dow Jones U.S. Residential REITs Index,209.1,206.56,254.86,1.2296669248644423,71.76220806794066,🟢,OPORTUNIDAD,251,2026-03-17 08:59:50,2026-03-17,0,76,76,False,0,0,[],[],ALTA,MEDIO,0
DJUSMC,Dow Jones U.S. Health Care Equipment & Services Index,2114.8,2083.0,2488.9,1.5266442630821018,67.22323049001803,🟢,OPORTUNIDAD,252,2026-03-17 08:59:50,2026-03-17,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSIR,Dow Jones U.S. Insurance Index,1271.69,1239.53,1458.0,2.5945317983429272,63.427697016067306,🟢,OPORTUNIDAD,252,2026-03-17 08:59:50,2026-03-17,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSBE,Dow Jones U.S. Business Training & Employment Agencies Index,82.68,75.0,128.66,10.240000000000007,43.264157580021084,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,75,75,False,0,0,[],[],ALTA,BAJO,0
DJUSAM,Dow Jones U.S. Medical Equipment Index,2674.6,2589.3,3122.0,3.2943266519908745,72.23168654173767,🟢,OPORTUNIDAD,252,2026-03-17 08:59:50,2026-03-17,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSRH,Dow Jones U.S. Real Estate Investment & Services,546.39,519.85,822.79,5.105318841973639,71.93971703916338,🟢,OPORTUNIDAD,252,2026-03-17 08:59:50,2026-03-17,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSES,Dow Jones U.S. Real Estate Services Index,260.53,247.88,392.49,5.103275778602541,71.94151795312843,🟢,OPORTUNIDAD,252,2026-03-17 08:59:50,2026-03-17,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSFT,Dow Jones U.S. Footwear Index,1232.6,1186.7,1718.4,3.8678688800876255,90.47441165483758,🟢,OPORTUNIDAD,252,2026-03-17 08:59:50,2026-03-17,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSFP,Dow Jones U.S. Food Products Index,494.74,470.3,601.53,5.196682968318094,74.33935312723193,🟢,OPORTUNIDAD,251,2026-03-17 08:59:50,2026-03-17,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSIP,Dow Jones U.S. Property & Casualty Insurance Index,1942.47,1792.93,2065.57,8.340537555844342,61.61137440758296,🟢,OPORTUNIDAD,252,2026-03-17 08:59:50,2026-03-17,0,73,73,False,0,0,[],[],MEDIA,MEDIO,0
DJUSAV,Dow Jones U.S. Media Agencies Index,305.39,263.38,547.04,15.950337914799906,47.40042566129527,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,73,73,False,0,0,[],[],MEDIA,BAJO,0
DJUSHG,Dow Jones U.S. Household Goods & Home Construction Index,1010.01,943.49,1128.05,7.050419188332678,79.2055952815909,🟢,OPORTUNIDAD,252,2026-03-17 08:59:50,2026-03-17,0,73,73,False,0,0,[],[],MEDIA,MEDIO,0
DJUSCM,Dow Jones U.S. Personal Products Index,364.29,341.42,452.45,6.698494522875052,84.12594293210886,🟢,OPORTUNIDAD,252,2026-03-17 08:59:50,2026-03-17,0,73,73,False,0,0,[],[],MEDIA,MEDIO,0
DJUSPC,Dow Jones U.S. Waste & Disposal Services Index,674.84,589.23,708.03,14.529131239074728,43.32053488679991,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,73,73,False,0,0,[],[],MEDIA,BAJO,0
DJUSFO,Dow Jones U.S. Food Producers Index,373.01,341.8,410.8,9.131070801638378,72.95709453444901,🟢,OPORTUNIDAD,251,2026-03-17 08:59:50,2026-03-17,0,72,72,False,0,0,[],[],MEDIA,MEDIO,0
DJUSHI,Dow Jones U.S. Home Improvement Retailers Index,774.95,705.04,940.02,9.9157494610235,81.84197089609397,🟢,OPORTUNIDAD,252,2026-03-17 08:59:50,2026-03-17,0,72,72,False,0,0,[],[],MEDIA,MEDIO,0
DJUSNG,Dow Jones U.S. Personal & Household Goods Index,990.72,909.61,1087.81,8.917008388210332,83.6127024542047,🟢,OPORTUNIDAD,252,2026-03-17 08:59:50,2026-03-17,0,72,72,False,0,0,[],[],MEDIA,MEDIO,0
DJUSCP,Dow Jones U.S. Containers & Packaging Index,425.96,388.62,504.83,9.608357778807054,88.49862258953172,🟢,OPORTUNIDAD,252,2026-03-17 08:59:50,2026-03-17,0,72,72,False,0,0,[],[],MEDIA,MEDIO,0
DJUSGT,Dow Jones U.S. General Retailers Index,3359.1,2720.3,3649.5,23.48270411351688,49.66499162479061,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,70,70,False,0,0,[],[],MEDIA,BAJO,0
DJUSSF,Dow Jones U.S. Consumer Finance Index,695.57,619.26,837.68,12.32277234118142,54.61254612546125,🟡,CERCA,251,2026-03-17 08:59:50,2026-03-17,0,68,68,False,0,0,[],[],MEDIA,BAJO,0
DJUSHP,Dow Jones U.S. Health Care Providers Index,2363.5,2106.6,3374.9,12.195006171081369,54.380952380952365,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,68,68,False,0,0,[],[],MEDIA,BAJO,0
DJUSCH,Dow Jones U.S. Chemicals Index,1799.61,1497.87,2050.51,20.14460533958221,57.09767814251404,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,65,65,False,0,0,[],[],MEDIA,BAJO,0
DJUSFD,Dow Jones U.S. Food Retailers & Wholesalers Index,1313.85,1099.62,1353.53,19.482184754733456,55.77885853239883,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,65,65,False,0,0,[],[],MEDIA,BAJO,0
DJUSSR,Dow Jones U.S. Specialty REITs Index,277.62,229.18,284.12,21.136224801466096,57.704059362723655,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,65,65,False,0,0,[],[],MEDIA,BAJO,0
DJUSFC,Dow Jones U.S. Fixed Line Telecommunications Index,165.91,137.34,175.95,20.80238823358089,56.00907029478459,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,65,65,False,0,0,[],[],MEDIA,BAJO,0
DJUSEH,Dow Jones U.S. Real Estate Holding & Development Index,68.56,50.8,69.58,34.96062992125986,17.632552404439025,🔴,FUERTE,132,2026-03-17 08:59:50,2026-03-17,0,65,65,False,0,0,[],[],MEDIA,BAJO,0
DJUSTL,Dow Jones U.S. Telecommunications Index,195.01,157.97,200.14,23.44749002975248,52.04397114393678,🟡,CERCA,251,2026-03-17 08:59:50,2026-03-17,0,64,64,False,0,0,[],[],MEDIA,BAJO,0
DJUSIL,Dow Jones U.S. Life Insurance Index,1190.11,1077.94,1346.73,10.4059595153719,68.93057726825319,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,63,63,False,0,0,[],[],MEDIA,MEDIO,0
DJUSRT,Dow Jones U.S. Retail Index,3037.0,2453.4,3267.5,23.78739708160104,50.418480080348175,🟡,CERCA,251,2026-03-17 08:59:50,2026-03-17,0,63,63,False,0,0,[],[],MEDIA,BAJO,0
DJUSVN,Dow Jones U.S. Distillers & Vintners Index,289.68,260.67,391.16,11.129013695477036,75.13589066625252,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,63,63,False,0,0,[],[],MEDIA,ALTO,0
DJUSMF,Dow Jones U.S. Mortgage Finance Index,11.0,9.98,14.77,10.220440881763524,71.47887323943664,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,63,63,False,0,0,[],[],MEDIA,ALTO,0
DJUSHN,Dow Jones U.S. Nondurable Household Products Index,1185.26,1067.39,1377.19,11.042824084917404,74.66629065613841,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,63,63,False,0,0,[],[],MEDIA,ALTO,0
DJUSFB,Dow Jones U.S. Food & Beverage Index,744.23,667.95,798.54,11.42001646829852,79.43959243085885,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,62,62,False,0,0,[],[],MEDIA,ALTO,0
DJUSPG,Sector PG,478.56,426.49,576.81,12.20896152313067,88.13455030253303,🟡,CERCA,251,2026-03-17 08:59:50,2026-03-17,0,62,62,False,0,0,[],[],MEDIA,ALTO,0
DJUSME,Dow Jones U.S. Media Index,759.17,662.35,903.98,14.617649279082045,69.73284274516077,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,61,61,False,0,0,[],[],MEDIA,MEDIO,0
DJUSPB,Dow Jones U.S. Publishing Index,865.35,663.16,885.56,30.488871463900125,31.790179380322485,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,61,61,False,0,0,[],[],MEDIA,BAJO,0
DJUSHD,Dow Jones U.S. Durable Household Products Index,109.55,94.51,152.38,15.91365993016611,94.36258808456112,🟡,CERCA,251,2026-03-17 08:59:50,2026-03-17,0,61,61,False,0,0,[],[],MEDIA,ALTO,0
DJUSBV,Dow Jones U.S. Beverages Index,1031.19,895.65,1104.64,15.133143527047404,78.82094148702171,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,61,61,False,0,0,[],[],MEDIA,ALTO,0
DJUSSD,Dow Jones U.S. Soft Drinks Index,1012.65,874.51,1082.9,15.796274485140248,78.80249716231556,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,61,61,False,0,0,[],[],MEDIA,ALTO,0
DJUSGU,Dow Jones U.S. Gas Distribution Index,419.66,324.1,425.75,29.484726936130823,35.35498706524865,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,61,61,False,0,0,[],[],MEDIA,BAJO,0
DJUSHC,Dow Jones U.S. Health Care Index,1590.73,1344.15,1708.01,18.344678793289432,68.89566430675418,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,60,60,False,0,0,[],[],MEDIA,MEDIO,0
DJUSAG,Dow Jones U.S. Asset Managers Index,325.04,273.77,426.58,18.727398911495065,71.18915767997669,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,60,60,False,0,0,[],[],MEDIA,ALTO,0
DJUSBC,Dow Jones U.S. Broadcasting & Entertainment Index,1132.1,962.0,1294.9,17.681912681912674,74.18719211822662,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,60,60,False,0,0,[],[],MEDIA,ALTO,0
DJUSIU,Dow Jones U.S. Reinsurance Index,548.06,467.58,592.5,17.212027888275795,81.3763608087093,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,60,60,False,0,0,[],[],MEDIA,ALTO,0
DJUSGF,Dow Jones U.S. Financial Services Index,2507.7,2138.5,2924.0,17.264437689969597,61.11443978430203,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,60,60,False,0,0,[],[],MEDIA,MEDIO,0
DJUSFI,Dow Jones U.S. Financial Services Index,2237.3,1907.9,2608.7,17.26505582053567,61.114842175957016,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,60,60,False,0,0,[],[],MEDIA,MEDIO,0
DJUSLE,Dow Jones U.S. Leisure Goods Index,861.41,724.03,1249.95,18.97435189149621,64.27732942039621,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,59,59,False,0,0,[],[],BAJA,MEDIO,0
DJUSGI,Dow Jones U.S. General Industrials Index,742.29,613.23,834.56,21.045937087226644,80.59291792478717,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,59,59,False,0,0,[],[],BAJA,ALTO,0
DJUSSV,Dow Jones U.S. Software & Computer Services Index,7459.8,5509.7,8975.6,35.39394159391619,39.79325095057037,🔴,FUERTE,251,2026-03-17 08:59:50,2026-03-17,0,59,59,False,0,0,[],[],BAJA,BAJO,0
DJUSRE,Dow Jones U.S. Real Estate Index,373.14,311.91,387.16,19.630662691160897,69.02394106813998,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,59,59,False,0,0,[],[],BAJA,MEDIO,0
DJUSMR,Dow Jones U.S. Mortgage REITs Index,30.03,24.64,34.46,21.875000000000004,74.71910112359546,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,58,58,False,0,0,[],[],BAJA,ALTO,0
DJUSBD,Dow Jones U.S. Building Materials & Fixtures Index,2311.4,1876.9,2724.7,23.149874793542544,87.40951963149811,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,58,58,False,0,0,[],[],BAJA,ALTO,0
DJUSTB,Dow Jones U.S. Tobacco Index,1194.64,978.74,1286.27,22.05897378261848,64.70104342555308,🟡,CERCA,251,2026-03-17 08:59:50,2026-03-17,0,58,58,False,0,0,[],[],BAJA,MEDIO,0
DJUSPL,Dow Jones U.S. Pipelines Index,1265.33,925.07,1294.48,36.78208135600548,32.07950065703024,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,58,58,False,0,0,[],[],BAJA,BAJO,0
DJUSRI,Dow Jones U.S. Real Estate Investment Trusts Index,154.05,126.8,159.64,21.490536277602533,67.15195632393085,🟡,CERCA,251,2026-03-17 08:59:50,2026-03-17,0,58,58,False,0,0,[],[],BAJA,MEDIO,0
DJUSHB,Dow Jones U.S. Home Construction Index,2281.04,1872.38,2900.07,21.82569777502429,85.43498481896836,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,58,58,False,0,0,[],[],BAJA,ALTO,0
DJUSMU,Dow Jones U.S. Multiutilities Index,312.43,249.55,314.85,25.197355239430973,40.9128630705394,🔴,FUERTE,251,2026-03-17 08:59:50,2026-03-17,0,57,57,False,0,0,[],[],BAJA,BAJO,0
DJUSTY,Dow Jones U.S. Toys Index,1424.48,1149.53,2066.13,23.918471027289417,64.26712540249659,🟡,CERCA,252,2026-03-17 08:59:50,2026-03-17,0,57,57,False,0,0,[],[],BAJA,MEDIO,0
DJUSWC,Dow Jones U.S. Mobile Telecommunications Index,441.86,349.48,451.05,26.43355842966693,48.49228611500699,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,56,56,False,0,0,[],[],BAJA,BAJO,0
DJUSOG,Dow Jones U.S. Oil & Gas Producers,1115.1,707.01,1120.48,57.72054143505749,25.836972343522632,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,56,56,False,0,0,[],[],BAJA,MEDIO,0
DJUSCC,Dow Jones U.S. Commodity Chemicals Index,798.66,608.9,808.72,31.16439481031368,42.973321432113465,🔴,FUERTE,251,2026-03-17 08:59:50,2026-03-17,0,55,55,False,0,0,[],[],BAJA,BAJO,0
DJUSRB,Dow Jones U.S. Broadline Retailers Index,4755.0,3641.4,5214.8,30.58164442247487,46.46608509880721,🔴,FUERTE,251,2026-03-17 08:59:50,2026-03-17,0,55,55,False,0,0,[],[],BAJA,BAJO,0
DJUSOS,Dow Jones U.S. Exploration & Production Index,1321.99,821.29,1334.76,60.96506715045843,19.09642943891181,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,55,55,False,0,0,[],[],BAJA,MEDIO,0
DJUSOL,Dow Jones U.S. Integrated Oil & Gas Index,1003.39,645.42,1007.64,55.46310929317344,31.87643772592837,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,51,51,False,0,0,[],[],BAJA,MEDIO,0
DJUSEN,Dow Jones U.S. Oil & Gas Index,967.49,623.85,971.24,55.0837541075579,30.372057706909644,🔴,FUERTE,251,2026-03-17 08:59:50,2026-03-17,0,51,51,False,0,0,[],[],BAJA,MEDIO,0
DJUSUT,Dow Jones U.S. Utilities Index,463.85,353.79,470.38,31.10884988269877,51.75126903553297,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,49,49,False,0,0,[],[],BAJA,BAJO,0
DJUSEU,Dow Jones U.S. Electricity Index,459.79,340.99,471.47,34.839731370421426,56.58513640639696,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,47,47,False,0,0,[],[],BAJA,BAJO,0
DJUSVE,Dow Jones U.S. Conventional Electricity Index,460.76,341.92,472.89,34.75666822648572,56.69402110199301,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,47,47,False,0,0,[],[],BAJA,BAJO,0
DJUSSB,Dow Jones U.S. Investment Services Index,2775.1,2060.8,3276.0,34.66129658385091,58.93410852713182,🔴,FUERTE,251,2026-03-17 08:59:50,2026-03-17,0,47,47,False,0,0,[],[],BAJA,BAJO,0
DJUSDN,Dow Jones U.S. Defense Index,919.36,598.11,973.44,53.71085586263396,49.89404855603317,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,46,46,False,0,0,[],[],BAJA,MEDIO,0
DJUSRA,Dow Jones U.S. Apparel Retailers Index,2156.32,1504.75,2243.06,43.30088054494103,50.7940363768864,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,44,44,False,0,0,[],[],BAJA,MEDIO,0
DJUSRR,Dow Jones U.S. Railroads Index,3655.4,2788.9,4019.5,31.069597332281543,81.54173929885728,🔴,FUERTE,251,2026-03-17 08:59:50,2026-03-17,0,43,43,False,0,0,[],[],BAJA,ALTO,0
DJUSDR,Dow Jones U.S. Food & Drug Retailers Index,1743.71,1341.74,1812.26,29.958859391536365,62.70456033166048,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,43,43,False,0,0,[],[],BAJA,MEDIO,0
DJUSBT,Dow Jones U.S. Biotechnology Index,3011.5,2297.4,3319.4,31.082963349873765,66.95690030474535,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,43,43,False,0,0,[],[],BAJA,MEDIO,0
DJUSFR,Dow Jones U.S. Forestry & Paper Index,914.58,703.58,946.63,29.9894823616362,62.11203633610899,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,43,43,False,0,0,[],[],BAJA,MEDIO,0
DJUSRL,Dow Jones U.S. Retail REITs Index,108.76,83.32,114.2,30.53288526164188,64.69957081545061,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,43,43,False,0,0,[],[],BAJA,MEDIO,0
DJUSAT,Dow Jones U.S. Auto Parts Index,379.5,288.25,490.7,31.656548135299214,94.34096150434628,🔴,FUERTE,251,2026-03-17 08:59:50,2026-03-17,0,42,42,False,0,0,[],[],BAJA,ALTO,0
DJUSFH,Dow Jones U.S. Furnishings Index,423.87,319.67,545.94,32.59611474332905,79.01866842887821,🔴,FUERTE,251,2026-03-17 08:59:50,2026-03-17,0,42,42,False,0,0,[],[],BAJA,ALTO,0
DJUSDT,Dow Jones U.S. Diversified REITs Index,61.67,46.63,65.07,32.25391378940596,65.67164179104472,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,42,42,False,0,0,[],[],BAJA,MEDIO,0
DJUSID,Dow Jones U.S. Diversified Industrials Index,1009.07,767.22,1097.69,31.522900862855508,70.21906080825889,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,42,42,False,0,0,[],[],BAJA,ALTO,0
DJUSMS,Dow Jones U.S. Medical Supplies Index,1988.42,1493.05,2141.29,33.178393221928275,68.697187976174,🔴,FUERTE,251,2026-03-17 08:59:50,2026-03-17,0,42,42,False,0,0,[],[],BAJA,MEDIO,0
DJUSIT,Dow Jones U.S. Industrial Transportation Index,1692.7,1243.5,1896.5,36.12384398874146,79.08428720083248,🔴,FUERTE,251,2026-03-17 08:59:50,2026-03-17,0,41,41,False,0,0,[],[],BAJA,ALTO,0
DJUSCX,Dow Jones U.S. Specialty Chemicals Index,1190.87,863.05,1301.27,37.98389432825444,82.36998025016452,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,40,40,False,0,0,[],[],BAJA,ALTO,0
DJUSFE,Dow Jones U.S. Industrial Machinery Index,1341.22,969.18,1509.14,38.38709011741886,87.92046643743468,🔴,FUERTE,251,2026-03-17 08:59:50,2026-03-17,0,40,40,False,0,0,[],[],BAJA,ALTO,0
DJUSIO,Dow Jones U.S. Industrial & Office REITs Index,109.43,79.12,117.63,38.30889787664307,67.86188579017262,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,40,40,False,0,0,[],[],BAJA,MEDIO,0
DJUSPN,Dow Jones U.S. Pharmaceuticals & Biotechnology Index,1328.43,960.01,1403.97,38.37668357621276,66.98517298187805,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,40,40,False,0,0,[],[],BAJA,MEDIO,0
DJUSDS,Dow Jones U.S. Industrial Suppliers Index,963.95,683.22,1090.53,41.08925382746407,77.42530651112952,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,39,39,False,0,0,[],[],BAJA,ALTO,0
DJUSBK,Dow Jones U.S. Banks Index,739.22,521.55,873.98,41.73521234780943,69.76799056232794,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,38,38,False,0,0,[],[],BAJA,ALTO,0
DJUSCN,Dow Jones U.S. Construction & Materials Index,2120.67,1484.39,2404.73,42.86474578783203,81.92021222324264,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,38,38,False,0,0,[],[],BAJA,ALTO,0
DJUSAF,Dow Jones U.S. Delivery Services Index,1305.5,916.9,1512.7,42.38193914276366,84.00911161731203,🔴,FUERTE,251,2026-03-17 08:59:50,2026-03-17,0,38,38,False,0,0,[],[],BAJA,ALTO,0
DJUSIG,Dow Jones U.S. Industrial Goods & Services Index,1590.1,1094.74,1716.89,45.24910024298006,74.6455266138166,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,37,37,False,0,0,[],[],BAJA,ALTO,0
DJUSPR,Dow Jones U.S. Pharmaceuticals Index,1113.82,765.56,1173.03,45.49088249124824,65.40306155968729,🔴,FUERTE,251,2026-03-17 08:59:50,2026-03-17,0,37,37,False,0,0,[],[],BAJA,ALTO,0
DJUSTK,Dow Jones U.S. Trucking Index,1789.72,1244.48,2143.06,43.81267678066341,62.59710354011762,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,37,37,False,0,0,[],[],BAJA,ALTO,0
DJUSLG,Dow Jones U.S. Hotels Index,4777.3,3245.4,5445.7,47.20219387440686,66.86016378148648,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,36,36,False,0,0,[],[],BAJA,ALTO,0
DJUSTC,Dow Jones U.S. Technology Index,8344.7,5115.5,9259.3,63.12579415501908,55.14242226570992,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,36,36,False,0,0,[],[],BAJA,MEDIO,0
DJUSCT,Dow Jones U.S. Telecommunications Equipment Index,3034.03,1708.47,3123.44,77.58754909363348,47.66650870568811,🔴,FUERTE,251,2026-03-17 08:59:50,2026-03-17,0,36,36,False,0,0,[],[],BAJA,MEDIO,0
DJUSRD,Dow Jones U.S. Drug Retailers Index,1468.18,989.79,1589.16,48.33247456531184,65.77887607541648,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,36,36,False,0,0,[],[],BAJA,ALTO,0
DJUSHL,Dow Jones U.S. Hotel & Lodging REITs Index,99.55,65.02,111.31,53.106736388803455,64.05550581915847,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,34,34,False,0,0,[],[],BAJA,ALTO,0
DJUSRQ,Dow Jones U.S. Recreational Services Index,169.75,110.98,215.97,52.95548747522075,71.43331121433309,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,34,34,False,0,0,[],[],BAJA,ALTO,0
DJUSAL,Dow Jones U.S. Aluminum Index,227.52,73.62,233.53,209.04645476772615,39.71697018907318,🔴,FUERTE,252,2026-03-17 08:59:50,2026-03-17,0,33,33,False,0,0,[],[],BAJA,MEDIO,0
